region,time,air_freight_loaded,air_freight_unloaded,air_passengers_arrived,air_passengers_departed,area,tourist_arrivals,hospital_stay,broadband_access,death_rate_all,death_rate_hiv,death_rate_influenza,death_rate_tb,death_rate_viralhepatitis,disposable_income,gdp_per_inhabitant,medical_doctors,nurses_midwives,Available beds in hospitals (HP.1),curative_care_beds,longterm_care_beds,other_beds,psychiatric_care_beds,rehabilitative_care_beds,internet_contact_authorities,length_electrified_railway,length_motorways,length_other_roads,length_large_railway,length_railway,maritime_freight_loaded,maritime_freight_unloaded,maritime_passengers_disembarked,maritime_passengers_embarked,median_age,lower_education,tertiary_education,higher_education,population_density,population_numbers,risk_of_poverty_or_social_exclusion
Nord-Ovest,2006,310.0,298.0,20539.0,20464.0,57928.0,10377747.0,,17.0,,,,,,20400.0,32100.0,,,,,,,,,,3077.0,1882.0,35369.0,1707.0,4027.0,18719.0,56268.0,1292.0,1299.0,43.4,45.9,12.9,41.2,,15318858.0,16.8
Piemonte,2006,2.0,2.0,1607.0,1600.0,25387.0,1979608.0,9.9,14.0,,,,,,19700.0,29100.0,14329.0,,17323.0,13426.0,1138.0,0.0,1036.0,2759.0,,1291.0,817.0,15823.0,726.0,1868.0,,,,,44.6,47.3,11.8,40.8,172.3,4279510.0,17.7
Provincia Autonoma di Bolzano/Bozen,2006,0.0,0.0,34.0,35.0,7398.0,1975013.0,7.7,16.0,,,,,,20700.0,35600.0,1434.0,,2149.0,1825.0,170.0,0.0,62.0,154.0,,294.0,187.0,4459.0,199.0,361.0,,,,,39.4,52.1,10.0,38.0,65.4,479354.0,11.2
Provincia Autonoma di Trento,2006,,,,,6207.0,1869772.0,10.2,22.0,,,,,,19200.0,32700.0,1592.0,,2267.0,1673.0,236.0,0.0,48.0,358.0,,,,,,,,,,,41.6,40.7,13.0,46.3,81.6,498537.0,10.1
Puglia,2006,2.0,2.0,1381.0,1396.0,19541.0,2103887.0,6.8,14.0,,,,,,12400.0,17200.0,13562.0,,15267.0,13478.0,640.0,0.0,271.0,1149.0,,598.0,313.0,9320.0,381.0,823.0,24369.0,42119.0,1015.0,994.0,39.6,57.7,10.5,31.7,210.1,4033405.0,45.0
Sardegna,2006,2.0,4.0,2621.0,2628.0,24100.0,1326531.0,6.9,15.0,,,,,,13100.0,19500.0,7214.0,,7151.0,6907.0,166.0,0.0,124.0,78.0,,0.0,,8238.0,16.0,428.0,22929.0,32577.0,6641.0,6606.0,41.5,57.9,10.4,31.7,68.4,1634026.0,31.5
Sicilia,2006,5.0,9.0,4951.0,4979.0,25833.0,2840225.0,6.2,13.0,,,,,,12100.0,17700.0,19738.0,,16525.0,15463.0,239.0,0.0,591.0,823.0,,799.0,634.0,16466.0,167.0,1394.0,38392.0,46741.0,8164.0,7983.0,39.7,57.0,10.9,32.1,195.5,4969155.0,47.8
Sud,2006,5.0,7.0,4693.0,4775.0,73800.0,7978447.0,,13.0,,,,,,12500.0,17900.0,,,,,,,,,,2492.0,1467.0,44935.0,1418.0,3888.0,44794.0,69532.0,17229.0,17427.0,39.3,54.4,11.5,34.0,,13944785.0,41.5
Toscana,2006,7.0,5.0,2256.0,2266.0,22988.0,5425864.0,7.9,17.0,,,,,,18500.0,28000.0,14573.0,,13153.0,12028.0,290.0,0.0,521.0,835.0,,930.0,424.0,13676.0,764.0,1437.0,11140.0,25817.0,5352.0,5506.0,44.9,48.1,14.7,37.3,157.8,3570259.0,13.9
Umbria,2006,,,,,8464.0,1540020.0,6.7,18.0,,,,,,17400.0,25600.0,3544.0,,2604.0,2483.0,13.0,0.0,38.0,108.0,,353.0,59.0,5080.0,181.0,368.0,,,,,44.5,40.4,15.1,44.5,103.6,853259.0,20.9
Valle d'Aosta/Vallée d'Aoste,2006,0.0,0.0,4.0,4.0,3261.0,559888.0,8.5,14.0,,,,,,19000.0,34000.0,428.0,,427.0,427.0,0.0,0.0,15.0,0.0,,,114.0,653.0,0.0,81.0,,,,,42.9,53.7,11.5,34.8,38.4,123969.0,10.6
Veneto,2006,19.0,18.0,5258.0,5272.0,18407.0,5260296.0,8.8,17.0,,,,,,18200.0,29900.0,14894.0,,18215.0,15591.0,1029.0,0.0,766.0,1595.0,,779.0,485.0,10181.0,578.0,1182.0,5608.0,29318.0,331.0,341.0,42.0,49.5,11.4,39.1,268.4,4701951.0,16.0
Abruzzo,2007,1.0,2.0,181.0,184.0,10833.0,1371155.0,6.9,24.0,,,,,,15400.0,23100.0,5139.0,,5519.0,4720.0,129.0,0.0,137.0,670.0,,319.0,352.0,7672.0,123.0,512.0,75.0,1265.0,,,43.0,45.1,14.3,40.6,121.5,1285456.0,25.5
Basilicata,2007,,,,,10073.0,394825.0,7.5,15.0,,,,,,12800.0,19800.0,1868.0,,1931.0,1738.0,75.0,0.0,41.0,118.0,,217.0,29.0,5893.0,24.0,362.0,,,,,41.5,49.2,12.5,38.3,60.2,585732.0,37.3
Calabria,2007,1.0,1.0,992.0,990.0,15222.0,1325825.0,7.2,15.0,,,,,,12200.0,16900.0,7082.0,,7558.0,6560.0,484.0,0.0,140.0,514.0,,488.0,295.0,9485.0,299.0,874.0,15566.0,16125.0,5086.0,5250.0,40.4,51.5,13.5,34.9,133.6,1967632.0,44.1
Campania,2007,2.0,2.0,2815.0,2908.0,13670.0,2776974.0,6.3,22.0,,,,,,12600.0,18300.0,20792.0,,18603.0,16569.0,523.0,0.0,359.0,1511.0,,862.0,442.0,10910.0,625.0,1104.0,7209.0,11711.0,10582.0,10493.0,38.2,56.5,11.3,32.2,428.9,5737883.0,45.5
Centro (IT),2007,102.0,92.0,21908.0,21950.0,58085.0,12786657.0,,28.0,,,,,,18600.0,31200.0,,,,,,,,,,2635.0,1121.0,35847.0,1997.0,3411.0,21457.0,47103.0,7605.0,7633.0,43.6,42.2,16.3,41.5,,11220431.0,18.8
Emilia-Romagna,2007,13.0,8.0,2790.0,2791.0,22453.0,6574335.0,8.5,,,,,,,21900.0,33500.0,17168.0,,18190.0,14451.0,2310.0,0.0,806.0,1429.0,,988.0,568.0,12998.0,509.0,1076.0,3337.0,23671.0,,,44.5,43.3,14.8,42.0,187.1,4175075.0,13.3
Friuli-Venezia Giulia,2007,0.0,0.0,367.0,371.0,7862.0,1126493.0,7.9,26.0,,,,,,19600.0,30000.0,4473.0,,4337.0,3985.0,107.0,0.0,51.0,245.0,,377.0,210.0,2396.0,298.0,466.0,5261.0,40591.0,,,45.1,43.2,13.5,43.3,160.1,1205593.0,16.6
Isole,2007,7.0,13.0,8503.0,8550.0,49933.0,4338223.0,,21.0,,,,,,12700.0,18500.0,,,,,,,,,,800.0,644.0,25678.0,217.0,1807.0,65971.0,82986.0,15055.0,14901.0,40.6,56.4,11.4,32.2,,6603629.0,45.5
Italy,2007,499.0,469.0,67318.0,67359.0,302073.0,53276960.0,7.8,25.0,,,,,,17500.0,27500.0,221782.0,,228286.0,192525.0,10980.0,0.0,6861.0,24781.0,,11512.0,6588.0,175550.0,7041.0,16293.0,170084.0,355336.0,41105.0,41093.0,42.4,47.8,13.5,38.7,,58223744.0,26.0
Lazio,2007,92.0,84.0,18874.0,18879.0,17232.0,3867175.0,8.8,29.0,,,,,,18900.0,34600.0,24989.0,,26334.0,20150.0,1775.0,0.0,333.0,4409.0,,1113.0,470.0,10937.0,862.0,1225.0,3356.0,12751.0,1378.0,1375.0,42.5,37.0,18.2,44.8,314.3,5277633.0,22.5
Liguria,2007,1.0,1.0,561.0,545.0,5416.0,2412238.0,8.4,24.0,,,,,,20400.0,30500.0,6569.0,,6426.0,5645.0,0.0,0.0,224.0,781.0,,484.0,375.0,4927.0,326.0,500.0,21231.0,59823.0,1327.0,1377.0,47.9,40.9,16.1,43.0,295.1,1572551.0,21.3
Lombardia,2007,352.0,331.0,19798.0,19629.0,23864.0,5688640.0,7.8,34.0,,,,,,21400.0,35200.0,33783.0,,38474.0,30966.0,1110.0,0.0,1061.0,6398.0,,1316.0,576.0,14376.0,681.0,1594.0,,,,,42.6,44.6,14.1,41.2,413.7,9393968.0,15.8
Marche,2007,4.0,2.0,242.0,246.0,9401.0,1820473.0,7.7,,,,,,,17300.0,27200.0,5235.0,,5698.0,4901.0,495.0,0.0,153.0,302.0,,240.0,168.0,6416.0,191.0,385.0,3595.0,6978.0,729.0,745.0,43.8,44.8,13.9,41.3,161.5,1504727.0,16.7
Molise,2007,,,,,4461.0,172550.0,7.9,17.0,,,,,,14300.0,21800.0,1156.0,,1640.0,1364.0,25.0,0.0,32.0,251.0,,66.0,36.0,3278.0,23.0,270.0,,,125.0,116.0,43.2,47.1,14.3,38.6,72.6,317206.0,33.0
Nord-Est,2007,29.0,24.0,9169.0,9196.0,62327.0,17035480.0,,26.0,,,,,,20200.0,32200.0,,,,,,,,,,2438.0,1474.0,30388.0,1584.0,3086.0,13961.0,93931.0,247.0,251.0,43.3,44.8,13.3,41.9,,11097006.0,14.6
Nord-Ovest,2007,354.0,333.0,22105.0,21923.0,57928.0,10798870.0,,29.0,,,,,,20900.0,33200.0,,,,,,,,,,3094.0,1882.0,34646.0,1735.0,4049.0,21231.0,59823.0,1327.0,1377.0,43.7,44.8,14.0,41.2,,15376639.0,16.9
Piemonte,2007,2.0,1.0,1741.0,1743.0,25387.0,2135149.0,10.0,21.0,,,,,,20100.0,29800.0,14677.0,,17269.0,13407.0,1080.0,0.0,1016.0,2782.0,,1294.0,817.0,14690.0,728.0,1874.0,,,,,44.9,46.4,12.9,40.6,173.3,4285466.0,17.9
Provincia Autonoma di Bolzano/Bozen,2007,0.0,0.0,37.0,38.0,7398.0,2054125.0,7.6,24.0,,,,,,21400.0,36800.0,1469.0,,2078.0,1781.0,141.0,0.0,62.0,156.0,,294.0,211.0,4488.0,199.0,361.0,,,,,39.8,47.7,10.4,41.9,66.1,484280.0,12.3
Provincia Autonoma di Trento,2007,,,,,6207.0,1855538.0,10.2,31.0,,,,,,20000.0,34100.0,1631.0,,2264.0,1668.0,236.0,0.0,48.0,360.0,,0.0,,,,,,,,,42.0,38.0,14.4,47.5,82.4,503147.0,7.5
Puglia,2007,2.0,3.0,1646.0,1659.0,19541.0,2276402.0,6.8,17.0,,,,,,12700.0,17600.0,13891.0,,15007.0,13246.0,605.0,0.0,273.0,1156.0,,593.0,313.0,11753.0,414.0,818.0,23680.0,42132.0,1078.0,1071.0,40.1,56.3,11.2,32.6,210.3,4032130.0,40.6
Sardegna,2007,2.0,5.0,2818.0,2831.0,24100.0,1490648.0,7.0,25.0,,,,,,13600.0,20100.0,7389.0,,6567.0,6342.0,122.0,0.0,109.0,103.0,,0.0,,8449.0,50.0,429.0,24062.0,33703.0,7185.0,7179.0,42.0,56.5,11.0,32.4,68.5,1635648.0,30.3
Sicilia,2007,5.0,8.0,5685.0,5719.0,25833.0,2847575.0,6.4,20.0,,,,,,12400.0,18000.0,20218.0,,16310.0,15145.0,268.0,0.0,597.0,897.0,,800.0,644.0,17229.0,167.0,1378.0,41908.0,49283.0,7870.0,7723.0,40.1,56.4,11.5,32.1,195.8,4967981.0,50.5
Sud,2007,7.0,8.0,5634.0,5741.0,73800.0,8317731.0,,19.0,,,,,,12900.0,18500.0,,,,,,,,,,2545.0,1467.0,48991.0,1508.0,3940.0,46529.0,71233.0,16871.0,16931.0,39.8,54.2,12.0,33.9,,13926039.0,41.4
Toscana,2007,6.0,6.0,2791.0,2826.0,22988.0,5542937.0,7.8,26.0,,,,,,18900.0,29000.0,14927.0,,12907.0,11667.0,374.0,0.0,460.0,866.0,,930.0,424.0,13400.0,764.0,1433.0,14507.0,27374.0,5498.0,5513.0,45.1,49.3,14.7,36.0,158.8,3581920.0,14.5
Umbria,2007,,,,,8464.0,1556072.0,6.8,25.0,,,,,,17800.0,26300.0,3630.0,,2717.0,2518.0,13.0,0.0,38.0,186.0,,352.0,59.0,5094.0,180.0,368.0,,,,,44.8,40.0,15.0,45.1,104.4,856151.0,18.0
Valle d'Aosta/Vallée d'Aoste,2007,0.0,0.0,5.0,6.0,3261.0,562843.0,8.1,21.0,,,,,,19400.0,34800.0,439.0,,415.0,415.0,0.0,0.0,15.0,0.0,,,114.0,653.0,,81.0,,,,,43.2,52.2,11.4,36.4,38.6,124654.0,11.7
Veneto,2007,16.0,16.0,5976.0,5996.0,18407.0,5424989.0,8.9,25.0,,,,,,18700.0,30900.0,15256.0,,18042.0,15287.0,1108.0,0.0,906.0,1647.0,,779.0,485.0,10506.0,578.0,1183.0,5363.0,29668.0,247.0,251.0,42.4,47.0,12.2,40.8,270.7,4728911.0,16.3
Abruzzo,2008,1.0,2.0,199.0,197.0,10833.0,1433462.0,7.4,26.0,,,,,,15700.0,23500.0,5162.0,9581.0,4900.0,4140.0,217.0,0.0,124.0,543.0,,318.0,352.0,8646.0,123.0,511.0,104.0,1051.0,,,43.2,43.3,16.0,40.7,122.4,1297991.0,24.5
Basilicata,2008,,,,,10073.0,414571.0,7.7,22.0,,,,,,12900.0,19800.0,1876.0,3616.0,1837.0,1633.0,83.0,0.0,38.0,121.0,,217.0,29.0,5904.0,24.0,362.0,,,,,42.0,47.2,12.8,40.0,60.1,584871.0,39.4
Calabria,2008,1.0,1.0,992.0,992.0,15222.0,1297556.0,7.2,19.0,,,,,,12300.0,17100.0,7113.0,11428.0,6748.0,5768.0,445.0,0.0,137.0,535.0,,488.0,295.0,9464.0,279.0,851.0,15293.0,16234.0,4975.0,5142.0,40.7,50.9,13.7,35.4,133.7,1974058.0,44.4
Campania,2008,2.0,2.0,2776.0,2853.0,13670.0,2822194.0,6.3,27.0,,,,,,12700.0,18300.0,20884.0,31935.0,18033.0,16080.0,594.0,0.0,342.0,1359.0,,844.0,442.0,11039.0,605.0,1086.0,6086.0,9615.0,11314.0,11038.0,38.6,56.4,11.9,31.7,429.4,5750281.0,47.6
Centro (IT),2008,101.0,88.0,22835.0,22993.0,58085.0,12476031.0,,34.0,,,,,,18700.0,31000.0,,,,,,,,,,2659.0,1133.0,35833.0,2021.0,3435.0,17668.0,47548.0,9630.0,8881.0,43.8,40.8,17.2,42.1,,11345946.0,18.6
Emilia-Romagna,2008,17.0,10.0,2921.0,2908.0,22453.0,6689221.0,8.4,,,,,,,21700.0,33500.0,17244.0,29787.0,17892.0,14041.0,2334.0,0.0,606.0,1517.0,,1132.0,568.0,12482.0,683.0,1220.0,3888.0,26186.0,,,44.5,42.1,15.9,42.0,189.3,4222551.0,13.2
Friuli-Venezia Giulia,2008,0.0,0.0,395.0,384.0,7862.0,1126044.0,8.0,33.0,,,,,,19600.0,29500.0,4493.0,9213.0,4221.0,3865.0,118.0,0.0,51.0,238.0,,377.0,210.0,3383.0,298.0,466.0,5922.0,37683.0,,,45.3,42.2,13.5,44.3,161.2,1214346.0,17.7
Isole,2008,7.0,12.0,8588.0,8615.0,49933.0,4157531.0,,24.0,,,,,,12900.0,18800.0,,,,,,,,,,800.0,654.0,25368.0,219.0,1807.0,63536.0,83377.0,15083.0,14794.0,41.0,55.7,11.7,32.5,,6621292.0,44.9
Italy,2008,444.0,423.0,66270.0,66316.0,302073.0,53749360.0,7.8,31.0,,,,,,17600.0,27600.0,222761.0,380838.0,223015.0,187332.0,11143.0,0.0,6585.0,24540.0,20.0,11716.0,6629.0,177076.0,7296.0,16472.0,163518.0,350011.0,43666.0,42556.0,42.7,46.7,14.3,38.9,,58652876.0,25.5
Lazio,2008,90.0,82.0,19704.0,19855.0,17232.0,3772166.0,8.8,38.0,,,,,,19000.0,34200.0,25099.0,38121.0,26627.0,20612.0,1770.0,0.0,319.0,4245.0,,1139.0,470.0,10868.0,888.0,1250.0,3073.0,11732.0,1693.0,1714.0,42.7,35.8,19.5,44.7,317.9,5342587.0,21.7
Liguria,2008,1.0,1.0,609.0,581.0,5416.0,2383253.0,8.6,30.0,,,,,,20500.0,31100.0,6598.0,13707.0,5998.0,5277.0,0.0,0.0,218.0,721.0,,484.0,375.0,4857.0,326.0,500.0,21438.0,58415.0,1284.0,1312.0,48.0,37.2,17.6,45.2,295.6,1573333.0,19.8
Lombardia,2008,296.0,288.0,17548.0,17391.0,23864.0,5773552.0,7.8,36.0,,,,,,21700.0,36300.0,33932.0,55997.0,38149.0,30558.0,1252.0,0.0,1037.0,6339.0,,1365.0,587.0,15197.0,748.0,1643.0,,,,,42.9,43.5,15.2,41.3,417.0,9469841.0,14.7
Marche,2008,4.0,3.0,201.0,203.0,9401.0,1738371.0,7.8,,,,,,,17600.0,26800.0,5258.0,8959.0,5762.0,4862.0,549.0,0.0,155.0,351.0,,240.0,168.0,6370.0,191.0,386.0,4113.0,6890.0,713.0,734.0,43.9,44.2,13.8,42.0,163.2,1521242.0,16.5
Molise,2008,,,,,4461.0,180662.0,8.0,18.0,,,,,,14400.0,21300.0,1162.0,2564.0,1492.0,1200.0,39.0,0.0,29.0,253.0,,66.0,36.0,3278.0,23.0,270.0,,,,,43.5,46.9,15.1,38.1,72.6,317655.0,30.4
Nord-Est,2008,33.0,24.0,9278.0,9246.0,62327.0,17423972.0,,34.0,,,,,,20200.0,32100.0,,,,,,,,,,2584.0,1482.0,31353.0,1778.0,3231.0,15538.0,91191.0,247.0,240.0,43.5,43.4,14.1,42.4,,11219364.0,14.3
Nord-Ovest,2008,298.0,290.0,19860.0,19667.0,57928.0,11044337.0,,34.0,,,,,,21200.0,33900.0,,,,,,,,,,3143.0,1893.0,34443.0,1802.0,4097.0,21438.0,58415.0,1284.0,1312.0,43.9,43.6,15.0,41.4,,15500793.0,15.8
Piemonte,2008,1.0,1.0,1702.0,1695.0,25387.0,2315194.0,10.2,29.0,,,,,,20200.0,29600.0,14742.0,26609.0,17019.0,13077.0,1116.0,0.0,1043.0,2826.0,,1294.0,817.0,13736.0,728.0,1873.0,,,,,45.0,45.8,13.7,40.5,174.7,4332069.0,17.0
Provincia Autonoma di Bolzano/Bozen,2008,0.0,0.0,32.0,32.0,7398.0,2108911.0,7.7,32.0,,,,,,21800.0,37700.0,1475.0,4689.0,2106.0,1796.0,151.0,0.0,64.0,159.0,,295.0,211.0,5163.0,199.0,362.0,,,,,40.1,45.6,10.8,43.5,66.8,490035.0,11.8
Provincia Autonoma di Trento,2008,,,,,6207.0,1907607.0,10.3,35.0,,,,,,20500.0,34100.0,1638.0,4029.0,2230.0,1639.0,236.0,0.0,48.0,355.0,,,,,,,,,,,42.3,37.0,14.8,48.2,83.4,509109.0,8.3
Puglia,2008,2.0,3.0,1742.0,1751.0,19541.0,2499045.0,6.8,24.0,,,,,,12700.0,17400.0,13953.0,26427.0,14539.0,12885.0,540.0,0.0,269.0,1114.0,,597.0,313.0,11748.0,422.0,822.0,23156.0,42270.0,962.0,971.0,40.5,56.1,11.9,32.0,210.6,4040624.0,38.2
Sardegna,2008,2.0,5.0,3016.0,3022.0,24100.0,1564265.0,7.0,27.0,,,,,,13800.0,20600.0,7422.0,11698.0,6534.0,6264.0,92.0,0.0,108.0,178.0,,0.0,,8452.0,50.0,429.0,25550.0,36477.0,6681.0,6540.0,42.6,55.6,11.2,33.2,68.7,1639766.0,35.0
Sicilia,2008,5.0,8.0,5572.0,5594.0,25833.0,2593266.0,6.5,22.0,,,,,,12600.0,18200.0,20307.0,28857.0,15602.0,14465.0,205.0,0.0,566.0,932.0,,800.0,654.0,16916.0,169.0,1378.0,37986.0,46901.0,8403.0,8254.0,40.5,55.8,11.9,32.3,196.2,4981526.0,48.2
Sud,2008,6.0,7.0,5709.0,5794.0,73800.0,8647490.0,,25.0,,,,,,13000.0,18500.0,,,,,,,,,,2530.0,1467.0,50079.0,1476.0,3902.0,44640.0,69169.0,17250.0,17151.0,40.2,53.7,12.6,33.6,,13965480.0,41.6
Toscana,2008,7.0,3.0,2931.0,2936.0,22988.0,5418491.0,7.8,30.0,,,,,,19100.0,29000.0,14993.0,25099.0,12609.0,11335.0,377.0,0.0,473.0,897.0,,928.0,436.0,13463.0,762.0,1432.0,10482.0,28926.0,7225.0,6433.0,45.2,47.4,15.5,37.1,160.1,3615187.0,15.2
Umbria,2008,,,,,8464.0,1547003.0,7.0,30.0,,,,,,18000.0,26300.0,3646.0,5560.0,2648.0,2440.0,12.0,0.0,38.0,196.0,,352.0,59.0,5132.0,180.0,367.0,,,,,44.8,38.9,15.2,45.9,105.6,866930.0,17.8
Valle d'Aosta/Vallée d'Aoste,2008,,,,,3261.0,572338.0,8.0,25.0,,,,,,19900.0,35600.0,441.0,869.0,400.0,400.0,0.0,0.0,15.0,0.0,,,114.0,653.0,,81.0,,,,,43.5,51.9,11.8,36.2,38.9,125550.0,11.2
Veneto,2008,16.0,14.0,5931.0,5922.0,18407.0,5592190.0,9.0,32.0,,,,,,18800.0,30600.0,15323.0,32093.0,17669.0,14995.0,1013.0,0.0,905.0,1661.0,,780.0,493.0,10325.0,598.0,1183.0,5727.0,27322.0,247.0,240.0,42.7,45.4,13.0,41.7,273.5,4783323.0,15.2
Abruzzo,2009,1.0,1.0,204.0,204.0,10833.0,1191311.0,7.7,37.0,,,,,,15300.0,22500.0,5191.0,9895.0,4647.0,3848.0,232.0,0.0,120.0,567.0,,319.0,352.0,8413.0,123.0,512.0,56.0,952.0,,,43.5,43.2,16.1,40.7,122.9,1306029.0,27.2
Basilicata,2009,,,,,10073.0,419912.0,7.6,26.0,,,,,,12500.0,18800.0,1886.0,3904.0,1828.0,1590.0,105.0,0.0,31.0,133.0,,217.0,29.0,5892.0,24.0,362.0,,,,,42.4,46.3,12.4,41.3,59.9,583556.0,41.7
Calabria,2009,1.0,1.0,1032.0,1042.0,15222.0,1308506.0,7.4,26.0,,,,,,12200.0,16800.0,7152.0,11844.0,6457.0,5523.0,408.0,0.0,134.0,526.0,,488.0,295.0,11256.0,279.0,851.0,16867.0,17527.0,6081.0,4965.0,41.1,49.1,14.0,36.9,133.4,1970780.0,42.9
Campania,2009,1.0,2.0,2628.0,2661.0,13670.0,2800037.0,6.4,37.0,,,,,,12400.0,17700.0,21000.0,32127.0,17547.0,15637.0,569.0,0.0,344.0,1341.0,,866.0,442.0,11039.0,627.0,1108.0,5699.0,9632.0,11213.0,10865.0,39.1,54.7,12.6,32.7,429.7,5750382.0,44.0
Centro (IT),2009,86.0,80.0,22111.0,22275.0,58085.0,12298071.0,,44.0,,,,,,18200.0,30000.0,,,,,,,,,,2680.0,1133.0,34282.0,2043.0,3452.0,17898.0,37822.0,9072.0,8310.0,44.0,39.5,17.0,43.5,,11454789.0,18.5
Emilia-Romagna,2009,16.0,12.0,2956.0,2958.0,22453.0,6714907.0,8.3,,,,,,,20600.0,31400.0,17340.0,30242.0,17722.0,13989.0,2297.0,0.0,534.0,1436.0,,1196.0,568.0,13430.0,752.0,1284.0,4170.0,19677.0,,,44.6,40.8,16.4,42.8,191.2,4277139.0,14.3
Friuli-Venezia Giulia,2009,0.0,0.0,348.0,344.0,7862.0,1110464.0,8.1,43.0,,,,,,18900.0,27800.0,4518.0,9296.0,4357.0,3996.0,114.0,0.0,46.0,247.0,,377.0,210.0,3368.0,298.0,466.0,5505.0,41704.0,,,45.5,42.0,13.1,45.0,161.7,1221392.0,16.7
Isole,2009,7.0,11.0,9026.0,9050.0,49933.0,4136982.0,,34.0,,,,,,12800.0,18300.0,,,,,,,,,,800.0,654.0,25057.0,228.0,1807.0,52872.0,69717.0,14600.0,14777.0,41.4,54.4,12.3,33.2,,6633171.0,43.8
Italy,2009,390.0,361.0,64741.0,64886.0,302073.0,54375080.0,7.8,39.0,,,,,,17000.0,26500.0,223997.0,389930.0,218264.0,182285.0,10986.0,0.0,6382.0,24993.0,21.0,11874.0,6661.0,173891.0,7482.0,16626.0,149588.0,308847.0,44383.0,41748.0,43.0,45.8,14.5,39.7,,59000584.0,24.9
Lazio,2009,80.0,76.0,19008.0,19165.0,17232.0,3613474.0,8.8,45.0,,,,,,18600.0,33300.0,25238.0,39909.0,24072.0,18390.0,1470.0,0.0,310.0,4212.0,,1139.0,470.0,11007.0,888.0,1250.0,2774.0,9851.0,1636.0,1645.0,43.0,34.9,19.1,46.0,320.9,5401837.0,21.9
Liguria,2009,1.0,1.0,564.0,555.0,5416.0,2403032.0,8.6,39.0,,,,,,19700.0,29600.0,6634.0,13923.0,6080.0,5237.0,47.0,0.0,213.0,796.0,,484.0,375.0,3971.0,326.0,500.0,22867.0,50681.0,1769.0,1743.0,48.1,35.8,18.6,45.7,295.8,1577301.0,15.8
Lombardia,2009,258.0,238.0,16533.0,16451.0,23864.0,6159026.0,7.9,43.0,,,,,,20800.0,34400.0,34121.0,57142.0,38447.0,30657.0,1320.0,0.0,1045.0,6470.0,,1393.0,587.0,11516.0,790.0,1671.0,,,,,43.2,43.1,15.5,41.4,419.9,9545515.0,15.3
Marche,2009,3.0,3.0,208.0,212.0,9401.0,1711412.0,7.8,,,,,,,17000.0,25900.0,5287.0,9269.0,5733.0,4817.0,562.0,0.0,155.0,354.0,,239.0,168.0,5365.0,195.0,385.0,3895.0,6318.0,722.0,739.0,44.1,42.7,15.3,42.0,164.2,1536302.0,16.3
Molise,2009,,,,,4461.0,172485.0,8.0,26.0,,,,,,14000.0,20900.0,1168.0,2750.0,1451.0,1159.0,39.0,0.0,29.0,253.0,,66.0,36.0,2908.0,23.0,270.0,,,,,43.9,46.4,14.6,39.1,72.3,316955.0,33.7
Nord-Est,2009,33.0,25.0,9068.0,9062.0,62327.0,17550620.0,,40.0,,,,,,19400.0,30500.0,,,,,,,,,,2649.0,1514.0,32124.0,1851.0,3296.0,14886.0,86739.0,698.0,142.0,43.7,42.4,14.4,43.3,,11335590.0,14.4
Nord-Ovest,2009,260.0,239.0,18701.0,18610.0,57928.0,11929821.0,,41.0,,,,,,20200.0,32000.0,,,,,,,,,,3193.0,1893.0,30111.0,1862.0,4147.0,22867.0,50681.0,1769.0,1743.0,44.2,43.0,15.2,41.8,,15605507.0,15.7
Piemonte,2009,1.0,1.0,1604.0,1604.0,25387.0,2733823.0,9.3,38.0,,,,,,19100.0,27500.0,14824.0,27776.0,17264.0,12960.0,1232.0,0.0,947.0,3072.0,,1316.0,817.0,13971.0,746.0,1895.0,,,,,45.2,44.9,13.7,41.4,175.3,4356322.0,16.8
Provincia Autonoma di Bolzano/Bozen,2009,0.0,0.0,25.0,26.0,7398.0,2183802.0,8.0,39.0,,,,,,21600.0,37100.0,1484.0,4922.0,2064.0,1752.0,154.0,0.0,62.0,158.0,,295.0,211.0,5145.0,199.0,362.0,,,,,40.5,45.6,11.4,43.0,67.4,494559.0,11.9
Provincia Autonoma di Trento,2009,,,,,6207.0,1977723.0,10.3,44.0,,,,,,20000.0,33200.0,1647.0,4084.0,2203.0,1632.0,216.0,0.0,48.0,355.0,,,,,,,,,,,42.6,35.1,15.3,49.6,84.2,514881.0,10.1
Puglia,2009,1.0,2.0,1971.0,1983.0,19541.0,2567335.0,6.9,29.0,,,,,,12300.0,16900.0,14030.0,26461.0,14325.0,12653.0,523.0,0.0,269.0,1149.0,,596.0,313.0,12809.0,422.0,821.0,16084.0,35435.0,950.0,946.0,41.0,57.0,11.2,31.9,210.8,4043827.0,36.4
Sardegna,2009,2.0,4.0,3210.0,3227.0,24100.0,1564217.0,7.2,36.0,,,,,,13700.0,20100.0,7463.0,11915.0,6516.0,6237.0,114.0,0.0,114.0,165.0,,,,8174.0,50.0,429.0,22752.0,29018.0,6919.0,6646.0,43.1,55.4,11.8,32.7,68.7,1642583.0,30.5
Sicilia,2009,5.0,7.0,5816.0,5823.0,25833.0,2572765.0,6.6,34.0,,,,,,12500.0,17700.0,20420.0,29524.0,14740.0,13619.0,200.0,0.0,551.0,921.0,,800.0,654.0,16883.0,178.0,1378.0,30120.0,40698.0,7682.0,8131.0,40.9,54.1,12.5,33.4,196.5,4990588.0,48.2
