date,ABR_activeInfectives,ABR_deaths,ABR_deathsTotal,ABR_infectives,ABR_infectivesTotal,ABR_recovered,ABR_recoveredTotal,ABR_removed,ABR_removedTotal,ABR_tested,ABR_testedTotal,BAS_activeInfectives,BAS_deaths,BAS_deathsTotal,BAS_infectives,BAS_infectivesTotal,BAS_recovered,BAS_recoveredTotal,BAS_removed,BAS_removedTotal,BAS_tested,BAS_testedTotal,BZ_activeInfectives,BZ_deaths,BZ_deathsTotal,BZ_infectives,BZ_infectivesTotal,BZ_recovered,BZ_recoveredTotal,BZ_removed,BZ_removedTotal,BZ_tested,BZ_testedTotal,CAL_activeInfectives,CAL_deaths,CAL_deathsTotal,CAL_infectives,CAL_infectivesTotal,CAL_recovered,CAL_recoveredTotal,CAL_removed,CAL_removedTotal,CAL_tested,CAL_testedTotal,EMR_activeInfectives,EMR_deaths,EMR_deathsTotal,EMR_infectives,EMR_infectivesTotal,EMR_recovered,EMR_recoveredTotal,EMR_removed,EMR_removedTotal,EMR_tested,EMR_testedTotal,FVG_activeInfectives,FVG_deaths,FVG_deathsTotal,FVG_infectives,FVG_infectivesTotal,FVG_recovered,FVG_recoveredTotal,FVG_removed,FVG_removedTotal,FVG_tested,FVG_testedTotal,LAZ_activeInfectives,LAZ_deaths,LAZ_deathsTotal,LAZ_infectives,LAZ_infectivesTotal,LAZ_recovered,LAZ_recoveredTotal,LAZ_removed,LAZ_removedTotal,LAZ_tested,LAZ_testedTotal,LIG_activeInfectives,LIG_deaths,LIG_deathsTotal,LIG_infectives,LIG_infectivesTotal,LIG_recovered,LIG_recoveredTotal,LIG_removed,LIG_removedTotal,LIG_tested,LIG_testedTotal,LOM_activeInfectives,LOM_deaths,LOM_deathsTotal,LOM_infectives,LOM_infectivesTotal,LOM_recovered,LOM_recoveredTotal,LOM_removed,LOM_removedTotal,LOM_tested,LOM_testedTotal,MAR_activeInfectives,MAR_deaths,MAR_deathsTotal,MAR_infectives,MAR_infectivesTotal,MAR_recovered,MAR_recoveredTotal,MAR_removed,MAR_removedTotal,MAR_tested,MAR_testedTotal,MOL_activeInfectives,MOL_deaths,MOL_deathsTotal,MOL_infectives,MOL_infectivesTotal,MOL_recovered,MOL_recoveredTotal,MOL_removed,MOL_removedTotal,MOL_tested,MOL_testedTotal,PIE_activeInfectives,PIE_deaths,PIE_deathsTotal,PIE_infectives,PIE_infectivesTotal,PIE_recovered,PIE_recoveredTotal,PIE_removed,PIE_removedTotal,PIE_tested,PIE_testedTotal,PUG_activeInfectives,PUG_deaths,PUG_deathsTotal,PUG_infectives,PUG_infectivesTotal,PUG_recovered,PUG_recoveredTotal,PUG_removed,PUG_removedTotal,PUG_tested,PUG_testedTotal,SAR_activeInfectives,SAR_deaths,SAR_deathsTotal,SAR_infectives,SAR_infectivesTotal,SAR_recovered,SAR_recoveredTotal,SAR_removed,SAR_removedTotal,SAR_tested,SAR_testedTotal,TOS_activeInfectives,TOS_deaths,TOS_deathsTotal,TOS_infectives,TOS_infectivesTotal,TOS_recovered,TOS_recoveredTotal,TOS_removed,TOS_removedTotal,TOS_tested,TOS_testedTotal,UMB_activeInfectives,UMB_deaths,UMB_deathsTotal,UMB_infectives,UMB_infectivesTotal,UMB_recovered,UMB_recoveredTotal,UMB_removed,UMB_removedTotal,UMB_tested,UMB_testedTotal,VDA_activeInfectives,VDA_deaths,VDA_deathsTotal,VDA_infectives,VDA_infectivesTotal,VDA_recovered,VDA_recoveredTotal,VDA_removed,VDA_removedTotal,VDA_tested,VDA_testedTotal,VEN_activeInfectives,VEN_deaths,VEN_deathsTotal,VEN_infectives,VEN_infectivesTotal,VEN_recovered,VEN_recoveredTotal,VEN_removed,VEN_removedTotal,VEN_tested,VEN_testedTotal
2020-05-18,1429,3,388,7,3193,13,1392,16,1780,680,57897,104,0,27,0,392,11,272,11,299,414,22581,314,1,291,1,2582,7,1984,8,2275,433,54861,422,0,95,0,1151,21,655,21,750,863,56167,5665,13,3986,35,27267,153,17756,166,21742,2782,263888,661,1,320,7,3198,39,2257,40,2577,818,104874,3947,6,628,39,7485,117,3031,123,3659,3306,209472,2487,12,1367,32,9191,137,5485,149,6852,1331,81485,27371,24,15543,175,85019,508,42403,532,57946,5078,581437,2576,0,984,8,6678,261,3379,261,4363,429,89085,227,0,22,11,422,10,183,10,205,429,11514,10308,20,3632,72,29619,417,16113,437,19745,4108,253479,2024,1,471,7,4386,28,1920,29,2391,866,91901,405,1,126,0,1353,24,847,25,973,1138,43387,2813,5,989,13,9961,237,6399,242,7388,1179,205201,78,0,73,0,1424,1,1274,1,1347,323,56279,69,0,143,1,1174,9,971,9,1114,158,12327,4008,9,1803,9,18950,37,13143,46,14946,6433,513021
2020-05-19,1417,1,389,4,3197,27,1419,28,1808,1048,58945,94,0,27,1,393,10,282,10,309,766,23347,311,0,291,5,2587,4,1988,4,2279,665,55526,403,0,95,2,1153,21,676,21,771,1143,57310,5546,11,3997,47,27314,231,17987,242,21984,4312,268200,626,0,320,5,3203,26,2283,26,2603,782,105656,3844,12,640,20,7505,48,3079,60,3719,4405,213877,2404,9,1376,66,9257,132,5617,141,6993,2108,83593,27301,54,15597,462,85481,190,42593,244,58190,14918,596355,2312,2,986,0,6675,182,3561,184,4547,900,89985,217,0,22,0,422,5,188,5,210,78,11592,9979,47,3679,108,29727,300,16413,347,20092,5010,258489,2005,2,473,10,4396,62,1982,64,2455,1933,93834,381,0,126,1,1354,40,887,40,1013,1026,44413,2578,3,992,7,9968,254,6653,257,7645,3960,209161,80,1,74,3,1427,13,1287,14,1361,1543,57822,61,0,143,1,1175,12,983,12,1126,336,12663,4009,17,1820,47,18997,280,13423,297,15243,10779,523800
2020-05-20,1397,0,389,8,3205,80,1499,80,1888,2178,61123,84,0,27,0,393,11,293,11,320,639,23986,307,0,291,0,2587,36,2024,36,2315,784,56310,385,1,96,3,1156,31,707,32,803,1158,58468,5354,11,4008,50,27364,271,18258,282,22266,6162,274362,606,2,322,6,3209,8,2291,10,2613,3015,108671,3812,7,647,28,7533,21,3100,28,3747,3972,217849,2295,10,1386,32,9289,108,5725,118,7111,1547,85140,27351,65,15662,294,85775,849,43442,914,59104,11508,607863,2130,0,987,2,6677,155,3716,156,4703,108,90093,212,0,22,0,422,14,202,14,224,566,12158,9790,39,3718,158,29885,603,17016,642,20734,6135,264624,1952,5,478,11,4407,45,2027,50,2505,2061,95895,342,0,126,0,1355,11,898,11,1024,1159,45572,2335,6,998,14,9982,214,6867,220,7865,5138,214299,66,0,74,0,1427,0,1287,0,1361,1398,59220,49,0,143,0,1175,3,986,3,1129,257,12920,3745,12,1832,33,19030,243,13666,255,15498,12998,536798
2020-05-21,1324,2,391,7,3212,50,1549,52,1940,1038,62161,74,0,27,1,394,14,307,14,334,551,24537,271,0,291,0,2587,22,2046,22,2337,794,57104,353,0,96,0,1156,27,734,27,830,1256,59724,5125,17,4025,53,27417,208,18466,225,22491,4555,278917,602,1,323,6,3215,23,2314,24,2637,2870,111541,3809,15,662,25,7558,159,3259,174,3921,4222,222071,2232,11,1397,55,9344,147,5872,158,7269,1871,87011,26753,65,15727,316,86091,207,43649,272,59376,14702,622565,1986,0,990,12,6689,151,3867,154,4857,1792,91885,199,0,22,1,423,5,207,5,229,95,12253,9253,24,3742,105,29990,522,17538,546,21280,6662,271286,1908,0,478,6,4413,69,2096,69,2574,1694,97589,332,1,127,0,1356,13,911,14,1038,1223,46795,2133,6,1004,18,10000,252,7119,258,8123,4316,218615,68,0,74,2,1429,7,1294,7,1368,1251,60471,47,0,143,1,1176,4,990,4,1133,341,13261,3498,9,1841,8,19038,245,13911,254,15752,11775,548573
2020-05-22,1280,3,394,8,3220,98,1647,101,2041,1795,63956,60,0,27,0,394,11,318,11,345,508,25045,252,0,291,3,2590,29,2075,29,2366,1084,58188,327,0,96,1,1157,25,759,25,855,1123,60847,4953,12,4037,53,27470,237,18703,249,22740,3940,282857,590,2,325,12,3227,103,2417,105,2742,2521,114062,3666,7,669,31,7589,26,3285,33,3954,5019,227090,2119,10,1407,45,9389,202,6074,212,7481,2518,89529,26774,57,15784,293,86384,1018,44667,1075,60451,19028,641593,1840,0,990,8,6697,72,3939,72,4929,1664,93549,197,0,22,3,426,13,220,13,242,363,12616,8794,15,3757,87,30077,330,17868,345,21625,5347,276633,1866,4,482,27,4440,24,2120,28,2602,2113,99702,318,1,128,0,1356,11,922,12,1050,1394,48189,1910,5,1009,35,10035,121,7240,126,8249,3890,222505,61,0,74,0,1429,2,1296,2,1370,1225,61696,44,0,143,1,1177,1,991,1,1134,270,13531,3265,13,1854,21,19059,271,14182,284,16036,11360,559933
2020-05-23,1180,0,394,1,3221,12,1659,12,2053,1334,65290,53,0,27,4,398,12,330,12,357,466,25511,223,0,291,0,2590,10,2085,10,2376,1483,59671,302,0,96,0,1157,14,773,14,869,1045,61892,4747,10,4047,43,27513,193,18896,203,22943,4525,287382,491,2,327,6,3233,30,2447,32,2774,2627,116689,3651,7,676,18,7607,65,3350,72,4026,3653,230743,1945,7,1414,38,9427,205,6279,212,7693,2206,91735,26140,56,15840,441,86825,688,45355,744,61195,17191,658784,1772,0,993,4,6701,56,3995,59,4988,1108,94657,189,0,22,5,431,0,220,0,242,401,13017,8509,14,3771,60,30137,473,18341,487,22112,5264,281897,1846,4,486,8,4448,37,2157,41,2643,2036,101738,306,1,129,0,1356,18,940,19,1069,1486,49675,1796,2,1011,12,10047,30,7270,32,8281,3541,226046,60,0,74,1,1430,4,1300,4,1374,1313,63009,43,0,143,0,1177,8,999,8,1142,297,13828,2991,11,1865,10,19069,181,14363,192,16228,12901,572834
2020-05-24,1173,4,398,5,3226,77,1736,81,2134,1196,66486,42,0,27,1,399,3,333,3,360,600,26111,216,0,291,3,2593,22,2107,22,2398,902,60573,288,0,96,0,1157,13,786,13,882,1060,62952,4589,8,4055,45,27558,150,19046,158,23101,4494,291876,462,2,329,3,3236,48,2495,50,2824,2163,118852,3599,8,684,20,7627,24,3374,32,4058,2755,233498,1786,5,1419,53,9480,158,6437,163,7856,1438,93173,25681,0,15840,285,87110,301,45656,301,61496,11457,670241,1726,0,994,13,6714,33,4028,34,5022,1058,95715,190,0,22,1,432,7,227,7,249,209,13226,8065,12,3783,43,30180,353,18694,365,22477,3263,285160,1815,1,487,10,4458,21,2178,22,2665,1832,103570,287,0,129,0,1356,42,982,42,1111,1121,50796,1779,2,1013,15,10062,79,7349,81,8362,3089,229135,56,1,75,0,1430,2,1302,3,1377,708,63717,36,0,143,1,1178,4,1003,4,1146,251,14079,2816,4,1869,17,19086,194,14557,198,16426,9875,582709
2020-05-25,1093,2,400,1,3227,45,1781,47,2181,982,67468,39,0,27,0,399,3,336,3,363,523,26634,194,0,291,0,2593,11,2118,11,2409,502,61075,275,0,96,0,1157,11,797,11,893,556,63508,4460,13,4068,29,27587,114,19160,127,23228,2305,294181,416,0,329,4,3240,30,2525,30,2854,1271,120123,3583,4,688,16,7643,27,3401,31,4089,2342,235840,1640,6,1425,17,9497,79,6516,85,7941,1299,94472,25528,34,15874,148,87258,513,46169,547,62043,5641,675882,1694,0,995,2,6716,31,4059,32,5054,555,96270,183,0,22,0,432,6,233,6,255,89,13315,7748,15,3798,48,30228,240,18934,255,22732,2858,288018,1802,4,491,9,4467,120,2298,124,2789,1100,104670,243,0,129,0,1354,12,994,12,1123,277,51073,1703,2,1015,5,10067,67,7416,69,8431,1138,230273,53,0,75,0,1430,7,1309,7,1384,199,63916,33,0,143,1,1179,0,1003,0,1146,96,14175,2629,9,1878,11,19097,84,14641,93,16519,7470,590179
2020-05-26,1049,0,400,3,3230,140,1921,140,2321,1265,68733,36,0,27,0,399,0,336,0,363,563,27197,183,0,291,0,2593,5,2123,5,2414,389,61464,264,0,96,0,1157,26,823,26,919,1006,64514,4357,8,4076,24,27611,229,19389,237,23465,3673,297854,397,0,329,11,3251,22,2547,22,2876,1289,121412,3570,5,693,18,7661,29,3430,34,4123,3127,238967,1608,6,1431,53,9550,165,6681,171,8112,2206,96678,25140,22,15896,159,87417,875,47044,897,62940,9176,685058,1664,0,996,2,6718,88,4147,89,5143,1015,97285,177,0,22,0,432,3,236,3,258,137,13452,7579,14,3812,86,30314,627,19561,641,23373,5455,293473,1680,3,494,2,4469,138,2436,141,2930,2203,106873,231,1,130,0,1354,6,1000,7,1130,895,51968,1637,6,1021,3,10070,111,7527,117,8548,4523,234796,47,0,75,1,1431,5,1314,5,1389,1097,65013,35,0,143,2,1181,4,1007,4,1150,87,14262,2544,8,1886,8,19105,147,14788,155,16674,12073,602252
2020-05-27,914,0,400,5,3235,48,1969,48,2369,1740,70473,36,0,27,0,399,0,336,0,363,537,27734,178,0,291,0,2593,8,2131,8,2422,783,62247,239,0,96,1,1158,49,872,49,968,1117,65631,4136,7,4083,16,27627,157,19546,164,23629,3714,301568,379,2,331,4,3255,21,2568,23,2899,1651,123063,3547,8,701,11,7672,53,3483,61,4184,3320,242287,1476,7,1438,39,9589,201,6882,208,8320,2157,98835,24627,58,15954,384,87801,766,47810,824,63764,12503,697561,1575,0,996,0,6718,125,4272,125,5268,1250,98535,176,0,22,2,434,10,246,10,268,177,13629,7011,16,3828,73,30387,534,20095,550,23923,5098,298571,1549,1,495,10,4479,35,2471,36,2966,2626,109499,225,0,130,1,1355,10,1010,10,1140,1326,53294,1532,6,1027,12,10082,68,7595,74,8622,3871,238667,42,0,75,0,1431,9,1324,9,1399,1206,66219,31,0,143,0,1181,4,1011,4,1154,197,14459,2397,9,1895,8,19113,143,14931,152,16826,14439,616691
2020-05-28,868,2,402,2,3237,42,2011,44,2413,1315,71788,36,0,27,0,399,2,338,2,365,608,28342,172,0,291,2,2595,16,2147,16,2438,1042,63289,190,0,96,0,1158,20,892,20,988,1325,66956,4046,11,4094,74,27701,311,19857,322,23951,9128,310696,363,2,333,7,3262,25,2593,27,2926,2952,126015,3507,7,708,21,7693,97,3580,104,4288,3706,245993,1284,7,1445,16,9605,133,7015,140,8460,1790,100625,24185,20,15974,382,88183,1486,49296,1506,65270,15507,713068,1451,0,997,1,6719,104,4376,103,5373,1575,100110,167,0,22,1,435,4,250,4,272,218,13847,6519,10,3838,58,30445,440,20535,450,24373,5787,304358,1515,1,496,2,4481,119,2590,120,3086,2447,111946,215,0,130,0,1355,15,1025,15,1155,1293,54587,1462,2,1029,4,10086,82,7677,84,8706,4020,242687,32,0,75,0,1431,0,1323,0,1398,1239,67458,28,0,143,1,1182,5,1016,5,1159,194,14653,2257,3,1898,12,19125,271,15202,274,17100,15433,632124
2020-05-29,824,2,404,0,3237,52,2063,54,2467,1513,73301,34,0,27,0,399,1,339,1,366,567,28909,156,0,291,0,2595,3,2150,3,2441,816,64105,170,1,97,0,1158,10,902,11,999,1175,68131,3762,8,4102,38,27739,216,20073,224,24175,6213,316909,341,0,333,5,3267,18,2611,18,2944,4823,130838,3419,13,721,16,7709,245,3825,258,4546,3274,249267,1158,7,1452,14,9619,158,7173,165,8625,1548,102173,23033,38,16012,354,88537,546,49842,584,65854,14078,727146,1350,0,986,4,6723,9,4385,0,5371,1279,101389,164,0,22,1,436,2,252,2,274,262,14109,6125,13,3851,56,30501,457,20992,470,24843,5139,309497,1396,4,500,1,4482,109,2699,113,3199,2642,114588,201,0,130,1,1356,11,1036,11,1166,1244,55831,1380,2,1031,2,10088,125,7802,127,8833,3365,246052,33,1,76,0,1431,1,1324,2,1400,1315,68773,23,0,143,0,1182,4,1020,4,1163,106,14759,1992,8,1906,9,19134,177,15379,185,17285,12925,645049
2020-05-30,770,0,404,0,3237,0,2063,0,2467,0,73301,33,0,27,0,399,2,341,2,368,512,29421,154,0,291,1,2596,18,2168,18,2459,1300,65405,159,0,97,0,1158,8,910,8,1007,1203,69334,3558,5,4107,20,27759,300,20373,305,24480,4464,321373,327,0,333,4,3271,22,2633,22,2966,1138,131976,3167,7,728,6,7715,107,3932,114,4660,4121,253388,1025,7,1459,32,9651,238,7411,245,8870,2719,104892,22670,67,16079,221,88758,1028,50870,1095,66949,14301,741447,1356,1,987,4,6727,8,4393,9,5380,1095,102484,162,0,22,0,436,6,258,6,280,262,14371,5737,7,3858,82,30583,443,21435,450,25293,6331,315828,1291,0,500,8,4490,69,2768,69,3268,2177,116765,190,0,130,0,1356,4,1040,4,1170,749,56580,1265,6,1037,12,10100,95,7897,101,8934,3389,249441,31,0,76,0,1431,0,1324,0,1400,1250,70023,20,0,143,1,1183,3,1023,3,1166,213,14972,1819,10,1916,12,19146,239,15618,249,17534,15102,660151
2020-05-31,777,1,405,7,3244,1,2064,2,2469,2351,75652,31,0,27,0,399,2,343,2,370,459,29880,137,0,291,1,2597,11,2179,11,2470,842,66247,151,0,97,0,1158,7,917,7,1014,940,70274,3284,7,4114,31,27790,140,20513,147,24627,4109,325482,307,0,333,2,3273,29,2662,29,2995,2402,134378,3066,7,735,13,7728,78,4010,85,4745,2086,255474,792,6,1465,12,9663,118,7529,124,8994,1471,106363,21785,33,16112,210,88968,990,51860,1023,67972,12427,753874,1350,0,987,3,6730,12,4405,12,5392,1150,103634,156,0,22,0,436,11,269,11,291,260,14631,5341,9,3867,54,30637,174,21609,183,25476,3305,319133,1226,4,504,4,4494,45,2813,49,3317,1887,118652,186,0,130,0,1356,1,1041,1,1171,716,57296,1168,4,1041,4,10104,55,7952,59,8993,2649,252090,31,0,76,0,1431,0,1324,0,1400,530,70553,18,0,143,1,1184,3,1026,3,1169,231,15203,1576,2,1918,6,19152,116,15734,118,17652,9617,669768
2020-06-01,776,3,408,1,3245,29,2093,32,2501,1272,76924,29,0,27,0,399,1,344,1,371,76,29956,127,0,291,1,2598,5,2184,5,2475,874,67121,144,0,97,0,1158,9,926,9,1023,618,70892,3156,10,4124,19,27809,104,20617,114,24741,3876,329358,279,2,335,1,3274,11,2673,13,3008,1053,135431,2991,4,739,10,7738,95,4105,99,4844,2089,257563,724,2,1467,56,9719,112,7641,114,9108,1424,107787,20812,19,16131,50,89018,166,52026,185,68157,3572,757446,1338,0,987,0,6730,11,4416,11,5403,360,103994,145,0,22,0,436,10,279,10,301,188,14819,5179,9,3876,21,30658,111,21720,120,25596,2343,321476,1181,2,506,4,4498,24,2837,26,3343,998,119650,186,1,131,1,1357,24,1065,25,1196,391,57687,1112,7,1048,3,10107,25,7977,32,9025,1755,253845,31,0,76,0,1431,0,1324,0,1400,188,70741,18,0,143,3,1187,1,1027,1,1170,27,15230,1460,0,1918,2,19154,34,15768,34,17686,6166,675934
2020-06-02,748,5,413,4,3249,0,2093,5,2506,968,77892,28,0,27,0,399,4,348,4,375,468,30424,122,0,291,0,2598,3,2187,3,2478,522,67643,135,0,97,0,1158,23,949,23,1046,725,71617,3061,12,4136,19,27828,163,20780,175,24916,4271,333629,268,1,336,2,3276,23,2696,24,3032,1093,136524,2897,2,741,5,7743,50,4155,52,4896,2539,260102,625,1,1468,15,9734,79,7720,80,9188,1273,109060,20814,12,16143,187,89205,781,52807,793,68950,8676,766122,1331,0,987,4,6734,5,4421,5,5408,974,104968,135,0,22,0,436,2,281,2,303,132,14951,5116,8,3884,57,30715,283,22003,291,25887,3621,325097,1155,2,508,0,4498,102,2939,104,3447,1810,121460,161,0,131,0,1357,6,1071,6,1202,537,58224,1090,5,1053,10,10117,76,8053,81,9106,3333,257178,31,0,76,0,1431,0,1324,0,1400,1028,71769,17,0,143,0,1187,4,1031,4,1174,97,15327,1434,3,1921,8,19162,70,15838,73,17759,14333,690267
2020-06-03,746,1,414,3,3252,9,2102,10,2516,464,78356,24,0,27,0,399,1,349,1,376,284,30708,119,0,291,0,2598,0,2187,0,2478,322,67965,112,0,97,0,1158,2,951,2,1048,620,72237,2900,11,4147,14,27842,76,20856,87,25003,3001,336630,244,0,336,0,3276,11,2707,11,3043,1726,138250,2855,6,747,10,7753,33,4188,39,4935,2359,262461,562,5,1473,17,9751,44,7764,49,9237,946,110006,20258,29,16172,237,89442,239,53046,268,69218,11355,777477,1327,0,987,1,6735,17,4438,17,5425,711,105679,133,0,22,0,436,6,287,6,309,172,15123,4844,14,3898,19,30734,147,22150,161,26048,2109,327206,1052,3,511,1,4499,13,2952,16,3463,1046,122506,155,0,131,0,1357,9,1080,9,1211,381,58605,1013,2,1055,4,10121,40,8093,42,9148,1989,259167,31,0,76,0,1431,0,1324,0,1400,232,72001,13,0,143,0,1187,0,1031,0,1174,86,15413,1363,0,1921,2,19164,18,15856,18,17777,4786,695053
2020-06-04,739,1,415,3,3255,34,2136,35,2551,1364,79720,23,0,27,0,399,3,352,3,379,388,31096,119,0,292,0,2598,7,2194,8,2486,548,68513,110,0,97,0,1158,8,959,8,1056,835,73072,2831,7,4154,18,27860,162,21018,169,25172,5080,341710,236,0,336,3,3279,23,2730,23,3066,692,138942,2827,3,750,11,7764,72,4260,75,5010,2919,265380,534,6,1479,21,9772,135,7899,141,9378,1581,111587,20074,29,16201,84,89526,55,53101,84,69302,3410,780887,1313,0,988,3,6738,9,4447,10,5435,4398,110077,127,1,23,0,436,1,288,2,311,138,15261,4707,12,3910,24,30758,142,22292,154,26202,4035,331241,1040,3,514,4,4503,70,3022,73,3536,2543,125049,146,0,131,0,1357,38,1118,38,1249,951,59556,972,4,1059,1,10122,87,8180,91,9239,3595,262762,31,0,76,0,1431,0,1324,0,1400,1203,73204,13,0,143,0,1187,2,1034,3,1177,99,15512,1349,13,1934,4,19168,59,15915,72,17849,11422,706475
2020-06-05,706,0,415,2,3257,36,2172,36,2587,1252,80972,20,0,27,0,399,2,354,2,381,389,31485,112,0,292,1,2599,12,2206,12,2498,953,69466,103,0,97,1,1159,6,965,6,1062,1114,74186,2679,13,4167,17,27877,180,21198,193,25365,5436,347146,214,2,338,1,3280,32,2762,34,3100,3304,142246,2761,4,754,9,7773,49,4309,53,5063,3181,268561,407,7,1486,14,9786,157,8056,164,9542,1742,113329,20392,21,16222,402,89928,752,53853,773,70075,19389,800276,1305,0,989,2,6740,11,4458,12,5447,1354,111431,125,0,23,0,436,3,291,3,314,307,15568,4602,17,3927,49,30807,219,22511,236,26438,4573,335814,971,7,521,4,4507,118,3140,125,3661,2471,127520,110,0,131,2,1359,43,1161,43,1292,1238,60794,888,4,1063,7,10129,29,8209,33,9272,3746,266508,31,0,76,0,1431,2,1326,2,1402,938,74142,10,0,143,0,1187,0,1034,0,1177,75,15587,1283,4,1938,6,19174,92,16007,96,17945,7025,713500
2020-06-06,671,3,418,1,3258,15,2187,18,2605,1360,82332,18,0,27,0,399,1,355,1,382,397,31882,101,0,292,1,2600,2,2208,2,2500,1112,70578,97,0,97,0,1159,6,971,6,1068,1104,75290,2503,4,4171,17,27894,109,21307,113,25478,4000,351146,183,0,338,3,3283,22,2784,22,3122,4092,146338,2736,4,758,28,7801,37,4346,41,5104,3101,271662,256,6,1492,13,9799,6,8062,12,9554,1558,114887,19761,27,16249,142,90070,469,54322,496,70571,13696,813972,1295,0,991,2,6742,98,4556,100,5547,1309,112740,122,0,23,0,436,1,292,1,315,954,16522,4404,7,3934,38,30845,233,22744,240,26678,4362,340176,850,1,522,4,4511,91,3231,92,3753,2378,129898,70,0,131,1,1362,10,1171,10,1302,1351,62145,860,5,1068,5,10134,72,8281,77,9349,2790,269298,29,0,76,0,1431,1,1327,1,1403,1194,75336,12,1,144,2,1189,0,1033,0,1177,143,15730,1195,11,1949,8,19182,62,16069,73,18018,20630,734130
2020-06-07,660,0,418,7,3265,7,2194,7,2612,688,83020,17,0,27,0,399,3,358,3,385,265,32147,102,0,292,3,2603,6,2214,6,2506,1177,71755,91,0,97,0,1159,0,971,0,1068,852,76142,2404,4,4175,14,27908,98,21405,102,25580,4806,355952,161,1,339,0,3283,9,2793,10,3132,1335,147673,2706,2,760,11,7812,16,4362,18,5122,2467,274129,257,7,1499,13,9812,8,8070,15,9569,1360,116247,19390,21,16270,125,90195,183,54505,204,70775,8005,821977,1198,0,991,3,6745,39,4595,39,5586,989,113729,121,0,23,0,436,1,293,1,316,269,16791,4174,7,3941,10,30855,208,22952,215,26893,3178,343354,758,3,525,0,4511,22,3253,25,3778,2033,131931,60,0,131,0,1362,1,1172,1,1303,1027,63172,784,2,1070,1,10135,34,8315,36,9385,2808,272106,29,0,76,1,1432,0,1327,0,1403,843,76179,14,0,144,2,1191,2,1038,2,1182,175,15905,1123,5,1954,1,19183,75,16144,80,18098,11675,745805
2020-06-08,653,0,418,0,3265,21,2215,21,2633,695,83715,14,0,27,0,399,1,359,1,386,573,32720,97,0,292,1,2604,1,2215,1,2507,502,72257,91,0,97,0,1159,14,985,14,1082,359,76501,2322,4,4179,20,27928,62,21467,66,25646,5010,360962,152,1,340,1,3284,7,2800,8,3140,357,148030,2704,3,763,16,7828,88,4450,91,5213,1756,275885,256,6,1505,14,9826,3,8073,9,9578,1163,117410,19380,32,16302,194,90389,263,54768,295,71070,4488,826465,1161,0,991,2,6747,86,4681,86,5672,581,114310,120,0,23,0,436,1,294,1,317,175,16966,3973,13,3954,14,30869,97,23049,110,27003,1570,344924,734,0,525,1,4512,36,3289,36,3814,1233,133164,59,0,131,0,1362,3,1175,3,1306,338,63510,757,4,1074,9,10144,34,8349,38,9423,1600,273706,29,0,76,0,1432,0,1327,0,1403,234,76413,9,0,144,0,1191,0,1039,0,1183,5,15910,1047,1,1955,4,19187,8,16152,9,18107,4443,750248
2020-06-09,633,33,451,1,3266,33,2248,66,2699,985,84700,14,0,27,1,400,0,359,0,386,465,33185,96,0,292,0,2604,0,2217,0,2509,395,72652,77,0,97,0,1159,9,994,9,1091,715,77216,2274,6,4185,18,27946,138,21605,144,25790,6523,367485,144,0,340,0,3284,16,2816,16,3156,859,148889,2636,3,766,23,7851,65,4515,68,5281,3687,279572,255,4,1509,8,9834,3,8076,7,9585,1481,118891,19277,15,16317,192,90581,1199,55967,1214,72284,9848,836313,1075,0,992,0,6747,82,4763,83,5755,1200,115510,121,0,23,2,438,1,295,1,318,196,17162,3884,7,3961,21,30890,209,23258,216,27219,3846,348770,698,1,526,0,4512,84,3373,85,3899,2461,135625,55,0,131,0,1361,1,1176,1,1307,762,64272,720,3,1077,1,10145,91,8440,94,9517,3386,277092,32,0,76,3,1435,3,1330,3,1406,1014,77427,8,0,144,0,1191,0,1039,0,1183,130,16040,1042,6,1961,4,19191,74,16226,80,18187,11850,762098
2020-06-10,567,2,453,0,3266,15,2263,17,2716,1382,86082,14,0,27,0,400,3,362,3,389,366,33551,94,0,292,0,2604,0,2218,0,2510,752,73404,68,0,97,0,1159,14,1008,14,1105,958,78174,2154,7,4192,24,27970,112,21717,119,25909,7793,375278,130,1,341,2,3286,16,2832,17,3173,3977,152866,2586,4,770,18,7869,18,4533,22,5303,4058,283630,268,4,1513,20,9854,20,8096,24,9609,2132,121023,18162,32,16349,99,90680,507,56474,539,72823,9305,845618,995,0,992,3,6750,48,4811,48,5803,810,116320,121,0,23,1,439,1,296,1,319,213,17375,3694,15,3976,26,30916,310,23568,325,27544,4967,353737,613,3,529,0,4512,53,3426,56,3955,2752,138377,54,0,131,0,1361,4,1180,4,1311,903,65175,629,1,1078,3,10148,91,8531,92,9609,3399,280491,30,0,76,1,1436,2,1332,2,1408,939,78366,8,0,144,0,1191,0,1041,0,1185,101,16141,965,0,1961,3,19194,42,16268,42,18229,11218,773316
