date,ABR_activeInfectives,ABR_deaths,ABR_deathsTotal,ABR_infectives,ABR_infectivesTotal,ABR_recovered,ABR_recoveredTotal,ABR_removed,ABR_removedTotal,ABR_tested,ABR_testedTotal,BAS_activeInfectives,BAS_deaths,BAS_deathsTotal,BAS_infectives,BAS_infectivesTotal,BAS_recovered,BAS_recoveredTotal,BAS_removed,BAS_removedTotal,BAS_tested,BAS_testedTotal,BZ_activeInfectives,BZ_deaths,BZ_deathsTotal,BZ_infectives,BZ_infectivesTotal,BZ_recovered,BZ_recoveredTotal,BZ_removed,BZ_removedTotal,BZ_tested,BZ_testedTotal,CAL_activeInfectives,CAL_deaths,CAL_deathsTotal,CAL_infectives,CAL_infectivesTotal,CAL_recovered,CAL_recoveredTotal,CAL_removed,CAL_removedTotal,CAL_tested,CAL_testedTotal,EMR_activeInfectives,EMR_deaths,EMR_deathsTotal,EMR_infectives,EMR_infectivesTotal,EMR_recovered,EMR_recoveredTotal,EMR_removed,EMR_removedTotal,EMR_tested,EMR_testedTotal,FVG_activeInfectives,FVG_deaths,FVG_deathsTotal,FVG_infectives,FVG_infectivesTotal,FVG_recovered,FVG_recoveredTotal,FVG_removed,FVG_removedTotal,FVG_tested,FVG_testedTotal,LAZ_activeInfectives,LAZ_deaths,LAZ_deathsTotal,LAZ_infectives,LAZ_infectivesTotal,LAZ_recovered,LAZ_recoveredTotal,LAZ_removed,LAZ_removedTotal,LAZ_tested,LAZ_testedTotal,LIG_activeInfectives,LIG_deaths,LIG_deathsTotal,LIG_infectives,LIG_infectivesTotal,LIG_recovered,LIG_recoveredTotal,LIG_removed,LIG_removedTotal,LIG_tested,LIG_testedTotal,LOM_activeInfectives,LOM_deaths,LOM_deathsTotal,LOM_infectives,LOM_infectivesTotal,LOM_recovered,LOM_recoveredTotal,LOM_removed,LOM_removedTotal,LOM_tested,LOM_testedTotal,MAR_activeInfectives,MAR_deaths,MAR_deathsTotal,MAR_infectives,MAR_infectivesTotal,MAR_recovered,MAR_recoveredTotal,MAR_removed,MAR_removedTotal,MAR_tested,MAR_testedTotal,MOL_activeInfectives,MOL_deaths,MOL_deathsTotal,MOL_infectives,MOL_infectivesTotal,MOL_recovered,MOL_recoveredTotal,MOL_removed,MOL_removedTotal,MOL_tested,MOL_testedTotal,PIE_activeInfectives,PIE_deaths,PIE_deathsTotal,PIE_infectives,PIE_infectivesTotal,PIE_recovered,PIE_recoveredTotal,PIE_removed,PIE_removedTotal,PIE_tested,PIE_testedTotal,PUG_activeInfectives,PUG_deaths,PUG_deathsTotal,PUG_infectives,PUG_infectivesTotal,PUG_recovered,PUG_recoveredTotal,PUG_removed,PUG_removedTotal,PUG_tested,PUG_testedTotal,SAR_activeInfectives,SAR_deaths,SAR_deathsTotal,SAR_infectives,SAR_infectivesTotal,SAR_recovered,SAR_recoveredTotal,SAR_removed,SAR_removedTotal,SAR_tested,SAR_testedTotal,TOS_activeInfectives,TOS_deaths,TOS_deathsTotal,TOS_infectives,TOS_infectivesTotal,TOS_recovered,TOS_recoveredTotal,TOS_removed,TOS_removedTotal,TOS_tested,TOS_testedTotal,UMB_activeInfectives,UMB_deaths,UMB_deathsTotal,UMB_infectives,UMB_infectivesTotal,UMB_recovered,UMB_recoveredTotal,UMB_removed,UMB_removedTotal,UMB_tested,UMB_testedTotal,VDA_activeInfectives,VDA_deaths,VDA_deathsTotal,VDA_infectives,VDA_infectivesTotal,VDA_recovered,VDA_recoveredTotal,VDA_removed,VDA_removedTotal,VDA_tested,VDA_testedTotal,VEN_activeInfectives,VEN_deaths,VEN_deathsTotal,VEN_infectives,VEN_infectivesTotal,VEN_recovered,VEN_recoveredTotal,VEN_removed,VEN_removedTotal,VEN_tested,VEN_testedTotal
2020-03-30,1221,14,102,52,1345,38,74,52,176,218,7948,209,1,5,12,214,0,1,1,6,248,1833,1144,10,74,111,1325,37,153,47,227,503,10640,610,6,31,33,647,2,14,8,45,528,9013,10921,95,1538,412,13531,86,1227,181,2765,412,50990,1162,9,107,21,1501,44,285,53,392,606,14003,2568,14,150,208,2914,59,267,73,417,5102,32846,2419,20,397,141,3217,17,437,37,834,577,9677,26312,458,6818,1154,42161,1082,10337,1540,17155,3659,111057,3286,31,417,126,3684,4,16,35,433,548,10979,107,0,9,7,134,0,18,0,27,37,955,7771,65,749,506,8712,54,308,119,1057,1420,25478,1595,5,91,163,1712,5,36,10,127,756,13117,626,1,28,44,682,3,32,4,60,395,4993,4074,16,231,290,4412,10,131,26,362,2520,30099,925,2,33,28,1051,89,184,91,217,465,8150,539,7,50,0,584,14,16,21,66,56,1536,7575,21,413,366,8724,32,747,53,1160,5157,99941
2020-03-31,1225,13,115,56,1401,21,95,34,210,810,8758,220,2,7,12,226,2,3,4,10,210,2043,1143,2,76,46,1371,0,153,2,229,635,11275,614,5,36,12,659,3,17,8,53,314,9327,11283,106,1644,543,14074,250,1477,356,3121,3542,54532,1201,6,113,92,1593,35,320,41,433,896,14899,2676,12,162,181,3095,24,291,36,453,1831,34677,2581,31,428,199,3416,43,480,74,908,699,10376,25819,381,7199,1047,43208,548,10885,929,18084,3583,114640,3392,35,452,141,3825,5,21,40,473,745,11724,117,0,9,10,144,0,18,0,27,94,1049,8241,105,854,589,9301,57,365,162,1219,2180,27658,1676,19,110,91,1803,3,39,22,149,956,14073,662,3,31,40,722,2,34,5,65,264,5257,4244,13,244,196,4608,7,138,20,382,3066,33165,861,4,37,27,1078,6,190,10,227,535,8685,562,6,56,44,628,4,20,10,76,46,1582,7953,64,477,431,9155,81,828,145,1305,6297,106238
2020-04-01,1226,8,123,35,1436,7,102,15,225,852,9610,227,2,9,11,237,0,3,2,12,219,2262,1188,40,116,47,1418,37,190,77,306,676,11951,616,2,38,10,669,4,21,6,59,656,9983,11640,88,1732,713,14787,89,1566,177,3298,3925,58457,1252,9,122,92,1685,37,357,46,479,1088,15987,2809,7,169,169,3264,46,337,53,506,1133,35810,2751,32,460,244,3660,75,555,107,1015,958,11334,26455,394,7593,1565,44773,530,11415,924,19008,6809,121449,3489,25,477,137,3962,8,29,33,506,572,12296,133,1,10,16,160,1,19,2,29,108,1157,8573,32,886,494,9795,74,439,106,1325,2402,30060,1797,19,129,143,1946,22,61,41,190,1136,15209,680,3,34,23,745,2,36,5,70,244,5501,4483,9,253,259,4867,44,182,53,435,3410,36575,868,0,37,17,1095,4,194,4,231,395,9080,555,3,59,3,631,12,32,15,91,135,1717,8278,22,499,470,9625,74,902,96,1401,6508,112746
2020-04-02,1272,10,133,61,1497,11,113,21,246,1037,10647,234,1,10,9,246,0,3,1,13,165,2427,1172,13,129,61,1479,0,190,13,319,726,12677,632,3,41,22,691,2,23,5,64,696,10679,12009,79,1811,546,15333,97,1663,176,3474,2050,60507,1320,7,129,114,1799,19,376,26,505,1134,17121,2925,16,185,169,3433,32,369,48,554,5765,41575,2766,28,488,122,3782,79,634,107,1122,735,12069,26823,367,7960,1292,46065,814,12229,1181,20189,6837,128286,3592,26,503,136,4098,11,40,37,543,647,12943,136,1,11,5,165,2,21,3,32,72,1229,9025,97,983,558,10353,132,571,229,1554,2040,32100,1887,15,144,131,2077,8,69,23,213,1345,16554,724,6,40,49,794,0,36,6,76,469,5970,4836,15,268,406,5273,34,216,49,484,4149,40724,897,1,38,33,1128,11,205,12,243,657,9737,577,4,63,37,668,17,49,21,112,217,1934,8668,33,532,486,10111,99,1001,132,1533,7574,120320
2020-04-03,1317,13,146,66,1563,3,116,16,262,1243,11890,248,1,11,15,261,0,3,1,14,195,2622,1239,10,139,80,1559,21,211,31,350,1299,13976,669,4,45,42,733,3,26,7,71,929,11608,12432,91,1902,599,15932,189,1852,280,3754,3175,63682,1374,7,136,80,1879,43,419,50,555,2864,19985,3044,14,199,167,3600,23,392,37,591,2201,43776,2842,31,519,183,3965,66,700,97,1219,865,12934,27097,351,8311,1455,47520,791,13020,1142,21331,6765,135051,3687,54,557,132,4230,2,42,56,599,735,13678,144,0,11,11,176,0,21,0,32,149,1378,9339,60,1043,543,10896,152,723,212,1766,2181,34281,1969,20,164,105,2182,0,69,20,233,1370,17924,749,1,41,31,825,4,40,5,81,508,6478,5013,22,290,226,5499,84,300,106,590,3736,44460,936,1,39,51,1179,15,220,16,259,877,10614,607,7,70,51,719,40,89,47,159,172,2106,8889,40,572,353,10464,30,1031,70,1603,6170,126490
2020-04-04,1366,7,153,65,1628,3,119,10,272,947,12837,250,0,11,3,264,6,9,6,20,143,2765,1241,7,146,33,1592,34,245,41,391,1069,15045,670,4,49,8,741,4,30,8,79,706,12314,12760,75,1977,608,16540,188,2040,263,4017,3393,67075,1431,9,145,107,1986,86,505,95,650,1141,21126,3164,13,212,157,3757,47,439,60,651,848,44624,2983,23,542,238,4203,67,767,90,1309,1153,14087,27553,345,8656,1598,49118,222,13242,567,21898,6826,141877,3742,17,574,111,4341,228,270,245,844,794,14472,174,0,11,30,206,3,24,3,35,126,1504,9940,85,1128,813,11709,165,888,250,2016,2900,37181,2007,9,173,58,2240,25,94,34,267,1053,18977,793,0,41,49,874,4,44,4,85,311,6789,5079,17,307,172,5671,10,310,27,617,3426,47886,951,2,41,31,1210,22,242,24,283,1195,11809,589,12,82,29,748,17,106,29,188,168,2274,9179,35,607,360,10824,93,1124,128,1731,6799,133289
2020-04-05,1431,5,158,75,1703,6,125,11,283,761,13598,258,2,13,14,278,2,11,4,24,166,2931,1252,12,158,52,1644,15,260,27,418,678,15723,716,7,56,54,795,3,33,10,89,763,13077,13046,74,2051,549,17089,161,2201,235,4252,2911,69986,1398,9,154,62,2048,26,531,35,685,526,21652,3227,7,219,123,3880,36,475,43,694,123,44658,3139,14,556,246,4449,33,800,47,1356,960,15047,28323,249,8905,1337,50455,184,13426,433,22331,8107,149984,3620,25,599,123,4464,17,287,42,886,780,15252,189,2,13,18,224,0,24,2,37,18,1504,10343,40,1168,653,12362,129,1017,169,2185,1358,38539,2050,9,182,77,2317,19,113,28,295,1103,20080,822,2,43,33,907,5,49,7,92,368,7157,5228,18,325,176,5847,27,337,45,662,3120,51006,956,2,43,29,1239,56,298,58,341,639,12448,594,9,91,34,782,9,115,18,206,116,2390,9453,24,631,402,11226,62,1186,86,1817,7621,140910
2020-04-06,1438,11,169,18,1721,2,127,13,296,600,14198,263,0,13,9,287,1,12,1,25,130,3061,1303,6,164,78,1722,38,298,44,462,1102,16825,728,2,58,22,817,4,37,6,95,556,13633,13278,57,2108,467,17556,196,2397,253,4505,2177,72163,1418,4,158,55,2103,18,549,22,707,620,22272,3335,10,229,151,4031,27,502,37,731,2812,47470,3192,39,595,100,4549,37,837,76,1432,486,15533,28969,297,9202,1079,51534,437,13863,734,23065,5005,154989,3728,13,612,150,4614,9,296,22,908,667,15919,187,0,13,0,224,0,24,0,37,42,1546,10736,83,1251,562,12924,111,1128,194,2379,2584,41123,2149,13,195,127,2444,21,134,34,329,1979,22059,830,4,47,15,922,7,56,11,103,364,7521,5337,25,350,154,6001,13,350,38,700,1843,52849,912,1,44,14,1253,39,337,40,381,125,12573,599,5,96,23,805,27,142,32,238,200,2590,9729,31,662,362,11588,18,1204,49,1866,5378,146288
2020-04-07,1503,3,172,78,1799,9,136,12,308,706,14904,266,1,14,4,291,0,12,1,26,99,3160,1348,10,174,89,1811,38,336,48,510,936,17761,738,2,60,16,833,3,40,5,100,439,14072,13294,72,2180,269,17825,200,2597,272,4777,3028,75191,1446,6,164,50,2153,61,610,67,774,1264,23536,3416,9,238,118,4149,44,546,53,784,1404,48874,3324,25,620,208,4757,88,925,113,1545,1046,16579,29026,282,9484,791,52325,635,14498,917,23982,4342,159331,3802,18,630,96,4710,46,342,64,972,700,16619,187,0,13,0,224,2,26,2,39,35,1581,10961,68,1319,419,13343,192,1320,260,2639,2998,44121,2185,14,209,70,2514,34,168,48,377,1090,23149,832,5,52,13,935,6,62,11,114,159,7680,5471,19,369,172,6173,27,377,46,746,3802,56651,882,5,49,10,1263,31,368,36,417,701,13274,597,4,100,30,835,0,142,4,242,164,2754,10017,33,695,337,11925,61,1265,94,1960,7254,153542
2020-04-08,1551,7,179,60,1859,10,146,17,325,942,15846,271,0,14,6,297,1,13,1,27,136,3296,1324,9,183,24,1835,35,371,44,554,1104,18865,759,0,60,26,859,4,44,4,104,905,14977,13431,54,2234,409,18234,293,2890,347,5124,3176,78367,1444,5,169,65,2218,24,634,29,803,1262,24798,3480,6,244,117,4266,28,574,34,818,6239,55113,3360,34,654,149,4906,82,1007,116,1661,942,17521,29198,238,9722,1089,53414,649,15147,887,24869,8226,167557,3887,22,652,149,4859,303,645,325,1297,913,17532,187,0,13,2,226,6,32,6,45,421,2002,11241,59,1378,540,13883,196,1516,255,2894,4374,48495,2257,10,219,120,2634,9,177,19,396,1344,24493,861,7,59,40,975,14,76,21,135,813,8493,5631,23,392,206,6379,53,430,76,822,4334,60985,872,1,50,26,1289,48,416,49,466,831,14105,608,2,102,15,850,0,142,2,244,199,2953,10408,41,736,485,12410,238,1503,279,2239,9705,163247
2020-04-09,1606,15,194,72,1931,25,171,40,365,1001,16847,276,1,15,6,303,0,13,1,28,178,3474,1348,4,187,68,1903,7,401,29,588,1010,19875,770,1,61,15,874,4,48,5,109,721,15698,13527,82,2316,443,18677,213,3103,295,5419,3348,81715,1496,2,171,81,2299,104,738,106,909,1407,26205,3609,9,253,163,4429,70,644,79,897,2994,58107,3358,28,682,114,5020,78,1085,106,1767,925,18446,29699,300,10022,1388,54802,559,15706,859,25728,9396,176953,3658,17,669,96,4955,240,885,257,1554,662,18194,189,0,13,8,234,0,32,0,45,67,2069,11625,76,1454,639,14522,216,1732,292,3186,4312,52807,2320,6,225,82,2716,13,190,19,415,1595,26088,891,5,64,51,1026,10,86,15,150,425,8918,5728,16,408,173,6552,11,441,27,849,4476,65461,832,1,51,9,1298,39,455,40,506,1065,15170,624,3,105,18,868,12,154,15,259,189,3142,10652,20,756,523,12933,225,1728,245,2484,8209,171456
2020-04-10,1649,4,198,83,2014,10,181,14,379,1241,18088,280,0,15,5,308,1,14,1,29,222,3696,1366,4,191,52,1955,0,447,0,638,991,20866,792,4,65,27,901,2,50,6,115,939,16637,13683,81,2397,451,19128,278,3381,359,5778,4169,85884,1440,8,179,50,2349,34,772,42,951,1892,28097,3684,10,263,154,4583,43,687,53,950,3662,61769,3423,27,709,171,5191,96,1181,123,1890,1068,19514,30086,216,10238,1246,56048,574,16280,790,26518,9372,186325,3530,13,682,129,5084,201,1086,214,1768,776,18970,198,0,13,9,243,5,37,5,50,9,2069,11823,78,1532,490,15012,172,1904,250,3436,4650,57457,2394,13,238,93,2809,45,235,58,473,1724,27812,913,5,69,37,1063,32,118,37,187,526,9444,5876,46,454,175,6727,10,451,56,905,6540,72001,796,1,52,4,1302,43,498,44,550,1155,16325,620,2,107,11,879,16,170,18,277,186,3328,10895,37,793,488,13421,253,1981,290,2774,9244,180700
2020-04-11,1741,8,206,106,2120,9,190,17,396,1353,19441,283,2,17,4,312,0,14,2,31,354,4050,1318,9,200,2,1957,0,488,0,688,1320,22186,800,1,66,14,915,7,57,8,123,856,17493,13831,84,2481,507,19635,278,3659,362,6140,5875,91759,1442,6,185,44,2393,54,826,60,1011,1588,29685,3771,10,273,140,4723,33,720,43,993,3472,65241,3485,25,734,185,5376,128,1309,153,2043,1374,20888,30840,273,10511,1544,57592,543,16823,816,27334,9977,196302,3443,7,689,127,5211,205,1291,212,1980,1090,20060,196,1,14,3,246,2,39,3,53,132,2201,12569,101,1633,996,16008,301,2205,402,3838,5120,62577,2431,15,253,95,2904,14,249,29,502,1651,29463,904,4,73,28,1091,12,130,16,203,676,10120,6051,13,467,231,6958,48,499,61,966,3755,75756,759,0,52,7,1309,36,534,36,586,1336,17661,625,0,107,23,902,35,205,35,312,136,3464,10952,38,831,347,13768,207,2188,245,3019,10212,190912
2020-04-12,1764,6,212,40,2160,16,206,22,418,1153,20594,284,1,18,3,315,6,20,7,38,305,4355,1409,5,205,141,2098,0,378,0,583,1060,23246,800,0,66,8,923,5,62,5,128,718,18211,13932,83,2564,463,20098,203,3862,286,6426,4945,96704,1420,10,195,38,2431,84,910,94,1105,303,29988,3850,6,279,122,4845,29,749,35,1028,3713,68954,3450,15,749,118,5494,103,1412,118,2161,1095,21983,31484,110,10621,1460,59052,343,17166,453,27787,9530,205832,3323,11,700,92,5303,198,1489,209,2189,997,21057,204,1,15,11,257,1,40,2,55,270,2471,12819,96,1729,652,16660,221,2426,317,4155,3978,66555,2487,7,260,85,2989,28,277,35,537,1510,30973,910,0,73,22,1113,7,137,7,210,543,10663,6267,28,495,277,7235,79,578,107,1073,2884,78640,733,0,52,10,1319,46,580,46,632,1011,18672,609,5,112,19,921,16,221,21,333,46,3510,11016,25,856,309,14077,304,2492,329,3348,7530,198442
2020-04-13,1795,12,224,53,2213,5,211,17,435,73,20667,281,0,18,4,319,11,31,11,49,190,4545,1565,7,212,51,2149,22,400,29,612,911,24157,800,1,67,5,928,8,70,9,137,385,18596,13988,51,2615,342,20440,145,4007,196,6622,2343,99047,1377,7,202,51,2482,28,973,45,1175,953,30941,3938,5,284,123,4968,15,764,20,1048,3792,72746,3434,11,760,102,5596,59,1471,70,2231,1146,23129,32293,280,10901,1262,60314,312,17478,592,28379,5260,211092,3192,13,713,78,5381,99,1588,112,2301,7322,28379,202,0,15,0,257,0,40,0,55,51,2522,12976,97,1826,474,17134,117,2543,214,4369,2615,69170,2528,7,267,76,3065,9,286,16,553,949,31922,918,2,75,15,1128,2,139,4,214,347,11010,6315,23,518,155,7390,37,615,60,1133,2249,80889,688,0,52,1,1320,63,643,63,695,68,18740,594,3,115,6,927,9,230,12,345,104,3614,10861,26,882,174,14251,111,2603,137,3485,4635,203077
2020-04-14,1810,8,232,32,2245,2,213,10,445,268,20935,270,1,19,0,319,4,35,5,54,214,4759,1571,2,214,35,2184,6,406,8,620,300,24457,819,1,68,28,956,2,72,3,140,418,19014,14104,90,2705,312,20752,262,4269,352,6974,2849,101896,1345,4,206,38,2520,0,1415,0,1621,823,31764,4061,16,300,143,5111,25,789,41,1089,1904,74650,3576,33,793,212,5808,78,1549,111,2342,1317,24446,32713,241,11142,1012,61326,343,17821,584,28963,3778,214870,3125,15,728,45,5426,15,1603,30,2331,781,29160,202,0,15,0,257,2,42,2,57,0,2522,13318,101,1927,556,17690,165,2708,266,4635,2508,71678,2565,11,278,53,3118,2,288,13,566,1149,33071,924,5,80,10,1138,19,158,24,238,883,11893,6392,20,538,137,7527,22,637,42,1175,1380,82269,626,1,53,1,1321,3,646,4,699,216,18956,602,3,118,20,947,40,270,43,388,112,3726,10905,24,906,181,14432,187,2790,211,3696,5801,208878
2020-04-15,1829,8,240,29,2274,11,224,19,464,1565,22500,266,2,21,1,320,3,38,5,59,278,5037,1603,9,223,40,2224,19,425,28,648,913,25370,831,3,71,15,971,9,81,12,152,648,19662,14029,83,2788,277,21029,395,4664,478,7452,4253,106149,923,6,212,24,2544,0,938,0,1150,2036,33800,4141,11,311,121,5232,85,874,96,1185,934,75584,3593,14,807,128,5936,116,1665,130,2472,1347,25793,32956,235,11377,827,62153,34,17855,269,29232,7098,221968,3172,18,746,77,5503,57,1660,75,2406,1169,30329,206,0,15,6,263,0,42,0,57,333,2855,13591,88,2015,539,18229,311,3019,399,5034,3986,75664,2618,10,288,66,3184,35,323,45,611,1447,34518,923,3,83,23,1161,50,208,53,291,502,12395,6489,18,556,139,7666,56,693,74,1249,4079,86348,623,1,54,1,1322,40,686,41,740,1302,20258,570,3,121,11,958,19,289,22,410,168,3894,10886,34,940,192,14624,105,2895,139,3835,7466,216344
2020-04-16,1882,3,243,72,2346,29,253,32,496,1286,23786,277,1,22,16,336,3,41,4,63,312,5349,1618,2,225,43,2267,24,449,26,674,1046,26416,857,1,72,20,1009,9,90,10,162,980,20642,14008,55,2843,457,21486,316,4980,371,7823,5956,112105,1466,5,217,72,2616,89,1069,97,1286,1966,35766,4193,5,316,148,5380,46,920,51,1236,6409,81993,3566,21,828,103,6039,109,1774,130,2602,1152,26945,33628,231,11608,941,63094,541,18396,772,30004,10706,232674,3176,18,764,79,5582,34,1694,52,2458,3449,33778,206,1,16,0,263,2,44,3,60,112,2967,14071,79,2094,879,19108,212,3231,291,5325,5044,80708,2647,11,299,74,3258,11,334,22,633,1640,36158,873,2,85,3,1164,6,214,8,299,401,12796,6692,29,585,277,7943,52,745,81,1330,5303,91651,589,1,55,7,1329,52,738,53,793,1229,21487,561,1,122,13,971,42,331,43,453,265,4159,11113,41,981,366,14990,314,3209,355,4190,8205,224549
2020-04-17,1947,3,246,97,2443,2,255,5,501,1650,25436,274,0,22,1,337,8,49,8,71,361,5710,1621,9,234,29,2296,31,480,40,714,1282,27698,829,1,73,0,991,9,99,10,172,1015,21657,13985,60,2903,348,21834,366,5346,426,8249,4721,116826,1389,3,220,59,2675,0,1027,0,1247,4264,40030,4286,16,332,144,5524,58,978,74,1310,2762,84755,3585,38,866,149,6188,89,1863,127,2729,1236,28181,33897,243,11851,1041,64135,454,18850,697,30701,10839,243513,3210,21,785,86,5668,32,1726,53,2511,4219,37997,209,0,16,6,269,0,45,0,61,115,3082,14475,77,2171,695,19803,403,3634,480,5805,6006,86714,2694,8,307,69,3327,30,364,38,671,2120,38278,879,1,86,14,1178,6,220,7,306,508,13304,6778,17,602,167,8110,180,925,197,1527,4580,96231,544,2,57,8,1337,48,786,50,843,1331,22818,540,1,123,22,993,48,379,49,502,207,4366,11142,45,1026,384,15374,521,3730,566,4756,12173,236722
2020-04-18,1986,7,253,44,2487,8,263,15,516,1580,27016,268,1,23,2,339,5,54,6,77,346,6056,1610,5,239,29,2325,50,530,55,769,1190,28888,839,0,73,20,1011,7,106,7,179,1137,22794,13909,62,2965,350,22184,289,5635,351,8600,4394,121220,1484,2,222,56,2731,79,1106,81,1328,3263,43293,4356,8,340,144,5668,68,1046,76,1386,4798,89553,3571,31,897,113,6301,129,1992,160,2889,1141,29322,34446,199,12050,1246,65381,286,19136,485,31186,11818,255331,3210,10,795,53,5721,28,1754,38,2549,1912,39909,208,0,16,0,269,0,44,0,60,0,3082,14656,81,2252,661,20464,355,3989,436,6241,5130,91844,2738,7,314,82,3409,37,401,44,715,2145,40423,892,0,86,20,1198,11,231,11,317,783,14087,6708,16,618,127,8237,224,1149,240,1767,3672,99903,501,0,57,7,1344,68,856,69,913,1288,24106,571,1,124,80,1073,21,400,22,524,155,4521,10894,33,1059,318,15692,459,4189,492,5248,10607,247329
2020-04-19,2005,5,258,34,2521,13,276,18,534,775,27791,265,1,24,3,342,17,71,18,95,472,6528,1610,6,245,55,2380,39,569,45,814,1473,30361,856,2,75,24,1035,10,116,12,191,966,23760,13934,58,3023,376,22560,350,5985,408,9008,3696,124916,1417,3,225,14,2745,77,1183,80,1408,1329,44622,4367,1,341,87,5755,47,1093,48,1434,2254,91807,3638,31,928,227,6528,118,2110,149,3038,2229,31551,34816,163,12213,855,66236,390,19526,553,31739,8824,264155,3220,12,807,48,5769,26,1780,38,2587,1565,41474,219,1,17,10,279,3,47,4,64,502,3584,14813,79,2331,593,21057,267,4256,346,6587,4725,96569,2814,2,316,120,3529,26,427,28,743,2175,42598,898,0,86,17,1215,34,265,34,351,772,14859,6603,19,637,135,8372,90,1239,109,1876,4072,103975,435,1,58,4,1348,0,854,0,912,1064,25170,564,1,125,15,1088,1,401,2,526,156,4677,10645,28,1087,243,15935,449,4638,477,5725,8468,255797
2020-04-20,2078,5,263,91,2612,11,287,16,550,151,27942,247,0,24,0,342,5,76,5,100,340,6868,1579,4,249,14,2394,36,605,40,854,1020,31381,847,0,75,3,1038,19,135,19,210,613,24373,13833,56,3079,307,22867,281,6266,337,9345,4614,129530,1367,14,239,30,2775,46,1346,62,1585,539,45161,4379,8,349,60,5815,8,1101,16,1450,6016,97823,3630,29,957,141,6669,106,2216,135,3173,1456,33007,34998,163,12376,735,66971,482,20008,645,32384,6331,270486,3239,15,822,57,5826,12,1792,27,2614,1308,42782,217,1,18,2,281,3,50,4,68,199,3783,14759,78,2409,292,21349,127,4383,205,6792,3100,99669,2824,10,326,38,3567,4,431,14,757,1591,44189,877,0,86,13,1228,23,288,23,374,469,15328,6629,30,667,135,8507,33,1272,63,1939,1882,105857,437,0,58,1,1349,13,867,13,925,392,25562,562,1,127,0,1088,12,413,14,540,122,4799,10360,25,1112,192,16127,316,4954,341,6066,5013,260810
2020-04-21,2117,8,271,55,2667,42,329,50,600,1964,29906,250,0,24,8,350,5,81,5,105,602,7470,1555,2,251,16,2410,18,623,20,874,606,31987,837,1,76,9,1047,17,152,18,228,1067,25440,13721,68,3147,225,23092,435,6701,503,9848,5348,134878,1207,2,241,17,2792,0,1229,0,1470,3339,48500,4443,14,363,80,5895,29,1130,43,1493,2208,100031,3590,33,990,95,6764,95,2311,128,3301,1179,34186,35313,203,12579,960,67931,1366,21374,1569,33953,6711,277197,3263,12,834,51,5877,33,1825,45,2659,1550,44332,214,0,18,1,282,1,51,1,69,341,4124,15160,76,2485,606,21955,276,4659,352,7144,5765,105434,2865,25,351,55,3622,28,459,53,810,1795,45984,862,7,93,8,1236,18,306,25,399,558,15886,6662,19,686,96,8603,23,1295,42,1981,4068,109925,428,2,60,4,1353,19,886,21,946,1077,26639,553,0,126,5,1093,32,445,31,571,112,4911,10296,42,1154,277,16404,219,5173,261,6327,7259,268069
2020-04-22,2133,5,276,66,2733,20,349,25,625,442,30348,249,0,24,4,354,17,98,17,122,570,8040,1541,5,256,6,2416,25,648,30,904,735,32722,832,0,76,13,1060,11,163,11,239,1120,26560,13560,57,3204,342,23434,445,7146,502,10350,5996,140874,1347,5,246,25,2817,34,1263,39,1509,2369,50869,4480,7,370,80,5975,12,1142,19,1512,4031,104062,3616,32,1022,154,6918,109,2420,141,3442,1804,35990,34905,161,12740,1161,69092,736,22110,897,34850,13502,290699,3265,11,845,47,5924,24,1849,35,2694,2160,46492,215,1,19,2,284,9,60,10,79,301,4425,15592,74,2559,784,22739,399,5058,473,7617,6079,111513,2920,11,362,108,3730,35,494,46,856,2358,48342,848,3,96,11,1247,12,318,15,414,1000,16886,6717,19,705,97,8700,533,1828,552,2533,4175,114100,411,1,61,4,1357,39,925,40,986,1016,27655,524,1,127,2,1095,22,467,23,594,113,5024,10369,27,1181,334,16738,393,5566,420,6747,9474,277543
2020-04-23,2160,4,280,52,2785,56,405,60,685,839,31187,234,0,24,2,356,5,103,5,127,471,8511,1530,5,261,19,2435,32,680,37,941,1272,33994,830,0,76,9,1069,7,170,7,246,1309,27869,13347,65,3269,289,23723,463,7609,528,10878,5272,146146,1349,10,256,41,2858,41,1467,53,1723,2049,52918,4540,5,375,79,6054,51,1193,56,1568,7011,111073,3606,25,1047,131,7049,116,2536,141,3583,1852,37842,35081,200,12940,1073,70165,1242,23352,1442,36292,12016,302715,3258,12,857,28,5952,16,1865,28,2722,1170,47662,205,1,20,0,284,6,66,7,86,139,4564,15520,71,2630,401,23140,300,5358,371,7988,6457,117970,2983,10,372,109,3839,37,531,47,903,2068,50410,840,2,98,7,1254,21,339,23,437,958,17844,6245,18,723,80,8780,58,1886,76,2609,4077,118177,376,0,61,5,1362,21,946,21,1007,1356,29011,502,0,127,1,1096,39,506,39,633,203,5227,10092,25,1206,143,16881,184,5750,209,6956,10532,288075
