date,code,deaths,infectives,recovered,removed,tested,recoveredTotal,deathsTotal,infectivesTotal,testedTotal,removedTotal,activeInfectives
2020-03-19,LIG,18,172,15,33,436,85,91,1059,3348,176,915
2020-03-19,LOM,209,2171,290,499,3261,3778,2168,19884,52244,5946,14203
2020-03-19,MAR,23,169,0,23,403,0,115,1737,4512,115,1645
2020-03-19,MOL,1,18,0,1,65,6,2,46,426,8,39
2020-03-19,PIE,21,591,3,24,1337,3,175,2932,8853,178,2775
2020-03-19,PUG,6,95,2,8,613,4,25,478,4046,29,457
2020-03-19,SAR,0,72,0,0,199,0,2,206,1334,2,204
2020-03-19,TOS,16,152,5,21,1267,22,38,1482,8873,60,1441
2020-03-19,UMB,0,87,0,0,353,4,2,334,1954,6,328
2020-03-19,VDA,3,50,0,3,122,0,6,215,608,6,212
2020-03-19,VEN,21,270,33,54,3817,200,115,3484,44658,315,3181
2020-03-20,ABR,6,64,2,8,286,10,17,449,2695,27,430
2020-03-20,BAS,0,15,0,0,90,0,0,52,443,0,52
2020-03-20,BZ,3,112,0,3,865,1,17,548,4433,18,532
2020-03-20,CAL,1,38,0,1,348,2,4,207,2690,6,202
2020-03-20,EMR,109,754,62,171,2409,239,640,5968,20753,879,5234
2020-03-20,FVG,2,57,22,24,912,63,38,656,4964,101,579
2020-03-20,LAZ,5,185,9,14,2744,53,43,1008,13889,96,924
2020-03-20,LIG,28,162,16,44,446,101,119,1221,3794,220,1044
2020-03-20,LOM,381,2380,517,898,4930,4295,2549,22264,57174,6844,16084
2020-03-20,MAR,22,244,0,22,658,0,137,1981,5170,137,1866
2020-03-20,MOL,3,4,0,3,4,6,5,50,426,11,42
2020-03-20,PIE,34,529,5,39,1122,8,209,3461,9975,217,3280
2020-03-20,PUG,1,103,0,1,743,4,26,581,4789,30,552
2020-03-20,SAR,0,87,3,3,578,3,2,293,1912,5,291
2020-03-20,TOS,9,311,11,20,1532,33,47,1793,10405,80,1731
2020-03-20,UMB,5,61,0,5,349,4,7,395,2303,11,389
2020-03-20,VDA,1,49,0,1,206,0,7,264,814,7,258
2020-03-20,VEN,16,547,23,39,4630,223,131,4031,49288,354,3674
2020-03-21,ABR,5,80,3,8,340,13,22,529,3035,35,502
2020-03-21,BAS,0,14,0,0,79,0,0,66,522,0,66
2020-03-21,BZ,3,73,0,3,746,1,20,621,5179,21,602
2020-03-21,CAL,1,28,3,4,360,5,5,235,3050,10,229
2020-03-21,EMR,75,737,90,165,3867,329,715,6705,24620,1044,5800
2020-03-21,FVG,4,134,19,23,991,82,42,790,5955,124,689
2020-03-21,LAZ,7,182,1,8,182,54,50,1190,13889,104,1092
2020-03-21,LIG,33,215,24,57,510,125,152,1436,4304,277,1215
2020-03-21,LOM,546,3251,755,1301,9556,5050,3095,25515,66730,8145,18437
2020-03-21,MAR,17,172,2,19,570,2,154,2153,5740,156,2016
2020-03-21,MOL,2,11,1,3,23,7,7,61,449,14,50
2020-03-21,PIE,29,291,0,29,726,8,238,3752,10701,246,3532
2020-03-21,PUG,3,94,0,3,828,4,29,675,5617,33,645
2020-03-21,SAR,2,37,2,4,385,5,4,330,2297,9,325
2020-03-21,TOS,25,219,2,27,1504,35,72,2012,11909,107,1930
2020-03-21,UMB,3,67,1,4,409,5,10,462,2712,15,451
2020-03-21,VDA,1,49,1,2,70,1,8,313,884,9,306
2020-03-21,VEN,15,586,34,49,4354,257,146,4617,53642,403,4221
2020-03-22,ABR,11,58,2,13,340,15,33,587,3375,48,552
2020-03-22,BAS,0,15,0,0,121,0,0,81,643,0,81
2020-03-22,BZ,3,57,6,9,539,7,23,678,5718,30,656
2020-03-22,CAL,3,38,0,3,616,5,8,273,3666,13,263
2020-03-22,EMR,101,850,20,121,3402,349,816,7555,28022,1165,6485
2020-03-22,FVG,5,84,7,12,806,89,47,874,6761,136,750
2020-03-22,LAZ,3,193,4,7,3956,58,53,1383,17845,111,1277
2020-03-22,LIG,19,229,18,37,691,143,171,1665,4995,314,1387
2020-03-22,LOM,361,1691,815,1176,3868,5865,3456,27206,70598,9321,18827
2020-03-22,MAR,30,268,4,34,651,6,184,2421,6391,190,2265
2020-03-22,MOL,0,5,0,0,83,7,7,66,532,14,52
2020-03-22,PIE,45,668,2,47,2000,10,283,4420,12701,293,4171
2020-03-22,PUG,2,111,3,5,543,7,31,786,6160,38,753
2020-03-22,SAR,3,9,0,3,105,5,7,339,2402,12,330
2020-03-22,TOS,19,265,7,26,1355,42,91,2277,13264,133,2168
2020-03-22,UMB,6,59,0,6,423,5,16,521,3135,21,506
2020-03-22,VDA,1,51,0,1,66,1,9,364,950,10,355
2020-03-22,VEN,23,505,52,75,4029,309,169,5122,57671,478,4677
2020-03-23,ABR,5,76,5,10,299,20,38,663,3674,58,615
2020-03-23,BAS,1,9,0,1,53,0,1,90,696,1,90
2020-03-23,BZ,6,46,0,6,366,7,29,724,6084,36,693
2020-03-23,CAL,-1,19,0,-1,407,5,7,292,4073,12,279
2020-03-23,EMR,76,980,74,150,3178,423,892,8535,31200,1315,7344
2020-03-23,FVG,7,56,16,23,663,105,54,930,7424,159,794
2020-03-23,LAZ,10,157,5,15,526,63,63,1540,18371,126,1427
2020-03-23,LIG,41,259,16,57,543,159,212,1924,5538,371,1609
2020-03-23,LOM,320,1555,210,530,2644,6075,3776,28761,73242,9851,19206
2020-03-23,MAR,19,148,2,21,391,8,203,2569,6782,211,2379
2020-03-23,MOL,0,1,3,3,1,10,7,67,532,17,53
2020-03-23,PIE,32,441,7,39,859,17,315,4861,13560,332,4565
2020-03-23,PUG,6,120,0,6,601,7,37,906,6761,44,868
2020-03-23,SAR,4,20,0,4,166,5,11,359,2568,16,347
2020-03-23,TOS,18,184,9,27,587,51,109,2461,13851,160,2326
2020-03-23,UMB,0,56,0,0,426,5,16,577,3561,21,556
2020-03-23,VDA,3,29,1,4,148,2,12,393,1098,14,383
2020-03-23,VEN,23,383,18,41,3444,327,192,5505,61115,519,4985
2020-03-24,ABR,8,26,1,9,620,21,46,689,4294,67,631
2020-03-24,BAS,0,2,0,0,48,0,1,92,744,1,91
2020-03-24,BZ,9,57,37,46,425,44,38,781,6509,82,744
2020-03-24,CAL,3,27,0,3,413,5,10,319,4486,15,307
2020-03-24,EMR,93,719,135,228,2327,558,985,9254,33527,1543,7913
2020-03-24,FVG,10,62,-25,-15,1102,80,64,992,8526,144,833
2020-03-24,LAZ,17,188,40,57,188,103,80,1728,18371,183,1600
2020-03-24,LIG,19,192,34,53,454,193,231,2116,5992,424,1744
2020-03-24,LOM,402,1942,582,984,3453,6657,4178,30703,76695,10835,20618
2020-03-24,MAR,28,167,0,28,447,8,231,2736,7229,239,2525
2020-03-24,MOL,1,6,0,1,40,10,8,73,572,18,56
2020-03-24,PIE,59,654,0,59,1909,17,374,5515,15469,391,5180
2020-03-24,PUG,7,99,14,21,584,21,44,1005,7345,65,961
2020-03-24,SAR,4,62,6,10,291,11,15,421,2859,26,405
2020-03-24,TOS,20,238,0,20,1850,51,129,2699,15701,180,2537
2020-03-24,UMB,3,71,0,3,547,5,19,648,4108,24,627
2020-03-24,VDA,7,7,0,7,82,2,19,400,1180,21,386
2020-03-24,VEN,24,443,54,78,5063,381,216,5948,66178,597,5387
2020-03-25,ABR,6,124,2,8,688,23,52,813,4982,75,746
2020-03-25,BAS,0,21,0,0,113,0,1,113,857,1,112
2020-03-25,BZ,5,77,23,28,140,67,43,858,6649,110,775
2020-03-25,CAL,1,32,2,3,572,7,11,351,5058,18,336
2020-03-25,EMR,92,800,163,255,4518,721,1077,10054,38045,1798,8485
2020-03-25,FVG,6,147,78,84,968,158,70,1139,9494,228,995
2020-03-25,LAZ,15,173,28,43,2298,131,95,1901,20669,226,1716
2020-03-25,LIG,23,189,32,55,610,225,254,2305,6602,479,1880
2020-03-25,LOM,296,1643,624,920,4971,7281,4474,32346,81666,11755,21277
2020-03-25,MAR,56,198,0,56,667,8,287,2934,7896,295,2695
2020-03-25,MOL,0,0,2,2,8,12,8,73,580,20,55
2020-03-25,PIE,75,509,2,77,1186,19,449,6024,16655,468,5630
2020-03-25,PUG,4,88,1,5,878,22,48,1093,8223,70,1028
2020-03-25,SAR,3,21,1,4,160,12,18,442,3019,30,416
2020-03-25,TOS,13,273,3,16,2167,54,142,2972,17868,196,2790
2020-03-25,UMB,0,62,0,0,599,5,19,710,4707,24,686
2020-03-25,VDA,5,1,0,5,20,2,24,401,1200,26,380
2020-03-25,VEN,42,494,58,100,4699,439,258,6442,70877,697,5803
2020-03-26,ABR,11,133,0,11,506,23,63,946,5488,86,871
2020-03-26,BAS,0,21,0,0,189,0,1,134,1046,1,133
2020-03-26,BZ,5,48,0,5,1095,67,48,906,7744,115,795
2020-03-26,CAL,3,42,0,3,875,7,14,393,5933,21,375
2020-03-26,EMR,97,762,71,168,4350,792,1174,10816,42395,1966,8992
2020-03-26,FVG,2,84,39,41,1227,197,72,1223,10721,269,995
2020-03-26,LAZ,11,195,24,35,2102,155,106,2096,22771,261,1868
2020-03-26,LIG,26,262,35,61,702,260,280,2567,7304,540,2087
2020-03-26,LOM,387,2543,558,945,6047,7839,4861,34889,87713,12700,22900
2020-03-26,MAR,23,180,1,24,727,9,310,3114,8623,319,2819
2020-03-26,MOL,0,30,2,2,90,14,8,103,670,22,83
2020-03-26,PIE,0,510,116,116,1399,135,449,6534,18054,584,6063
2020-03-26,PUG,17,89,0,17,968,22,65,1182,9191,87,1112
2020-03-26,SAR,1,52,1,2,442,13,19,494,3461,32,464
2020-03-26,TOS,16,254,41,57,3084,95,158,3226,20952,253,3028
2020-03-26,UMB,1,92,7,8,721,12,20,802,5428,32,778
2020-03-26,VDA,4,7,0,4,7,2,28,408,1203,30,382
2020-03-26,VEN,29,493,69,98,8882,508,287,6935,79759,795,6196
2020-03-27,ABR,5,71,1,6,621,24,68,1017,6109,92,931
2020-03-27,BAS,2,17,1,3,208,1,3,151,1254,4,150
2020-03-27,BZ,12,97,43,55,776,110,60,1003,8520,170,887
2020-03-27,CAL,4,101,0,4,968,7,18,494,6901,25,473
2020-03-27,EMR,93,772,168,261,5403,960,1267,11588,47798,2227,9596
2020-03-27,FVG,4,94,17,21,1120,214,76,1317,11841,290,1048
2020-03-27,LAZ,12,199,9,21,1335,164,118,2295,24106,282,2032
2020-03-27,LIG,51,129,45,96,500,305,331,2696,7804,636,2155
2020-03-27,LOM,541,2409,162,703,8147,8001,5402,37298,95860,13403,24364
2020-03-27,MAR,26,82,1,27,437,10,336,3196,9060,346,2877
2020-03-27,MOL,1,6,0,1,40,14,9,109,710,23,87
2020-03-27,PIE,120,558,41,161,1651,176,569,7092,19705,745,6505
2020-03-27,PUG,4,152,7,11,1042,29,69,1334,10233,98,1247
2020-03-27,SAR,2,36,0,2,340,13,21,530,3801,34,498
2020-03-27,TOS,19,224,8,27,2794,103,177,3450,23746,280,3195
2020-03-27,UMB,1,82,27,28,709,39,21,884,6137,60,852
2020-03-27,VDA,9,44,0,9,49,2,37,452,1252,39,422
2020-03-27,VEN,26,562,28,54,3868,536,313,7497,83627,849,6660
2020-03-28,ABR,8,116,6,14,894,30,76,1133,7003,106,1041
2020-03-28,BAS,0,31,0,0,167,1,3,182,1421,4,178
2020-03-28,BZ,4,106,6,10,648,116,64,1109,9168,180,938
2020-03-28,CAL,3,61,4,7,859,11,21,555,7760,32,530
2020-03-28,EMR,77,795,115,192,5193,1075,1344,12383,52991,2419,10130
2020-03-28,FVG,11,119,15,26,882,229,87,1436,12723,316,1146
2020-03-28,LAZ,6,210,36,42,3073,200,124,2505,27179,324,2221
2020-03-28,LIG,27,126,73,100,373,378,358,2822,8177,736,2185
2020-03-28,LOM,542,2117,961,1503,6643,8962,5944,39415,102503,14906,25778
2020-03-28,MAR,28,177,0,28,824,10,364,3373,9884,374,3027
2020-03-28,MOL,0,14,2,2,97,16,9,123,807,25,100
2020-03-28,PIE,48,579,27,75,1806,203,617,7671,21511,820,6923
2020-03-28,PUG,2,124,0,2,1267,29,71,1458,11500,100,1360
2020-03-28,SAR,5,94,16,21,424,29,26,624,4225,55,590
2020-03-28,TOS,21,367,5,26,1867,108,198,3817,25613,306,3535
2020-03-28,UMB,7,85,4,11,891,43,28,969,7028,71,909
2020-03-28,VDA,4,59,0,4,128,2,41,511,1380,43,472
2020-03-28,VEN,49,433,119,168,5753,655,362,7930,89380,1017,7039
2020-03-29,ABR,12,160,6,18,727,36,88,1293,7730,124,1187
2020-03-29,BAS,1,20,0,1,164,1,4,202,1585,5,198
2020-03-29,BZ,0,105,0,0,969,116,64,1214,10137,180,1033
2020-03-29,CAL,4,59,1,5,725,12,25,614,8485,37,582
2020-03-29,EMR,99,736,66,165,736,1141,1443,13119,52991,2584,10674
2020-03-29,FVG,11,44,12,23,674,241,98,1480,13397,339,1164
2020-03-29,LAZ,12,201,8,20,565,208,136,2706,27744,344,2380
2020-03-29,LIG,19,254,42,61,923,420,377,3076,9100,797,2339
2020-03-29,LOM,416,1592,293,709,4895,9255,6360,41007,107398,15615,25867
2020-03-29,MAR,22,185,2,24,547,12,386,3558,10431,398,3184
2020-03-29,MOL,0,4,2,2,111,18,9,127,918,27,102
2020-03-29,PIE,67,535,51,118,2547,254,684,8206,24058,938,7383
2020-03-29,PUG,15,91,2,17,861,31,86,1549,12361,117,1449
2020-03-29,SAR,1,14,0,1,373,29,27,638,4598,56,583
2020-03-29,TOS,17,305,13,30,1966,121,215,4122,27579,336,3814
2020-03-29,UMB,3,54,52,55,657,95,31,1023,7685,126,952
2020-03-29,VDA,2,73,0,2,100,2,43,584,1480,45,541
2020-03-29,VEN,30,428,60,90,5404,715,392,8358,94784,1107,7299
2020-03-30,ABR,14,52,38,52,218,74,102,1345,7948,176,1221
2020-03-30,BAS,1,12,0,1,248,1,5,214,1833,6,209
2020-03-30,BZ,10,111,37,47,503,153,74,1325,10640,227,1144
2020-03-30,CAL,6,33,2,8,528,14,31,647,9013,45,610
2020-03-30,EMR,95,412,86,181,412,1227,1538,13531,50990,2765,10921
2020-03-30,FVG,9,21,44,53,606,285,107,1501,14003,392,1162
2020-03-30,LAZ,14,208,59,73,5102,267,150,2914,32846,417,2568
2020-03-30,LIG,20,141,17,37,577,437,397,3217,9677,834,2419
2020-03-30,LOM,458,1154,1082,1540,3659,10337,6818,42161,111057,17155,26312
2020-03-30,MAR,31,126,4,35,548,16,417,3684,10979,433,3286
2020-03-30,MOL,0,7,0,0,37,18,9,134,955,27,107
2020-03-30,PIE,65,506,54,119,1420,308,749,8712,25478,1057,7771
2020-03-30,PUG,5,163,5,10,756,36,91,1712,13117,127,1595
2020-03-30,SAR,1,44,3,4,395,32,28,682,4993,60,626
2020-03-30,TOS,16,290,10,26,2520,131,231,4412,30099,362,4074
2020-03-30,UMB,2,28,89,91,465,184,33,1051,8150,217,925
2020-03-30,VDA,7,0,14,21,56,16,50,584,1536,66,539
2020-03-30,VEN,21,366,32,53,5157,747,413,8724,99941,1160,7575
2020-03-31,ABR,13,56,21,34,810,95,115,1401,8758,210,1225
2020-03-31,BAS,2,12,2,4,210,3,7,226,2043,10,220
2020-03-31,BZ,2,46,0,2,635,153,76,1371,11275,229,1143
2020-03-31,CAL,5,12,3,8,314,17,36,659,9327,53,614
2020-03-31,EMR,106,543,250,356,3542,1477,1644,14074,54532,3121,11283
2020-03-31,FVG,6,92,35,41,896,320,113,1593,14899,433,1201
2020-03-31,LAZ,12,181,24,36,1831,291,162,3095,34677,453,2676
2020-03-31,LIG,31,199,43,74,699,480,428,3416,10376,908,2581
2020-03-31,LOM,381,1047,548,929,3583,10885,7199,43208,114640,18084,25819
2020-03-31,MAR,35,141,5,40,745,21,452,3825,11724,473,3392
2020-03-31,MOL,0,10,0,0,94,18,9,144,1049,27,117
2020-03-31,PIE,105,589,57,162,2180,365,854,9301,27658,1219,8241
2020-03-31,PUG,19,91,3,22,956,39,110,1803,14073,149,1676
2020-03-31,SAR,3,40,2,5,264,34,31,722,5257,65,662
2020-03-31,TOS,13,196,7,20,3066,138,244,4608,33165,382,4244
2020-03-31,UMB,4,27,6,10,535,190,37,1078,8685,227,861
2020-03-31,VDA,6,44,4,10,46,20,56,628,1582,76,562
2020-03-31,VEN,64,431,81,145,6297,828,477,9155,106238,1305,7953
2020-04-01,ABR,8,35,7,15,852,102,123,1436,9610,225,1226
2020-04-01,BAS,2,11,0,2,219,3,9,237,2262,12,227
2020-04-01,BZ,40,47,37,77,676,190,116,1418,11951,306,1188
2020-04-01,CAL,2,10,4,6,656,21,38,669,9983,59,616
2020-04-01,EMR,88,713,89,177,3925,1566,1732,14787,58457,3298,11640
2020-04-01,FVG,9,92,37,46,1088,357,122,1685,15987,479,1252
2020-04-01,LAZ,7,169,46,53,1133,337,169,3264,35810,506,2809
2020-04-01,LIG,32,244,75,107,958,555,460,3660,11334,1015,2751
2020-04-01,LOM,394,1565,530,924,6809,11415,7593,44773,121449,19008,26455
2020-04-01,MAR,25,137,8,33,572,29,477,3962,12296,506,3489
2020-04-01,MOL,1,16,1,2,108,19,10,160,1157,29,133
2020-04-01,PIE,32,494,74,106,2402,439,886,9795,30060,1325,8573
2020-04-01,PUG,19,143,22,41,1136,61,129,1946,15209,190,1797
2020-04-01,SAR,3,23,2,5,244,36,34,745,5501,70,680
2020-04-01,TOS,9,259,44,53,3410,182,253,4867,36575,435,4483
2020-04-01,UMB,0,17,4,4,395,194,37,1095,9080,231,868
2020-04-01,VDA,3,3,12,15,135,32,59,631,1717,91,555
2020-04-01,VEN,22,470,74,96,6508,902,499,9625,112746,1401,8278
2020-04-02,ABR,10,61,11,21,1037,113,133,1497,10647,246,1272
2020-04-02,BAS,1,9,0,1,165,3,10,246,2427,13,234
2020-04-02,BZ,13,61,0,13,726,190,129,1479,12677,319,1172
2020-04-02,CAL,3,22,2,5,696,23,41,691,10679,64,632
2020-04-02,EMR,79,546,97,176,2050,1663,1811,15333,60507,3474,12009
2020-04-02,FVG,7,114,19,26,1134,376,129,1799,17121,505,1320
2020-04-02,LAZ,16,169,32,48,5765,369,185,3433,41575,554,2925
2020-04-02,LIG,28,122,79,107,735,634,488,3782,12069,1122,2766
2020-04-02,LOM,367,1292,814,1181,6837,12229,7960,46065,128286,20189,26823
2020-04-02,MAR,26,136,11,37,647,40,503,4098,12943,543,3592
2020-04-02,MOL,1,5,2,3,72,21,11,165,1229,32,136
2020-04-02,PIE,97,558,132,229,2040,571,983,10353,32100,1554,9025
2020-04-02,PUG,15,131,8,23,1345,69,144,2077,16554,213,1887
2020-04-02,SAR,6,49,0,6,469,36,40,794,5970,76,724
2020-04-02,TOS,15,406,34,49,4149,216,268,5273,40724,484,4836
2020-04-02,UMB,1,33,11,12,657,205,38,1128,9737,243,897
2020-04-02,VDA,4,37,17,21,217,49,63,668,1934,112,577
2020-04-02,VEN,33,486,99,132,7574,1001,532,10111,120320,1533,8668
2020-04-03,ABR,13,66,3,16,1243,116,146,1563,11890,262,1317
2020-04-03,BAS,1,15,0,1,195,3,11,261,2622,14,248
2020-04-03,BZ,10,80,21,31,1299,211,139,1559,13976,350,1239
2020-04-03,CAL,4,42,3,7,929,26,45,733,11608,71,669
2020-04-03,EMR,91,599,189,280,3175,1852,1902,15932,63682,3754,12432
2020-04-03,FVG,7,80,43,50,2864,419,136,1879,19985,555,1374
2020-04-03,LAZ,14,167,23,37,2201,392,199,3600,43776,591,3044
2020-04-03,LIG,31,183,66,97,865,700,519,3965,12934,1219,2842
2020-04-03,LOM,351,1455,791,1142,6765,13020,8311,47520,135051,21331,27097
2020-04-03,MAR,54,132,2,56,735,42,557,4230,13678,599,3687
2020-04-03,MOL,0,11,0,0,149,21,11,176,1378,32,144
2020-04-03,PIE,60,543,152,212,2181,723,1043,10896,34281,1766,9339
2020-04-03,PUG,20,105,0,20,1370,69,164,2182,17924,233,1969
2020-04-03,SAR,1,31,4,5,508,40,41,825,6478,81,749
2020-04-03,TOS,22,226,84,106,3736,300,290,5499,44460,590,5013
2020-04-03,UMB,1,51,15,16,877,220,39,1179,10614,259,936
2020-04-03,VDA,7,51,40,47,172,89,70,719,2106,159,607
2020-04-03,VEN,40,353,30,70,6170,1031,572,10464,126490,1603,8889
2020-04-04,ABR,7,65,3,10,947,119,153,1628,12837,272,1366
2020-04-04,BAS,0,3,6,6,143,9,11,264,2765,20,250
2020-04-04,BZ,7,33,34,41,1069,245,146,1592,15045,391,1241
2020-04-04,CAL,4,8,4,8,706,30,49,741,12314,79,670
2020-04-04,EMR,75,608,188,263,3393,2040,1977,16540,67075,4017,12760
2020-04-04,FVG,9,107,86,95,1141,505,145,1986,21126,650,1431
2020-04-04,LAZ,13,157,47,60,848,439,212,3757,44624,651,3164
2020-04-04,LIG,23,238,67,90,1153,767,542,4203,14087,1309,2983
2020-04-04,LOM,345,1598,222,567,6826,13242,8656,49118,141877,21898,27553
2020-04-04,MAR,17,111,228,245,794,270,574,4341,14472,844,3742
2020-04-04,MOL,0,30,3,3,126,24,11,206,1504,35,174
2020-04-04,PIE,85,813,165,250,2900,888,1128,11709,37181,2016,9940
2020-04-04,PUG,9,58,25,34,1053,94,173,2240,18977,267,2007
2020-04-04,SAR,0,49,4,4,311,44,41,874,6789,85,793
2020-04-04,TOS,17,172,10,27,3426,310,307,5671,47886,617,5079
2020-04-04,UMB,2,31,22,24,1195,242,41,1210,11809,283,951
2020-04-04,VDA,12,29,17,29,168,106,82,748,2274,188,589
2020-04-04,VEN,35,360,93,128,6799,1124,607,10824,133289,1731,9179
2020-04-05,ABR,5,75,6,11,761,125,158,1703,13598,283,1431
2020-04-05,BAS,2,14,2,4,166,11,13,278,2931,24,258
2020-04-05,BZ,12,52,15,27,678,260,158,1644,15723,418,1252
2020-04-05,CAL,7,54,3,10,763,33,56,795,13077,89,716
2020-04-05,EMR,74,549,161,235,2911,2201,2051,17089,69986,4252,13046
2020-04-05,FVG,9,62,26,35,526,531,154,2048,21652,685,1398
2020-04-05,LAZ,7,123,36,43,123,475,219,3880,44658,694,3227
2020-04-05,LIG,14,246,33,47,960,800,556,4449,15047,1356,3139
2020-04-05,LOM,249,1337,184,433,8107,13426,8905,50455,149984,22331,28323
2020-04-05,MAR,25,123,17,42,780,287,599,4464,15252,886,3620
2020-04-05,MOL,2,18,0,2,18,24,13,224,1504,37,189
2020-04-05,PIE,40,653,129,169,1358,1017,1168,12362,38539,2185,10343
2020-04-05,PUG,9,77,19,28,1103,113,182,2317,20080,295,2050
2020-04-05,SAR,2,33,5,7,368,49,43,907,7157,92,822
2020-04-05,TOS,18,176,27,45,3120,337,325,5847,51006,662,5228
2020-04-05,UMB,2,29,56,58,639,298,43,1239,12448,341,956
2020-04-05,VDA,9,34,9,18,116,115,91,782,2390,206,594
2020-04-05,VEN,24,402,62,86,7621,1186,631,11226,140910,1817,9453
2020-04-06,ABR,11,18,2,13,600,127,169,1721,14198,296,1438
2020-04-06,BAS,0,9,1,1,130,12,13,287,3061,25,263
2020-04-06,BZ,6,78,38,44,1102,298,164,1722,16825,462,1303
2020-04-06,CAL,2,22,4,6,556,37,58,817,13633,95,728
2020-04-06,EMR,57,467,196,253,2177,2397,2108,17556,72163,4505,13278
2020-04-06,FVG,4,55,18,22,620,549,158,2103,22272,707,1418
2020-04-06,LAZ,10,151,27,37,2812,502,229,4031,47470,731,3335
2020-04-06,LIG,39,100,37,76,486,837,595,4549,15533,1432,3192
2020-04-06,LOM,297,1079,437,734,5005,13863,9202,51534,154989,23065,28969
2020-04-06,MAR,13,150,9,22,667,296,612,4614,15919,908,3728
2020-04-06,MOL,0,0,0,0,42,24,13,224,1546,37,187
2020-04-06,PIE,83,562,111,194,2584,1128,1251,12924,41123,2379,10736
2020-04-06,PUG,13,127,21,34,1979,134,195,2444,22059,329,2149
2020-04-06,SAR,4,15,7,11,364,56,47,922,7521,103,830
2020-04-06,TOS,25,154,13,38,1843,350,350,6001,52849,700,5337
2020-04-06,UMB,1,14,39,40,125,337,44,1253,12573,381,912
2020-04-06,VDA,5,23,27,32,200,142,96,805,2590,238,599
2020-04-06,VEN,31,362,18,49,5378,1204,662,11588,146288,1866,9729
2020-04-07,ABR,3,78,9,12,706,136,172,1799,14904,308,1503
2020-04-07,BAS,1,4,0,1,99,12,14,291,3160,26,266
2020-04-07,BZ,10,89,38,48,936,336,174,1811,17761,510,1348
2020-04-07,CAL,2,16,3,5,439,40,60,833,14072,100,738
2020-04-07,EMR,72,269,200,272,3028,2597,2180,17825,75191,4777,13294
2020-04-07,FVG,6,50,61,67,1264,610,164,2153,23536,774,1446
2020-04-07,LAZ,9,118,44,53,1404,546,238,4149,48874,784,3416
2020-04-07,LIG,25,208,88,113,1046,925,620,4757,16579,1545,3324
2020-04-07,LOM,282,791,635,917,4342,14498,9484,52325,159331,23982,29026
2020-04-07,MAR,18,96,46,64,700,342,630,4710,16619,972,3802
2020-04-07,MOL,0,0,2,2,35,26,13,224,1581,39,187
2020-04-07,PIE,68,419,192,260,2998,1320,1319,13343,44121,2639,10961
2020-04-07,PUG,14,70,34,48,1090,168,209,2514,23149,377,2185
2020-04-07,SAR,5,13,6,11,159,62,52,935,7680,114,832
2020-04-07,TOS,19,172,27,46,3802,377,369,6173,56651,746,5471
2020-04-07,UMB,5,10,31,36,701,368,49,1263,13274,417,882
2020-04-07,VDA,4,30,0,4,164,142,100,835,2754,242,597
2020-04-07,VEN,33,337,61,94,7254,1265,695,11925,153542,1960,10017
2020-04-08,ABR,7,60,10,17,942,146,179,1859,15846,325,1551
2020-04-08,BAS,0,6,1,1,136,13,14,297,3296,27,271
2020-04-08,BZ,9,24,35,44,1104,371,183,1835,18865,554,1324
2020-04-08,CAL,0,26,4,4,905,44,60,859,14977,104,759
2020-04-08,EMR,54,409,293,347,3176,2890,2234,18234,78367,5124,13431
2020-04-08,FVG,5,65,24,29,1262,634,169,2218,24798,803,1444
2020-04-08,LAZ,6,117,28,34,6239,574,244,4266,55113,818,3480
2020-04-08,LIG,34,149,82,116,942,1007,654,4906,17521,1661,3360
2020-04-08,LOM,238,1089,649,887,8226,15147,9722,53414,167557,24869,29198
2020-04-08,MAR,22,149,303,325,913,645,652,4859,17532,1297,3887
2020-04-08,MOL,0,2,6,6,421,32,13,226,2002,45,187
2020-04-08,PIE,59,540,196,255,4374,1516,1378,13883,48495,2894,11241
2020-04-08,PUG,10,120,9,19,1344,177,219,2634,24493,396,2257
2020-04-08,SAR,7,40,14,21,813,76,59,975,8493,135,861
2020-04-08,TOS,23,206,53,76,4334,430,392,6379,60985,822,5631
2020-04-08,UMB,1,26,48,49,831,416,50,1289,14105,466,872
2020-04-08,VDA,2,15,0,2,199,142,102,850,2953,244,608
2020-04-08,VEN,41,485,238,279,9705,1503,736,12410,163247,2239,10408
2020-04-09,ABR,15,72,25,40,1001,171,194,1931,16847,365,1606
2020-04-09,BAS,1,6,0,1,178,13,15,303,3474,28,276
2020-04-09,BZ,4,68,30,34,1010,401,187,1903,19875,588,1348
2020-04-09,CAL,1,15,4,5,721,48,61,874,15698,109,770
2020-04-09,EMR,82,443,213,295,3348,3103,2316,18677,81715,5419,13527
2020-04-09,FVG,2,81,104,106,1407,738,171,2299,26205,909,1496
2020-04-09,LAZ,9,163,70,79,2994,644,253,4429,58107,897,3609
2020-04-09,LIG,28,114,78,106,925,1085,682,5020,18446,1767,3358
2020-04-09,LOM,300,1388,559,859,9396,15706,10022,54802,176953,25728,29699
2020-04-09,MAR,17,96,240,257,662,885,669,4955,18194,1554,3658
2020-04-09,MOL,0,8,0,0,67,32,13,234,2069,45,189
2020-04-09,PIE,76,639,216,292,4312,1732,1454,14522,52807,3186,11625
2020-04-09,PUG,6,82,13,19,1595,190,225,2716,26088,415,2320
2020-04-09,SAR,5,51,10,15,425,86,64,1026,8918,150,891
