Date,Code,Confirmed,Deaths,ICU,incidenceRate,populationBaseline,Recovered,susceptiblePopulation,susceptibleRate,Tested,TestedPositive,totalPopulation,region,populationDensity,airPassengersArrived,airPassengersDeparted,touristArrivals,broadbandAccess,deathRateDiabetes,deathRateInfluenza,deathRateChd,deathRateCancer,deathRatePneumonia,availableBeds,maritimePassengersDisembarked,maritimePassengersEmbarked,riskOfPovertyOrSocialExclusion,railTravelers
2020-04-07,TN,128,14,78,2.3699916062999165e-4,540181.8406046776,342,537854.3009799281,0.9958673271365145,12030,2476,540086.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,1405.8558356164385
2020-04-07,TOS,172,19,263,4.618713815769074e-5,3723326.163051186,377,3718176.4599445574,0.998441452617051,56651,6173,3723980.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,33531.97191780822
2020-04-07,UMB,10,5,41,1.135441587140864e-5,880521.6174166874,368,879500.6147589,0.9986215739132109,13274,1263,880714.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4218.38312328767
2020-04-07,VDA,30,4,17,2.39257903154848e-4,125453.22877080941,142,124652.70759260548,0.9941381813727063,2754,835,125387.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,1174.6709589041097
2020-04-07,VEN,337,33,297,6.880080260819455e-5,4897547.659495725,1265,4886968.672465217,0.9977073204353412,153542,11925,4898198.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,18383.73945205479
2020-04-08,ABR,60,7,62,4.5817609869296556e-5,1309353.9297351288,146,1307860.1565284922,0.9987171069236597,15846,1859,1309540.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.1306849315065
2020-04-08,BAS,6,0,17,1.0675085034539077e-5,561913.6744049792,13,561773.4127205629,0.9994964918225375,3296,297,562056.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,488.37446575342466
2020-04-08,BZ,24,9,65,4.526240523467019e-5,530276.4617399216,371,528589.3752775213,0.9968844377730135,18865,1835,530241.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,2932.725753424658
2020-04-08,CAL,26,0,15,1.3372370715823944e-5,1943826.24510826,44,1943509.4494811445,0.9995895710834143,14977,859,1944307.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,2035.823835616438
2020-04-08,CAM,120,5,78,2.0713798620998816e-5,5791845.117577932,407,5790192.675428187,0.9994740421300151,13258,2602,5793239.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.47723287671
2020-04-08,EMR,409,54,361,9.18911975740448e-5,4451908.182888902,2890,4434915.983224974,0.9964052343247317,78367,18234,4450915.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,15360.197260273973
2020-04-08,FVG,65,5,41,5.3571713936356024e-5,1213157.476091984,634,1211277.8701692268,0.9983112547406832,24798,2218,1213326.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,3578.5689315068503
2020-04-08,LAZ,117,6,196,1.993016987666689e-5,5869103.767924994,574,5866474.87604404,0.999314879117573,55113,4266,5870496.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,57014.95758904109
2020-04-08,LIG,149,34,153,9.626653919745877e-5,1548008.1867705225,1007,1543533.982981855,0.9972528501700162,17521,4906,1547785.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,18058.566164383563
2020-04-08,LOM,1089,238,1257,1.0850311449942906e-4,10043498.758970913,15147,9992886.258827126,0.9956467235273563,167557,53414,10036578.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,67647.1644109589
2020-04-08,MAR,149,22,133,9.786824723732197e-5,1522682.2441338156,645,1518247.9760116576,0.9972366998917623,17532,4859,1522454.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,4072.072219178083
2020-04-08,MOL,2,0,4,6.553715634092968e-6,305098.2936182782,32,304957.3967129479,0.9993020292849691,2002,226,305170.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,877.7906849315066
2020-04-08,PIE,540,59,423,1.2417083721126987e-4,4349012.119445017,1516,4336342.218298283,0.9971245253345797,48495,13883,4348847.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,20831.77890410959
2020-04-08,PUG,120,10,90,2.9827613839762837e-5,4022214.717105408,177,4020702.660187401,0.9993997192714748,24493,2634,4023117.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,5463.292273972603
2020-04-08,SAR,40,7,31,2.4431870728896036e-5,1636808.2152886991,76,1636289.7810821356,0.9994405101603083,8493,975,1637205.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,2134.101863013698
2020-04-08,SIC,62,8,65,1.2418219379011927e-5,4991404.968890426,133,4990638.254650421,0.9995942046377116,27438,2159,4992664.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,3548.320630136986
2020-04-08,TN,126,11,97,2.333008004094651e-4,540179.6250871612,188,537728.3009799281,0.9956543096939602,27784,3268,540075.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,1405.8558356164385
2020-04-08,TOS,206,23,260,5.531749549122587e-5,3723310.89209294,430,3717970.4599445574,0.9983923017208448,60985,6379,3723957.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,33531.97191780822
2020-04-08,UMB,26,1,41,2.9521514785618065e-5,880518.0060197092,416,879474.6147589,0.9985931862761777,14105,1289,880713.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4218.38312328767
2020-04-08,VDA,15,2,20,1.196308597526678e-4,125452.71423328717,142,124637.70759260548,0.9940344077936669,2953,850,125385.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,1174.6709589041097
2020-04-08,VEN,485,41,285,9.901682069697483e-5,4897527.572551273,1503,4886483.672465217,0.9976166549179042,163247,12410,4898157.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,18383.73945205479
2020-04-09,ABR,72,15,57,5.49817616263819e-5,1309348.559512829,171,1307788.1565284922,0.9986735650007635,16847,1931,1309525.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.1306849315065
2020-04-09,BAS,6,1,17,1.0675104027479619e-5,561911.3697558875,13,561767.4127205629,0.9994875950066809,3474,303,562055.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,488.37446575342466
2020-04-09,BZ,68,4,64,1.2824444894026836e-4,530274.2868486143,401,528521.3752775213,0.9967637136120368,19875,1903,530237.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,2932.725753424658
2020-04-09,CAL,15,1,15,7.714833227037273e-6,1943818.2726427475,48,1943494.4494811445,0.9995823703613097,15698,874,1944306.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,2035.823835616438
2020-04-09,CAM,76,6,69,1.3118752713592677e-5,5791821.362735867,462,5790116.675428187,0.9994619585235754,14338,3344,5793233.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.47723287671
2020-04-09,EMR,443,82,355,9.953190832766407e-5,4451889.923703163,3103,4434472.983224974,0.9963240597016955,81715,18677,4450833.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,15360.197260273973
2020-04-09,FVG,81,2,37,6.675870740925522e-5,1213152.5004126176,738,1211196.8701692268,0.9982461416127544,26205,2299,1213324.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,3578.5689315068503
2020-04-09,LAZ,163,9,198,2.7766005729295742e-5,5869079.696212053,644,5866311.87604404,0.9992886451538311,58107,4429,5870487.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,57014.95758904109
2020-04-09,LIG,114,28,154,7.365492619225371e-5,1548001.8377247097,1085,1543419.982981855,0.9971972362296316,18446,5020,1547757.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,18058.566164383563
2020-04-09,LOM,1388,300,1236,1.3829827792779896e-4,10043457.56627291,15706,9991498.258827126,0.9955381866818395,176953,54802,10036278.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,67647.1644109589
2020-04-09,MAR,96,17,133,6.305675601412146e-5,1522675.998960561,885,1518151.9760116576,0.9971847785804528,18194,4955,1522437.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,4072.072219178083
2020-04-09,MOL,8,0,4,2.6214862536371872e-5,305097.0422792607,32,304949.3967129479,0.9992758144224327,2069,234,305170.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,877.7906849315066
2020-04-09,PIE,639,76,412,1.469380585741751e-4,4348994.282280186,1732,4335703.218298283,0.9969950132246521,52807,14522,4348771.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,20831.77890410959
2020-04-09,PUG,82,6,86,2.038223318817364e-5,4022198.220276951,190,4020620.660187401,0.9993808275259544,26088,2716,4023111.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,5463.292273972603
2020-04-09,SAR,51,5,25,3.115073031316946e-5,1636801.502035866,86,1636238.7810821356,0.9994124117144849,8918,1026,1637200.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,2134.101863013698
2020-04-09,SIC,73,5,63,1.4621466492431668e-5,4991384.496996874,152,4990565.254650421,0.9995805842351349,28742,2232,4992659.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,3548.320630136986
2020-04-09,TN,106,13,94,1.9627365177622274e-4,540177.4095787316,244,537622.3009799281,0.9954820027326983,29664,2708,540062.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,1405.8558356164385
2020-04-09,TOS,173,16,256,4.6456154550446575e-5,3723295.6211973266,441,3717797.4599445574,0.998350135181746,65461,6552,3723941.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,33531.97191780822
2020-04-09,UMB,9,1,38,1.0218997490417235e-5,880514.3946375428,455,879465.6147589,0.99858410112549445,15170,1298,880712.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4218.38312328767
2020-04-09,VDA,18,3,18,0.00014356046655560946,125452.19969787527,154,124619.70759260548,0.9939146313343372,3142,868,125382.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,1174.6709589041097
2020-04-09,VEN,523,20,274,1.0677527561955517e-4,4897507.485689205,1728,4885960.672465217,0.997513953095183,171456,12933,4898137.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,18383.73945205479
2020-04-10,ABR,83,4,53,6.338194658880573e-5,1309343.1893125547,181,1307705.1565284922,0.9986132335541533,18088,2014,1309521.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.1306849315065
2020-04-10,BAS,5,0,15,8.895920022899682e-6,561909.0651162482,14,561762.4127205629,0.9994786990866581,3696,308,562055.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,488.37446575342466
2020-04-10,BZ,52,4,58,9.807002430351253e-5,530272.1119662272,447,528469.3752775213,0.996673163021704,20866,1955,530233.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,2932.725753424658
2020-04-10,CAL,27,4,14,1.3886728377678691e-5,1943810.3002099334,50,1943467.4494811445,0.9995705400668384,16637,901,1944302.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,2035.823835616438
2020-04-10,CAM,98,4,90,1.6916298073881677e-5,5791797.607991231,248,5790018.675428187,0.9994457323151507,31745,3442,5793229.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.47723287671
2020-04-10,EMR,451,81,349,1.0133116838877219e-4,4451871.664592313,3381,4434021.983224974,0.9962408608019677,85884,19128,4450752.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,15360.197260273973
2020-04-10,FVG,50,8,33,4.1209350359586014e-5,1213147.5247536586,772,1211146.8701692268,0.9982115141943939,28097,2349,1213316.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,3578.5689315068503
2020-04-10,LAZ,154,10,201,2.6232958074577832e-5,5869055.624597841,687,5866157.87604404,0.999264114422843,61769,4583,5870477.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,57014.95758904109
2020-04-10,LIG,171,27,151,1.1048431664174079e-4,1547995.488704937,1181,1543248.982981855,0.9971041479111796,19514,5191,1547730.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,18058.566164383563
2020-04-10,LOM,1246,216,1202,1.241522788386543e-4,10043416.373743858,16280,9990252.258827126,0.9954354607595516,186325,56048,10036062.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,67647.1644109589
2020-04-10,MAR,129,13,127,8.47332394256597e-5,1522669.7538129203,1086,1518022.9760116576,0.9971085603104515,18970,5084,1522424.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,4072.072219178083
2020-04-10,MOL,9,0,4,2.9491720353418353e-5,305095.79094537545,37,304940.3967129479,0.9992463227020794,2069,243,305170.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,877.7906849315066
2020-04-10,PIE,490,78,394,1.1267752757039624e-4,4348976.445188513,1904,4335213.218298283,0.9969002182211246,57457,15012,4348693.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,20831.77890410959
2020-04-10,PUG,93,13,80,2.3116509898285206e-5,4022181.723516154,235,4020527.660187401,0.9993609403553926,27812,2809,4023098.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,5463.292273972603
2020-04-10,SAR,37,5,26,2.2599618461968028e-5,1636794.7888105668,118,1636201.7810821356,0.9993928643040217,9444,1063,1637195.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,2134.101863013698
2020-04-10,SIC,70,10,62,1.4020612390265198e-5,4991364.025187286,187,4990495.254650421,0.9995685657273052,31156,2302,4992649.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,3548.320630136986
2020-04-10,TN,108,7,70,1.9997952025289714e-4,540175.1940793889,547,537514.3009799281,0.9952949262873833,14981,2816,540055.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,1405.8558356164385
2020-04-10,TOS,175,46,256,4.699380041205707e-5,3723280.3503643456,451,3717622.4599445574,0.9983154736572295,72001,6727,3723895.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,33531.97191780822
2020-04-10,UMB,4,1,39,4.541781819347328e-6,880510.7832701881,498,879461.6147589,0.9985806931814539,16325,1302,880711.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4218.38312328767
2020-04-10,VDA,11,2,16,8.773279566854783e-5,125451.6851645737,170,124608.70759260548,0.9938427528858074,3328,879,125380.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,1174.6709589041097
2020-04-10,VEN,488,37,257,9.963045527898252e-5,4897487.398909522,1981,4885472.672465217,0.9974218578088873,180700,13421,4898100.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,18383.73945205479
2020-04-11,ABR,106,8,54,8.094611304326645e-5,1309337.819134306,190,1307599.1565284922,0.9985383881097659,19441,2120,1309513.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.1306849315065
2020-04-11,BAS,4,2,12,7.116761342375635e-6,561906.7604860612,14,561758.4127205629,0.9994751388509998,4050,312,562053.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,488.37446575342466
2020-04-11,BZ,2,9,56,3.7719880361086623e-6,530269.9370927602,488,528467.3752775213,0.9966863085102785,22186,1957,530224.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,2932.725753424658
2020-04-11,CAL,14,1,15,7.200529528862941e-6,1943802.3278098176,57,1943453.4494811445,0.999563853639966,17493,915,1944301.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,2035.823835616438
2020-04-11,CAM,75,7,85,1.2946162128051918e-5,5791773.853344023,277,5789943.675428187,0.9994339937917616,33781,3517,5793222.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.47723287671
2020-04-11,EMR,507,84,341,1.1391545898176988e-4,4451853.405556351,3659,4433514.983224974,0.9961457479617885,91759,19635,4450668.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,15360.197260273973
2020-04-11,FVG,44,6,28,3.6264407648357335e-5,1213142.549115107,826,1211102.8701692268,0.9981801860889188,29685,2393,1213310.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,3578.5689315068503
2020-04-11,LAZ,140,10,203,2.3848184328085018e-5,5869031.553082356,720,5866017.87604404,0.9992419684267144,65241,4723,5870467.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,57014.95758904109
2020-04-11,LIG,185,25,146,1.1953174700764138e-4,1547989.1397112045,1309,1543063.982981855,0.9970007223264353,20888,5376,1547705.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,18058.566164383563
2020-04-11,LOM,1544,273,1174,1.5384938445593127e-4,10043375.181383753,16823,9988708.258827126,0.9953086898513149,196302,57592,10035789.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,67647.1644109589
2020-04-11,MAR,127,7,118,8.341992934995896e-5,1522663.5086908937,1291,1517895.9760116576,0.9970297250352715,20060,5211,1522417.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,4072.072219178083
2020-04-11,MOL,3,1,4,9.83060566463647e-6,305094.53961662244,39,304937.3967129479,0.9992397664952681,2201,246,305169.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,877.7906849315066
2020-04-11,PIE,996,101,384,2.290396408771022e-4,4348958.608169998,2205,4334217.218298283,0.9966943324923611,62577,16008,4348592.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,20831.77890410959
2020-04-11,PUG,95,15,73,2.36137271864674e-5,4022165.2268230175,249,4020432.660187401,0.9993410527287229,29463,2904,4023083.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,5463.292273972603
2020-04-11,SAR,28,4,24,1.7102455755973088e-5,1636788.0756128014,130,1636173.7810821356,0.9993782035728721,10120,1091,1637191.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,2134.101863013698
2020-04-11,SIC,62,6,58,1.2418271612386847e-5,4991343.553461661,209,4990433.254650421,0.9995573487054294,33787,2364,4992643.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,3548.320630136986
2020-04-11,TN,154,9,62,0.00028516073477507944,540172.9785891328,622,537360.3009799281,0.9950263523791827,16646,2970,540046.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,1405.8558356164385
2020-04-11,TOS,231,13,237,6.203203309575974e-5,3723265.079593997,499,3717391.4599445574,0.9982569267237031,75756,6958,3723882.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,33531.97191780822
2020-04-11,UMB,7,0,39,7.948118183857824e-6,880507.1719176453,534,879454.6147589,0.9985727450632701,17661,1309,880711.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4218.38312328767
2020-04-11,VDA,23,0,17,1.8344130003423637e-4,125451.17063338245,205,124585.70759260548,0.9936593115857731,3464,902,125380.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,1174.6709589041097
2020-04-11,VEN,347,38,251,7.084433646606512e-5,4897467.312212224,2188,4885125.672465217,0.9973587516401686,190912,13768,4898062.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,18383.73945205479
2020-04-12,ABR,40,6,54,3.0545842991832237e-5,1309332.4489780825,206,1307559.1565284922,0.9985124174462978,20594,2160,1309507.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.1306849315065
2020-04-12,BAS,3,1,12,5.337580503353373e-6,561904.4558653265,20,561755.4127205629,0.999471579530168,4355,315,562052.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,488.37446575342466
2020-04-12,BZ,141,5,45,2.659276642355806e-4,530267.7622282134,378,528326.3752775213,0.9964297796567521,23246,2098,530219.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,2932.725753424658
2020-04-12,CAL,8,0,14,4.114588302207395e-6,1943794.3554424,62,1943445.4494811445,0.9995597390516638,18211,923,1944301.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,2035.823835616438
2020-04-12,CAM,87,4,82,1.5017558437593362e-5,5791750.098794243,305,5789856.675428187,0.9994196663049748,35448,3604,5793218.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.47723287671
2020-04-12,EMR,463,83,335,1.0403124481700316e-4,4451835.146595278,3862,4433051.983224974,0.9960602940677725,96704,20098,4450585.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,15360.197260273973
2020-04-12,FVG,38,10,28,3.1319519283539206e-5,1213137.5734969627,910,1211064.8701692268,0.9981570935495265,29988,2431,1213300.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,3578.5689315068503
