"ITTER107","Territory","TIPO_DATO7","Air Transport Indicators","ARRIVO_PARTENZA","Arriving-Departing","AEROPORTI","Airports","SERVIZIO_AEREO_TIPO","Air service type","ISO","Nationality of the vector","ISO_OD","Origin / Destination","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",254307,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",110038,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",1,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",254308,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",110038,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",306,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",283,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",306,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",283,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",492836,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",469551,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",1,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",96,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",349,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",492932,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",469900,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",1,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",607258,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",610463,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",2,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",49721,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",62862,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",656979,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",86692,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",197350,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",108076,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",264861,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",673325,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",204345,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",82417,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",114869,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",271694,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",82623,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",202031,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",7,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",3,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",1,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",3,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",2,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",2,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",1,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",114422,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",140912,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",1,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",49625,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",62513,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",164047,,
"IT","Italy","PASS","passengers carried","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",203425,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","AHO","Alghero-Fertilia airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",1,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",256329,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",111204,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",6,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",256329,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",111210,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",547,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",116,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",547,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",116,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",500369,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",478600,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",739,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",500369,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",479339,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",611358,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",622268,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",1,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",49873,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",58776,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",661231,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",89448,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",180530,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",116908,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",274345,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",681044,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",191734,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",81993,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",124569,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",282748,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",85665,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",184919,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",1,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",1,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",0,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",110989,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",143668,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","DE","departures","AHO","Alghero-Fertilia airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",1,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",49873,,
"IT","Italy","PASS","passengers carried","DE","departures","AHO","Alghero-Fertilia airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",58037,,
