"ITTER107","Territory","TIPO_DATO7","Air Transport Indicators","ARRIVO_PARTENZA","Arriving-Departing","AEROPORTI","Airports","SERVIZIO_AEREO_TIPO","Air service type","ISO","Nationality of the vector","ISO_OD","Origin / Destination","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","T","freight and mail carried - tons ","DE","departures","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",526,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",4006,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSH","internal scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTNSH","internal non-scheduled","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",526,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",4006,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","INTSE","internal service","WORLD","All countries of the world","IT","Italy","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",854,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",9227,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","SCS","scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",71,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",718,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","NSSH","non-scheduled service","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",854,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",71,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",9227,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",718,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","PATR","direct transit passeggers","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","PATR","direct transit passeggers","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q1","Q1-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q2","Q2-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q4","Q4-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2017-Q3","Q3-2017",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q2","Q2-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q1","Q1-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q4","Q4-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2018-Q3","Q3-2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q1","Q1-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ALL","Total","WORLD","All countries of the world","WORLD","All countries of the world","2019-Q2","Q2-2019",,"g","the instance exists, but is not known for any reason"
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",328,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",5221,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSH","international scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",71,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",718,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLNSH","international non-scheduled","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",328,,
"IT","Italy","FLIGHT","commercial flights","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",71,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",5221,,
"IT","Italy","PASS","passengers carried","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",718,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","ALL","Total","EBA","Marina di Campo-Isola d'Elba airport","ITLSE","international service","WORLD","All countries of the world","WRL_X_ITA","Foreign countries","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",2480545,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",2367348,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2017","2017",476,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTSH","internal scheduled","IT","Italy","IT","Italy","2018","2018",236,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",174,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2017","2017",0,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTNSH","internal non-scheduled","IT","Italy","IT","Italy","2018","2018",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",2480545,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",2367522,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTSE","internal service","IT","Italy","IT","Italy","2017","2017",476,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","INTSE","internal service","IT","Italy","IT","Italy","2018","2018",236,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",716111,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",639335,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",296,,
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","ITLSH","international scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",214,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
"IT","Italy","PASS","passengers carried","AR","arrivals","LIN","Milano-Linate airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2018","2018",,"g","the instance exists, but is not known for any reason"
"IT","Italy","T","freight and mail carried - tons ","AR","arrivals","LIN","Milano-Linate airport","ITLNSH","international non-scheduled","IT","Italy","WRL_X_ITA","Foreign countries","2017","2017",0,,
