Date,VDA_Confirmed,VDA_Deaths,LIG_Confirmed,LIG_Deaths,PIE_Confirmed,PIE_Deaths,LOM_Confirmed,LOM_Deaths,VEN_Confirmed,VEN_Deaths,TN_Confirmed,TN_Deaths,BZ_Confirmed,BZ_Deaths,FVG_Confirmed,FVG_Deaths,EMR_Confirmed,EMR_Deaths,MAR_Confirmed,MAR_Deaths,TOS_Confirmed,TOS_Deaths,UMB_Confirmed,UMB_Deaths,LAZ_Confirmed,LAZ_Deaths,ABR_Confirmed,ABR_Deaths,MOL_Confirmed,MOL_Deaths,CAM_Confirmed,CAM_Deaths,BAS_Confirmed,BAS_Deaths,PUG_Confirmed,PUG_Deaths,CAL_Confirmed,CAL_Deaths,SIC_Confirmed,SIC_Deaths,SAR_Confirmed,SAR_Deaths,Confirmed_New,Confirmed_Total,Deaths_New,Deaths_Total,Active_ICU,Active_Total,Recovered,Tested,ABR_ICU,ABR_Recovered,ABR_TestedPositive,ABR_Tested,BAS_ICU,BAS_Recovered,BAS_TestedPositive,BAS_Tested,CAL_ICU,CAL_Recovered,CAL_TestedPositive,CAL_Tested,CAM_ICU,CAM_Recovered,CAM_TestedPositive,CAM_Tested,EMR_ICU,EMR_Recovered,EMR_TestedPositive,EMR_Tested,FVG_ICU,FVG_Recovered,FVG_TestedPositive,FVG_Tested,LAZ_ICU,LAZ_Recovered,LAZ_TestedPositive,LAZ_Tested,LIG_ICU,LIG_Recovered,LIG_TestedPositive,LIG_Tested,LOM_ICU,LOM_Recovered,LOM_TestedPositive,LOM_Tested,MAR_ICU,MAR_Recovered,MAR_TestedPositive,MAR_Tested,MOL_ICU,MOL_Recovered,MOL_TestedPositive,MOL_Tested,PIE_ICU,PIE_Recovered,PIE_TestedPositive,PIE_Tested,BZ_ICU,BZ_Recovered,BZ_TestedPositive,BZ_Tested,TN_ICU,TN_Recovered,TN_TestedPositive,TN_Tested,PUG_ICU,PUG_Recovered,PUG_TestedPositive,PUG_Tested,SAR_ICU,SAR_Recovered,SAR_TestedPositive,SAR_Tested,SIC_ICU,SIC_Recovered,SIC_TestedPositive,SIC_Tested,TOS_ICU,TOS_Recovered,TOS_TestedPositive,TOS_Tested,UMB_ICU,UMB_Recovered,UMB_TestedPositive,UMB_Tested,VDA_ICU,VDA_Recovered,VDA_TestedPositive,VDA_Tested,VEN_ICU,VEN_Recovered,VEN_TestedPositive,VEN_Tested
2020-03-03,0,0,2,1,5,0,266,17,34,1,4,0,0,0,4,0,85,7,26,1,6,0,6,0,7,0,1,0,3,0,13,0,1,0,2,0,0,0,0,0,1,0,466,2502,27,79,229,2263,160,25856,0,0,6,52,0,0,1,42,0,0,1,39,0,0,30,405,24,4,420,2012,0,0,13,354,0,3,14,877,2,4,24,121,167,139,1520,9577,13,0,61,200,0,0,3,13,3,0,56,458,0,0,1,20,0,0,4,122,0,0,6,298,0,0,1,29,0,2,7,307,0,1,19,697,1,0,8,45,0,0,0,12,19,7,307,10176
2020-03-04,0,0,2,0,26,0,300,18,53,3,1,0,0,0,5,0,124,4,23,2,19,0,1,0,16,0,1,0,0,0,1,0,0,0,3,1,0,0,11,0,1,0,587,3089,28,107,295,2706,276,29837,0,0,7,85,0,0,1,48,0,0,1,46,0,0,31,429,26,6,544,2500,0,0,18,376,3,3,30,995,3,4,26,133,209,250,1820,12138,15,0,84,288,0,0,3,19,13,0,82,543,0,0,1,20,0,0,5,122,0,1,9,322,0,0,2,42,0,2,18,367,2,1,38,776,1,0,9,58,0,0,0,15,23,9,360,10515
2020-03-05,2,0,2,2,26,2,431,25,47,4,2,0,0,0,3,0,154,8,40,0,23,0,0,0,14,0,1,0,4,0,14,0,0,0,5,0,1,0,0,0,0,0,769,3858,41,148,351,3296,414,32362,0,0,8,96,0,0,1,54,0,0,2,53,0,0,45,471,32,10,698,2884,0,0,21,397,7,3,44,1175,3,4,28,146,244,376,2251,12354,19,0,124,413,0,7,7,24,17,0,108,543,0,0,1,20,0,0,7,122,1,1,14,359,0,0,2,50,0,2,18,367,3,1,61,776,1,0,9,88,0,0,2,21,24,17,407,11949
2020-03-06,5,0,4,0,35,2,361,37,81,2,3,0,3,0,10,0,172,7,35,0,18,0,7,0,10,1,1,0,5,0,12,0,2,0,3,0,2,0,6,0,3,0,778,4636,49,197,462,3916,523,36359,0,0,9,96,0,0,3,63,0,0,4,99,0,0,57,471,53,17,870,3136,0,3,31,577,8,3,54,1373,5,5,32,229,309,469,2612,13556,20,0,159,585,2,0,12,104,30,0,143,793,0,0,4,36,0,0,10,122,1,1,17,395,0,0,5,99,0,2,24,367,5,1,79,1097,2,0,16,110,0,0,7,28,27,22,488,13023
2020-03-07,1,0,19,1,64,1,808,19,55,1,4,0,5,0,11,0,140,11,48,2,34,0,8,0,22,0,2,0,2,0,4,0,0,0,9,1,0,0,11,0,0,0,1247,5883,36,233,567,5061,589,42062,0,0,11,123,0,0,3,75,0,0,4,113,0,0,61,612,64,25,1010,3604,1,3,42,577,8,3,76,1582,6,5,51,331,359,524,3420,15778,36,0,207,816,2,0,14,112,38,0,207,1046,0,0,9,36,1,0,14,194,2,1,26,395,0,0,5,99,0,2,35,643,7,1,113,1331,2,0,24,134,0,0,8,32,41,25,543,14429
2020-03-08,1,0,27,2,143,0,769,113,127,5,9,0,0,0,15,1,170,8,65,1,53,0,2,0,11,2,6,0,0,0,40,0,1,0,14,1,5,0,18,0,6,0,1492,7375,133,366,650,6387,622,49937,0,0,17,163,0,0,4,123,0,0,9,113,7,1,101,980,75,27,1180,4344,1,3,57,997,8,3,87,1929,11,5,78,401,399,550,4189,18534,41,0,272,1025,2,0,14,116,45,0,360,1636,0,0,9,36,2,0,23,228,3,1,40,627,0,0,11,149,0,2,53,791,7,1,166,1618,2,0,26,168,0,0,9,41,47,29,670,15918
2020-03-09,6,0,31,1,0,8,1280,66,74,2,10,0,0,0,36,0,206,14,51,3,42,1,2,0,15,2,13,0,0,0,19,0,1,0,10,0,2,0,1,0,8,0,1797,9172,97,463,733,7985,724,53826,0,0,30,237,0,0,5,135,0,2,11,173,8,1,120,980,90,30,1386,4906,1,3,93,1344,8,3,102,1929,17,5,109,611,440,646,5469,20135,47,0,323,1250,2,0,14,212,50,0,350,1681,0,0,9,36,2,0,33,267,6,1,50,685,0,0,19,185,0,2,54,836,9,1,208,2018,2,0,28,183,0,0,15,67,51,30,744,15956
2020-03-10,2,0,32,1,103,4,322,135,112,6,19,0,29,0,23,2,147,15,71,3,56,0,9,0,14,1,8,1,1,0,7,0,2,0,9,0,2,0,8,0,1,0,977,10149,168,631,877,8514,1004,60761,9,0,38,310,0,0,7,148,2,2,13,360,8,1,127,1141,98,31,1533,5494,6,3,116,1602,15,11,116,3591,29,5,141,694,466,896,5791,21479,54,0,394,1437,3,0,15,225,66,0,453,2374,1,0,38,36,3,2,52,399,6,1,59,747,0,0,20,204,2,2,62,955,40,3,264,2573,2,0,37,260,0,0,17,89,67,47,856,16643
2020-03-11,3,1,53,0,48,4,1489,149,167,3,25,0,37,0,10,3,206,28,85,5,56,0,9,0,34,0,27,1,1,0,27,1,1,0,18,2,6,0,21,0,17,0,2313,12462,196,827,1028,10590,1045,73154,9,0,38,310,1,0,8,155,2,2,19,405,11,4,154,1375,104,38,1739,6640,5,10,126,2073,18,19,150,3591,34,5,194,1025,560,900,7280,25629,66,0,479,1656,3,0,16,233,75,0,501,2431,4,0,75,75,4,3,77,527,4,1,77,909,0,0,37,283,1,2,83,1194,54,5,320,2804,5,2,46,340,0,0,20,99,68,54,1023,21400
2020-03-12,7,0,80,3,79,5,1445,127,361,3,30,1,29,1,41,2,208,33,113,4,44,4,18,0,50,3,46,1,0,0,25,0,0,0,27,0,14,0,32,2,2,0,2651,15113,189,1016,1153,12839,1258,86011,12,4,84,867,1,0,8,155,2,1,33,483,11,4,179,1551,112,43,1947,7600,10,11,167,2604,20,19,200,5592,36,20,274,1174,605,1085,8725,29534,76,0,592,1907,3,0,16,238,97,0,580,2879,4,0,104,607,5,4,107,593,2,1,104,1269,0,0,39,302,5,2,115,1477,59,7,364,3165,8,2,64,458,0,0,27,118,85,55,1384,23438
2020-03-13,1,0,71,6,260,20,1095,146,211,10,56,1,21,1,90,2,316,55,133,5,106,0,12,1,77,2,5,0,1,0,41,1,2,0,25,0,5,0,15,0,4,0,2547,17660,250,1266,1328,14955,1439,97488,14,4,89,958,1,0,10,155,3,1,38,504,19,5,220,1671,128,51,2263,8787,8,11,257,3149,24,24,277,6491,44,24,345,1442,650,1198,9820,32700,85,0,725,2218,3,0,17,243,135,0,840,3105,5,0,125,811,6,4,163,846,2,3,129,1449,0,0,43,504,7,2,130,1950,77,10,470,4049,10,2,76,576,0,0,28,189,107,100,1595,25691
2020-03-14,14,0,118,10,33,13,1865,76,342,13,43,0,48,1,44,3,381,40,174,9,160,1,31,0,80,2,23,0,0,0,52,4,0,0,37,3,22,0,26,0,4,0,3497,21157,175,1441,1518,17750,1966,109170,14,4,112,1232,2,0,10,155,4,1,60,711,17,23,272,1936,152,54,2644,10043,11,17,301,3376,25,24,357,7335,62,52,463,1750,732,1660,11685,37138,93,0,899,2561,3,0,17,247,150,0,873,3680,7,0,173,1135,12,5,206,1006,6,2,166,1681,0,0,47,530,11,4,156,2100,87,10,630,4595,11,3,107,748,0,0,42,231,119,107,1937,26980
2020-03-15,15,0,96,6,238,22,1587,252,235,8,172,4,31,2,46,1,449,43,234,10,151,2,36,0,79,3,25,1,0,0,61,3,1,0,64,8,8,1,32,0,30,2,3590,24747,368,1809,1672,20603,2335,124899,28,6,137,1419,2,0,11,208,6,1,68,884,22,28,333,2213,169,68,3093,12054,12,17,347,3407,31,24,436,8345,66,33,559,1973,767,2011,13272,40369,98,0,1133,2946,4,0,17,248,171,0,1111,4375,4,0,204,1497,19,5,378,1006,6,2,230,2017,0,0,77,613,15,7,188,2452,107,10,781,5132,13,3,143,965,3,0,57,230,129,120,2172,32546
2020-03-16,48,1,108,17,405,30,1377,202,301,6,89.5,2.5,37,1,39,8,429,62,109,11,85,6,21,0,87,3,39,1,4,1,67,0,1,0,87,5,21,0,25,0,30,0,3233,27980,349,2158,1851,23073,2749,137962,37,7,176,1533,2,0,12,230,7,1,89,1030,22,28,400,2517,197,88,3522,13096,19,18,386,4851,31,32,523,9330,73,42,667,2189,823,2368,14649,43565,110,0,1242,3225,5,5,21,253,186,0,1516,5588,11,0,241,1740,19,5,378,1006,6,2,230,2017,0,0,107,797,20,8,213,2653,107,11,866,5910,15,4,164,1093,5,0,105,287,156,130,2473,35052
2020-03-17,31,0,111,10,381,22,1571,220,231,11,7,1,50,2,8,8,409,47,129,12,187,3,33,0,84,4,53,2,4,0,60,0,8,0,110,2,25,0,24,1,10,0,3526,31506,345,2503,2060,26062,2941,148657,32,7,229,1688,2,0,20,262,10,1,114,1293,24,28,460,2685,223,134,3931,14510,21,17,394,4958,44,34,607,9436,85,57,778,2509,879,2485,16220,46449,109,0,1371,3225,5,5,25,301,206,0,1897,6543,11,1,291,2149,22,10,385,1727,14,2,340,3077,4,0,117,1003,28,8,237,2916,143,12,1053,6727,21,4,197,1323,6,0,136,398,171,136,2704,35478
2020-03-18,29,1,109,13,444,21,1493,319,510,14,70,0,85,1,68,1,594,65,197,23,277,5,50,1,117,9,34,1,3,0,126,4,7,0,43,1,15,0,45,0,17,0,4207,35713,475,2978,2257,28710,4025,165541,41,7,263,2054,2,0,27,262,11,2,129,1668,24,28,460,2685,247,152,4525,15461,27,15,462,4958,44,42,724,11145,100,70,887,2912,924,3488,17713,48983,119,0,1568,4109,6,6,28,361,227,0,2341,7516,18,1,376,2844,22,12,455,2187,30,2,383,3433,7,0,134,1135,29,12,282,3294,160,17,1330,7606,21,4,247,1601,3,0,165,486,195,167,3214,40841
2020-03-19,50,3,172,18,591,21,2171,209,270,21,68,5,60,5,137,5,689,73,169,23,152,16,87,0,99,6,122,4,18,1,192,8,10,0,95,6,40,2,58,1,72,0,5322,41035,427,3405,2498,33190,4440,182777,47,8,385,2409,5,0,37,353,13,2,169,2342,36,30,652,3544,260,177,5214,18344,29,41,599,4052,45,44,823,11145,112,85,1059,3348,1006,3778,19884,52244,141,0,1737,4512,6,6,46,426,257,3,2932,8853,18,1,436,3568,30,20,523,2203,31,4,478,4046,9,0,206,1334,36,15,340,3961,178,22,1482,8873,21,4,334,1954,9,0,215,608,209,200,3484,44658
2020-03-20,49,1,162,28,529,34,2380,381,547,16,119,1,112,3,57,2,754,109,244,22,311,9,61,5,185,5,64,6,4,3,97,0,15,0,103,1,38,1,68,0,87,0,5986,47021,627,4032,2655,37860,5129,206886,48,10,449,2695,5,0,52,443,16,2,207,2690,41,30,749,3845,267,239,5968,20753,32,63,656,4964,47,53,1008,13889,121,101,1221,3794,1050,4295,22264,57174,138,0,1981,5170,6,6,50,426,280,8,3461,9975,24,1,548,4433,34,29,642,2656,31,4,581,4789,15,3,293,1912,42,25,408,4468,189,33,1793,10405,24,4,395,2303,9,0,264,814,236,223,4031,49288
2020-03-21,49,1,215,33,291,29,3251,546,586,15,140,15,73,3,134,4,737,75,172,17,219,25,67,3,182,7,80,5,11,2,95,5,14,0,94,3,28,1,82,2,37,2,6557,53578,793,4825,2857,42681,6072,233222,44,13,529,3035,7,0,66,522,16,5,235,3050,87,29,844,4448,265,329,6705,24620,37,82,790,5955,70,54,1190,13889,129,125,1436,4304,1093,5050,25515,66730,141,2,2153,5740,6,7,61,449,301,8,3752,10701,30,1,621,5179,39,34,782,2656,33,4,675,5617,16,5,330,2297,48,26,490,4883,202,35,2012,11909,29,5,462,2712,15,1,313,884,249,257,4617,53642
2020-03-22,51,1,229,19,668,45,1691,361,505,23,172,7,57,3,84,5,850,101,268,30,265,19,59,6,193,3,58,11,5,0,92,7,15,0,111,2,38,3,140,2,9,3,5560,59138,651,5476,3009,46638,7024,258402,49,15,587,3375,10,0,81,643,17,5,273,3666,99,41,936,4943,269,349,7555,28022,47,89,874,6761,79,58,1383,17845,132,143,1665,4995,1142,5865,27206,70598,138,6,2421,6391,7,7,66,532,308,10,4420,12701,32,7,678,5718,46,34,954,3050,37,7,786,6160,16,5,339,2402,55,26,630,5580,215,42,2277,13264,35,5,521,3135,21,1,364,950,255,309,5122,57671
2020-03-23,29,3,259,41,441,32,1555,320,383,23,69,6,46,6,56,7,980,76,148,19,184,18,56,0,157,10,76,5,1,0,90,20,9,1,120,6,19,0,91,5,20,4,4789,63927,601,6077,3204,50418,7432,275468,52,20,663,3674,12,0,90,696,20,5,292,4073,110,48,1026,5813,276,423,8535,31200,41,105,930,7424,96,63,1540,18371,133,159,1924,5538,1183,6075,28761,73242,148,8,2569,6782,7,10,67,532,343,17,4861,13560,33,7,724,6084,46,68,1023,3150,45,7,906,6761,18,5,359,2568,60,27,721,6375,238,51,2461,13851,42,5,577,3561,20,2,393,1098,281,327,5505,61115
2020-03-24,7,7,192,19,654,59,1942,402,443,24,87,15,57,9,62,10,719,93,167,28,238,20,71,3,188,17,26,8,6,1,75,7,2,0,99,7,27,3,125,7,62,4,5249,69176,743,6820,3396,54030,8326,296964,57,21,689,4294,12,0,92,744,21,5,319,4486,181,53,1101,6297,291,558,9254,33527,49,80,992,8526,94,103,1728,18371,147,193,2116,5992,1194,6657,30703,76695,149,8,2736,7229,7,10,73,572,360,17,5515,15469,38,44,781,6509,49,79,1110,3712,57,21,1005,7345,19,11,421,2859,60,27,846,7170,244,51,2699,15701,43,5,648,4108,20,2,400,1180,304,381,5948,66178
2020-03-25,1,5,189,23,509,75,1643,296,494,42,112,18,77,5,147,6,800,92,198,56,273,13,62,0,173,15,124,6,0,0,98,18,21,0,88,4,32,1,148,5,21,3,5210,74386,683,7503,3489,57521,9362,324445,59,23,813,4982,14,0,113,857,23,7,351,5058,123,53,1199,6972,294,721,10054,38045,52,158,1139,9494,101,131,1901,20669,147,225,2305,6602,1236,7281,32346,81666,148,8,2934,7896,7,12,73,580,381,19,6024,16655,40,67,858,6649,65,90,1222,4114,64,22,1093,8223,19,12,442,3019,80,33,994,8312,251,54,2972,17868,44,5,710,4707,25,2,401,1200,316,439,6442,70877
2020-03-26,7,4,262,26,510,50,2543,387,493,29,75,12,48,5,84,2,762,97,180,23,254,16,92,1,195,11,133,11,30,0,111,9,21,0,89,17,42,3,170,8,52,1,6153,80539,712,8215,3612,62013,10361,361060,64,23,946,5488,16,0,134,1046,23,7,393,5933,114,58,1310,8346,301,792,10816,42395,54,197,1223,10721,113,155,2096,22771,154,260,2567,7304,1263,7839,34889,87713,166,9,3114,8623,8,14,103,670,408,135,6534,18054,43,67,906,7744,66,117,1297,4600,76,22,1182,9191,20,13,494,3461,68,36,1164,9658,259,95,3226,20952,46,12,802,5428,24,2,408,1203,326,508,6935,79759
2020-03-27,44,9,129,51,558,70,2409,541,562,26,94,16,97,12,94,4,772,93,82,26,224,19,82,1,199,12,71,5,6,1,144,15,17,2,152,4,101,4,86,6,36,2,5959,86498,919,9134,3732,66414,10950,394079,71,24,1017,6109,15,1,151,1254,22,7,494,6901,113,64,1454,9613,308,960,11588,47798,57,214,1317,11841,126,164,2295,24106,157,305,2696,7804,1292,8001,37298,95860,162,10,3196,9060,9,14,109,710,431,176,7092,19705,45,110,1003,8520,66,125,1391,4923,82,29,1334,10233,19,13,530,3801,75,53,1250,11079,274,103,3450,23746,46,39,884,6137,24,2,452,1252,338,536,7497,83627
2020-03-28,59,4,126,27,579,48,2117,542,433,49,114,18,106,4,119,11,795,77,177,28,367,21,85,7,210,6,116,8,14,0,138,11,31,0,124,2,61,3,109,18,94,5,5974,92742,889,10023,3856,70065,12384,429526,70,30,1133,7003,19,1,182,1421,22,11,555,7760,132,76,1592,10616,316,1075,12383,52991,59,229,1436,12723,133,200,2505,27179,167,378,2822,8177,1319,8962,39415,102503,166,10,3373,9884,9,16,123,807,439,203,7671,21511,51,116,1109,9168,72,151,1505,5561,98,29,1458,11500,22,29,624,4225,71,60,1359,13096,277,108,3817,25613,44,43,969,7028,26,2,511,1380,344,655,7930,89380
2020-03-29,73,2,254,19,535,67,1592,416,428,30,89,9,105,0,44,11,736,99,185,22,305,17,54,3,201,12,160,12,4,0,167,8,20,1,91,15,59,4,101,8,14,1,5217,97689,756,10779,3906,73880,13030,454030,68,36,1293,7730,18,1,202,1585,19,12,614,8485,135,86,1759,11805,333,1141,13119,52991,60,241,1480,13397,133,208,2706,27744,166,420,3076,9100,1328,9255,41007,107398,168,12,3558,10431,9,18,127,918,443,254,8206,24058,56,116,1214,10137,75,172,1594,5950,99,31,1549,12361,23,29,638,4598,71,65,1460,13814,275,121,4122,27579,46,95,1023,7685,26,2,584,1480,355,715,8358,94784
2020-03-30,0,7,141,20,506,65,1154,458,366,21,88,18,111,10,21,9,412,95,126,31,290,16,28,2,208,14,52,14,7,0,193,8,12,1,163,5,33,6,95,11,44,1,4050,101739,812,11591,3981,75528,14620,477359,69,74,1345,7948,18,1,214,1833,18,14,647,9013,126,88,1952,12969,351,1227,13531,50990,60,285,1501,14003,154,267,2914,32846,175,437,3217,9677,1330,10337,42161,111057,167,16,3684,10979,8,18,134,955,452,308,8712,25478,62,153,1325,10640,78,178,1682,6377,106,36,1712,13117,24,32,682,4993,75,71,1555,14758,279,131,4412,30099,47,184,1051,8150,26,16,584,1536,356,747,8724,99941
2020-03-31,44,6,199,31,589,105,1047,381,431,64,64,17,46,2,92,6,543,106,141,35,196,13,27,4,181,12,56,13,10,0,140,8,12,2,91,19,12,5,92,5,40,3,4053,105792,837,12428,4023,77635,15729,506968,73,95,1401,8758,17,3,226,2043,17,17,659,9327,133,88,2092,14403,353,1477,14074,54532,60,320,1593,14899,173,291,3095,34677,179,480,3416,10376,1324,10885,43208,114640,169,21,3825,11724,8,18,144,1049,452,365,9301,27658,62,153,1371,11275,80,193,1746,6973,105,39,1803,14073,28,34,722,5257,72,74,1647,15634,293,138,4608,33165,43,190,1078,8685,26,20,628,1582,356,828,9155,106238
2020-04-01,3,3,244,32,494,32,1565,394,470,22,124,9,47,40,92,9,713,88,137,25,259,9,17,0,169,7,35,8,16,1,139,15,11,2,143,19,10,2,71,7,23,3,4782,110574,727,13155,4035,80572,16847,541423,71,102,1436,9610,15,3,237,2262,16,21,669,9983,129,107,2231,15728,359,1566,14787,58457,60,357,1685,15987,177,337,3264,35810,179,555,3660,11334,1342,11415,44773,121449,168,29,3962,12296,8,19,160,1157,453,439,9795,30060,57,190,1418,11951,76,214,1870,7675,107,61,1946,15209,27,36,745,5501,72,86,1718,16836,297,182,4867,36575,45,194,1095,9080,27,32,631,1717,350,902,9625,112746
2020-04-02,37,4,122,28,558,97,1292,367,486,33,133,14,61,13,114,7,546,79,136,26,406,15,33,1,169,16,61,10,5,1,225,19,9,1,131,15,22,3,73,5,49,6,4668,115242,760,13915,4053,83049,18278,581232,75,113,1497,10647,19,3,246,2427,19,23,697,10679,120,149,2456,17404,366,1663,15333,60507,60,376,1799,17121,181,369,3433,41575,172,634,3782,12069,1351,12229,46065,128286,164,40,4098,12943,8,21,165,1229,453,571,10353,32100,60,190,1479,12677,78,229,2003,8496,118,69,2077,16554,24,36,794,5970,73,92,1791,17833,295,216,5273,40724,47,205,1128,9737,25,49,668,1934,345,1001,10111,120320
2020-04-03,51,7,183,31,543,60,1455,351,353,40,106,17,80,10,80,7,599,91,132,54,226,22,51,1,167,14,66,13,11,0,221,14,15,1,105,20,42,4,68,8,31,1,4585,119827,766,14681,4068,85388,19758,617849,76,116,1563,11890,19,3,261,2622,17,26,733,11608,115,144,2677,19237,364,1852,15932,63682,61,419,1879,19985,188,392,3600,43776,173,700,3965,12934,1381,13020,47520,135051,158,42,4230,13678,8,21,176,1378,452,723,10896,34281,60,211,1559,13976,80,246,2109,8993,123,69,2182,17924,24,40,825,6478,73,94,1859,18686,288,300,5499,44460,48,220,1179,10614,25,89,719,2106,335,1031,10464,126490
2020-04-04,29,12,238,23,813,85,1598,345,360,35,111,6,33,7,107,9,608,75,111,17,172,17,31,2,157,13,65,7,30,0,151,5,3,0,58,9,8,4,73,10,49,0,4805,124632,681,15362,3994,88274,20996,657224,71,119,1628,12837,19,9,264,2765,15,30,741,12314,114,146,2828,21534,358,2040,16540,67075,50,505,1986,21126,193,439,3757,44624,169,767,4203,14087,1326,13242,49118,141877,153,270,4341,1472,6,24,206,1504,450,888,11709,37181,61,245,1592,15045,81,257,2220,9863,153,94,2240,18977,24,44,874,6789,74,95,1932,19896,286,310,5671,47886,44,242,1210,11809,23,106,748,2274,324,1124,10824,133289
2020-04-05,34,9,246,14,653,40,1337,249,402,24,65,7,52,12,62,9,549,74,123,25,176,18,29,2,123,7,75,5,18,2,132,3,14,2,77,9,54,7,62,5,33,2,4316,128948,525,15887,3977,91246,21815,691461,67,125,1703,13598,18,11,278,2931,13,33,795,13077,108,150,2960,23139,375,13426,50455,149984,50,531,2048,21652,197,475,3880,44658,165,800,4449,15047,1317,13426,50455,149984,151,287,4464,15252,6,24,224,1504,444,1017,12362,38539,53,260,1644,15723,80,273,2285,10476,159,113,2317,20080,25,49,907,7157,76,104,1994,21904,276,337,5847,51006,45,298,1239,12448,23,115,782,2390,329,1186,11226,140910
2020-04-06,23,5,100,39,562,83,1079,297,362,31,63,13,78,6,55,4,467,57,150,13,154,25,14,1,151,10,18,11,0,0,98,15,9,0,127,13,22,2,52,7,15,4,3599,132547,636,16523,3898,93187,22837,721732,66,127,1721,14198,18,12,287,3061,14,37,817,13633,101,156,3058,24526,372,2397,17556,72163,46,549,2103,22272,197,502,4031,47470,162,837,4549,15533,1343,13863,51534,154989,140,296,4614,15919,5,24,224,1546,438,1128,12924,41123,52,198,1722,16825,79,280,2348,11130,97,134,2444,22059,26,56,922,7521,74,108,2046,23464,279,350,6001,52849,46,337,1253,12573,21,142,805,2590,322,1204,11588,146288
2020-04-07,30,4,208,25,419,68,791,282,337,33,128,14,89,10,50,6,269,72,96,18,172,19,10,5,118,9,78,3,0,0,90,12,4,1,70,14,16,2,51,2,13,5,3039,135586,604,17127,3792,94067,24392,755445,67,136,1799,14904,17,12,291,3160,14,40,833,14072,103,167,3148,25779,366,2597,17825,75191,44,610,2153,23536,192,546,4149,48874,156,925,4757,16579,1305,14498,52325,159331,139,342,4710,16619,5,26,224,1584,432,1320,13343,44121,64,336,1811,17761,78,342,2476,12030,93,168,2514,23149,26,62,935,7680,73,113,2097,24857,263,377,6173,56651,41,368,1263,13274,17,142,835,2754,297,1265,11925,153542
2020-04-08,15,2,149,34,540,59,1089,238,485,41,126,11,24,9,65,5,409,54,149,22,206,23,26,1,117,6,60,7,2,0,120,5,6,0,120,10,26,0,62,8,40,7,3836,139422,542,17669,3693,95262,26491,807125,62,146,1859,15846,17,13,297,3296,15,44,859,14977,78,407,2602,13258,361,2890,18234,78367,41,634,2218,24798,196,574,4266,55113,153,1007,4906,17521,1257,15147,53414,167557,133,645,4859,17532,4,32,226,2002,423,1516,13883,48495,65,371,1835,18865,97,188,3268,27784,90,177,2634,24493,31,76,975,8493,65,133,2159,27438,260,430,6379,60985,41,416,1289,14105,20,142,850,2953,285,1503,12410,163247
2020-04-09,18,3,114,28,639,76,1388,300,523,20,106,13,68,4,81,2,443,82,96,17,173,16,9,1,163,9,72,15,8,0,76,6,6,1,82,6,15,1,73,5,51,5,4204,143626,610,18279,3605,96877,28470,853369,57,171,1931,16847,17,13,303,3474,15,48,874,15698,69,462,3344,14338,355,3103,18677,81715,37,738,2299,26205,198,644,4429,58107,154,1085,5020,18446,1236,15706,54802,176953,133,885,4955,18194,4,32,234,2069,412,1732,14522,52807,64,401,1903,19875,94,244,2708,29664,86,190,2716,26088,25,86,1026,8918,63,152,2232,28742,256,441,6552,65461,38,455,1298,15170,18,154,868,3142,274,1728,12933,171456
2020-04-10,11,2,171,27,490,78,1246,216,488,37,108,7,52,4,50,8,451,81,129,13,175,46,4,1,154,10,83,4,9,0,98,4,5,0,93,13,27,4,70,10,37,5,3951,147577,570,18849,3497,98273,30455,906864,53,181,2014,18088,15,14,308,3696,14,50,901,16637,90,248,3442,31745,349,3381,19128,85884,33,772,2349,28097,201,687,4583,61769,151,1181,5191,19514,1202,16280,56048,186325,127,1086,5084,18970,4,37,243,2069,394,1904,15012,57457,58,447,1955,20866,70,547,2816,14981,80,235,2809,27812,26,118,1063,9444,62,187,2302,31156,256,451,6727,72001,39,498,1302,16325,16,170,879,3328,257,1981,13421,180700
2020-04-11,23,0,185,25,996,101,1544,273,347,38,154,9,2,9,44,6,507,84,127,7,231,13,7,0,140,10,106,8,3,1,75,7,4,2,95,15,14,1,62,6,28,4,4694,152271,619,19468,3381,100269,32534,963473,54,190,2120,19441,12,14,312,4050,15,57,915,17493,85,277,3517,33781,341,3659,19635,91759,28,826,2393,29685,203,720,4723,65241,146,1309,5376,20888,1174,16823,57592,196302,118,1291,5211,20060,4,39,246,2201,384,2205,16008,62577,56,488,1957,22186,62,622,2970,16646,73,249,2904,29463,24,130,1091,10120,58,209,2364,33787,237,499,6958,75756,39,534,1309,17661,17,205,902,3464,251,2188,13768,190912
2020-04-12,19,5,118,15,652,96,1460,110,309,25,83,9,141,5,38,10,463,83,92,11,277,28,10,0,122,6,40,6,11,1,87,4,3,1,85,7,8,0,52,9,22,0,4092,156363,431,19899,3343,102253,34211,1010193,54,206,2160,20594,12,20,315,4355,14,62,923,18211,82,305,3604,35448,335,3862,20098,96704,28,910,2431,29988,201,749,4845,68954,144,1412,5494,21983,1176,17166,59052,205832,114,1489,5303,21057,4,40,257,2471,381,2426,16660,66555,45,378,2098,23246,61,678,3053,17797,71,277,2989,30973,26,137,1113,10663,53,223,2416,36098,238,578,7235,78640,39,580,1319,18672,16,221,921,3510,249,2492,14077,198442
