date,code,recovered,deaths,infectives,tested
2020-03-25,VEN,439,258,6442,70877
2020-03-26,ABR,23,63,946,5488
2020-03-26,BAS,0,1,134,1046
2020-03-26,CAL,7,14,393,5933
2020-03-26,CAM,58,83,1310,8346
2020-03-26,EMR,792,1174,10816,42395
2020-03-26,FVG,197,72,1223,10721
2020-03-26,LAZ,155,106,2096,22771
2020-03-26,LIG,260,280,2567,7304
2020-03-26,LOM,7839,4861,34889,87713
2020-03-26,MAR,9,310,3114,8623
2020-03-26,MOL,14,8,103,670
2020-03-26,BZ,67,48,906,7744
2020-03-26,TN,117,86,1297,4600
2020-03-26,PIE,135,449,6534,18054
2020-03-26,PUG,22,65,1182,9191
2020-03-26,SAR,13,19,494,3461
2020-03-26,SIC,36,33,1164,9658
2020-03-26,TOS,95,158,3226,20952
2020-03-26,UMB,12,20,802,5428
2020-03-26,VDA,2,28,408,1203
2020-03-26,VEN,508,287,6935,79759
2020-03-27,ABR,24,68,1017,6109
2020-03-27,BAS,1,3,151,1254
2020-03-27,CAL,7,18,494,6901
2020-03-27,CAM,64,98,1454,9613
2020-03-27,EMR,960,1267,11588,47798
2020-03-27,FVG,214,76,1317,11841
2020-03-27,LAZ,164,118,2295,24106
2020-03-27,LIG,305,331,2696,7804
2020-03-27,LOM,8001,5402,37298,95860
2020-03-27,MAR,10,336,3196,9060
2020-03-27,MOL,14,9,109,710
2020-03-27,BZ,110,60,1003,8520
2020-03-27,TN,125,102,1391,4923
2020-03-27,PIE,176,569,7092,19705
2020-03-27,PUG,29,69,1334,10233
2020-03-27,SAR,13,21,530,3801
2020-03-27,SIC,53,39,1250,11079
2020-03-27,TOS,103,177,3450,23746
2020-03-27,UMB,39,21,884,6137
2020-03-27,VDA,2,37,452,1252
2020-03-27,VEN,536,313,7497,83627
2020-03-28,ABR,30,76,1133,7003
2020-03-28,BAS,1,3,182,1421
2020-03-28,CAL,11,21,555,7760
2020-03-28,CAM,76,109,1592,10616
2020-03-28,EMR,1075,1344,12383,52991
2020-03-28,FVG,229,87,1436,12723
2020-03-28,LAZ,200,124,2505,27179
2020-03-28,LIG,378,358,2822,8177
2020-03-28,LOM,8962,5944,39415,102503
2020-03-28,MAR,10,364,3373,9884
2020-03-28,MOL,16,9,123,807
