date,code,deaths,incidenceRate,populationBaseline,recovered,susceptiblePopulation,susceptibleRate,tested,testedPositive,totalPopulation,region,touristArrivals,broadbandAccess,dischargeRateDiabetes,dischargeRateHypertension,dischargeRateCancer,dischargeRateChd,dischargeRateTB,availableBeds,riskOfPovertyOrSocialExclusion,medianAge,populationDensity,railTravelers
2020-03-29,PIE,67,1.2301409833540081e-4,4349185,51,4341575,0.9982709046364818,2547,535,4349095,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1777948
2020-03-29,PUG,15,2.2620846278174762e-5,4022396,2,4021375,0.9996363263944509,861,91,4022838,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-882373
2020-03-29,SAR,1,8.551864000928489e-6,1636866,0,1636459,0.9996267722211023,373,14,1637070,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3682264
2020-03-29,SIC,8,2.0231480183165006e-5,4991625,5,4990825,0.9997205651994503,718,101,4992220,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-998179
2020-03-29,TN,9,1.6477026581701985e-4,540209,21,538681,0.9972877703435737,389,89,540146,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2770035
2020-03-29,TOS,17,8.190661410678957e-5,3723473,13,3719846,0.9989507897006058,1966,305,3723753,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-18973325
2020-03-29,UMB,3,6.131890143781469e-5,880541,52,879650,0.9988735490698831,657,54,880642,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1795701
2020-03-29,VDA,2,5.819886472351553e-4,125442,0,124891,0.995686906052682,100,73,125432,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-720515
2020-03-29,VEN,30,8.738260514495713e-5,4897731,60,4890066,0.9983801551653736,5404,428,4898000,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-14852100
2020-03-30,ABR,14,3.97103284273259e-5,1309415,38,1308240,0.9990507704185545,218,52,1309483,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1279870
2020-03-30,BAS,1,2.1352009224067983e-5,561945,0,561799,0.9996281191726808,248,12,562008,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-268208
2020-03-30,BZ,10,2.0931706066046132e-4,530302,37,529045,0.997640940154178,503,111,530296,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1666905
2020-03-30,CAL,6,1.6974103690170142e-5,1943897,2,1943522,0.9996831500644502,528,33,1944138,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-27181802
2020-03-30,CAM,8,3.331755496792365e-5,5792051,2,5790915,0.9996846053216248,1164,193,5792742,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10480598
2020-03-30,EMR,95,9.256024559917595e-5,4452081,86,4439180,0.9973096870362861,0,412,4451155,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1639501
2020-03-30,FVG,9,1.7308681375199462e-5,1213201,44,1211870,0.9988510332458558,606,21,1213264,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-36530445
2020-03-30,LAZ,14,3.543447866767723e-5,5869323,59,5867228,0.9995296413673007,5102,208,5869989,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9977616
2020-03-30,LIG,20,9.10920973406276e-5,1548077,17,1545064,0.9981781580531874,577,141,1547884,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-47282922
2020-03-30,LOM,458,1.1495792928294244e-4,10043873,1082,10003275,0.9964954766445633,3659,1154,10038455,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2468670
2020-03-30,MAR,31,8.275677259095691e-5,1522747,4,1519267,0.9978542351106773,548,126,1522534,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-333067
2020-03-30,MOL,0,2.2940064166636625e-5,305118,0,305018,0.9995903559970244,37,7,305143,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-10123126
2020-03-30,PIE,65,1.1634778329880456e-4,4349167,54,4341069,0.9981694768718542,1420,506,4349030,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1673363
2020-03-30,PUG,5,4.051870907890037e-5,4022380,5,4021212,0.9995970501385466,756,163,4022833,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-822211
2020-03-30,SAR,1,2.687730327799256e-5,1636859,3,1636415,0.9996005055376408,395,44,1637069,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3364043
2020-03-30,SIC,11,1.9029652003752248e-5,4991605,6,4990730,0.9997037383651205,944,95,4992209,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-919670
2020-03-30,TN,18,1.6292434385923338e-4,540207,6,538593,0.9971580810474554,427,88,540128,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2641196
2020-03-30,TOS,16,7.78787545951822e-5,3723458,10,3719556,0.9988772031966812,2520,290,3723737,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-17187600
2020-03-30,UMB,2,3.179505813953488e-5,880537,89,879622,0.9988440225290698,465,28,880640,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1596179
2020-03-30,VDA,7,0,125441,14,124891,0.9957424755830178,56,0,125425,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-653491
2020-03-30,VEN,21,7.472469767632731e-5,4897711,32,4889700,0.9983097110052942,5157,366,4897979,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-13517079
2020-03-31,ABR,13,4.276539363253836e-5,1309410,21,1308184,0.9990179232819385,810,56,1309470,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1264262
2020-03-31,BAS,2,2.1352085209054708e-5,561943,2,561787,0.9996103244449348,210,12,562006,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-264725
2020-03-31,BZ,2,8.674433427494936e-5,530300,0,528999,0.9975579584155204,635,46,530294,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1605920
2020-03-31,CAL,5,6.172417216311847e-6,1943889,3,1943510,0.9996795486728531,314,12,1944133,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-26199327
2020-03-31,CAM,8,2.416820796535798e-5,5792027,0,5790775,0.9996618177185419,1434,140,5792734,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10224974
2020-03-31,EMR,106,1.2199371429072113e-4,4452063,250,4438637,0.9972114438641319,3542,543,4451049,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1597463
2020-03-31,FVG,6,7.582888388125197e-5,1213196,35,1211778,0.9987801440419103,896,92,1213258,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-34632759
2020-03-31,LAZ,12,3.083487379933516e-5,5869299,24,5867047,0.999500849832972,1831,181,5869977,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9857403
2020-03-31,LIG,31,1.2856518028520796e-4,1548071,43,1544865,0.9980695841271748,699,199,1547853,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-46668858
2020-03-31,LOM,381,1.0430287722525257e-4,10043832,548,10002228,0.9964289962397169,3583,1047,10038074,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2439627
2020-03-31,MAR,35,9.261089826659985e-5,1522741,5,1519126,0.9977845634052962,745,141,1522499,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-333067
2020-03-31,MOL,0,3.2771520238052326e-5,305117,0,305008,0.9995575844767863,94,10,305143,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-10123126
2020-03-31,PIE,105,1.3543576860948394e-4,4349149,57,4340480,0.9980581408049115,2180,589,4348925,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1652446
2020-03-31,PUG,19,2.2620981233534536e-5,4022364,3,4021121,0.9995791503161717,956,91,4022814,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-802157
2020-03-31,SAR,3,2.443395684718881e-5,1636852,2,1636375,0.9995779033954648,264,40,1637066,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3227663
2020-03-31,SIC,5,1.8428734082180937e-5,4991585,3,4990638,0.999686310895949,876,92,4992204,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-874808
2020-03-31,TN,17,1.1849416138534486e-4,540205,15,538529,0.997070972448256,596,64,540111,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2544567
2020-03-31,TOS,13,5.2635479965754715e-5,3723443,7,3719360,0.9988280549256604,3066,196,3723724,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-16964384
2020-03-31,UMB,4,3.065965960964576e-5,880533,6,879595,0.9988178997906059,535,27,880636,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1574010
2020-03-31,VDA,6,3.508240378252099e-4,125440,4,124847,0.9954392875082723,46,44,125419,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-653491
2020-03-31,VEN,64,8.799662713624062e-5,4897691,81,4889269,0.9982347590760559,6297,431,4897915,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-13183324
2020-04-01,ABR,8,2.6728534314092353e-5,1309405,7,1308149,0.9989972981270171,852,35,1309462,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1233045
2020-04-01,BAS,2,1.9572814428367057e-5,561941,0,561776,0.99959430893730294,219,11,562004,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-257759
2020-04-01,BZ,40,8.863676653075696e-5,530298,37,528952,0.9975445729782331,676,47,530254,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1585592
2020-04-01,CAL,2,5.143686305089523e-6,1943881,4,1943500,0.9996754333941489,656,10,1944131,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-26526819
2020-04-01,CAM,15,2.3995640043993157e-5,5792003,19,5790636,0.9996404106603479,1325,139,5792719,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10097162
2020-04-01,EMR,88,1.6019012523362932e-4,4452045,89,4437924,0.9970709696175725,3925,713,4450961,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1597463
2020-04-01,FVG,9,7.582944638734505e-5,1213191,37,1211686,0.9987117236445281,1088,92,1213249,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-34632759
2020-04-01,LAZ,7,2.879060710702099e-5,5869275,46,5866878,0.9994732511409768,1133,169,5869970,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9857403
2020-04-01,LIG,32,1.576409675278989e-4,1548065,75,1544621,0.9979325774750439,958,244,1547821,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-46054794
2020-04-01,LOM,394,1.5591252161854132e-4,10043791,530,10000663,0.9963121956468028,6809,1565,10037680,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2439627
2020-04-01,MAR,25,8.998511633039382e-5,1522735,8,1518989,0.9977109625517414,572,137,1522474,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-319919
2020-04-01,MOL,1,5.2434604217053045e-5,305116,1,304992,0.9995084255854652,108,16,305142,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-9845780
2020-04-01,PIE,32,1.1359212562829208e-4,4349131,74,4339986,0.9979518925850785,2402,494,4348893,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1631529
2020-04-01,PUG,19,3.5547424116814304e-5,4022348,22,4020978,0.9995483239886696,1136,143,4022795,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-812184
2020-04-01,SAR,3,1.4049550933592659e-5,1636845,2,1636352,0.9995656856211398,244,23,1637063,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3136743
2020-04-01,SIC,7,1.4222195157763206e-5,4991565,12,4990567,0.9996734904491951,1202,71,4992197,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-874808
2020-04-01,TN,9,2.2958626333544405e-4,540203,21,538405,0.9968580008961271,702,124,540102,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2512358
2020-04-01,TOS,9,6.955419520559441e-5,3723428,44,3719101,0.9987609148390787,3410,259,3723715,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-16517953
2020-04-01,UMB,0,1.9304230124591773e-5,880529,4,879578,0.9987985955604813,395,17,880636,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1507502
2020-04-01,VDA,3,2.3920392932321234e-5,125439,12,124844,0.9954391784142375,135,3,125416,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-636735
2020-04-01,VEN,22,9.595962998783354e-5,4897671,74,4888799,0.9981432832444481,6508,470,4897893,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-13016447
2020-04-02,ABR,10,4.65843726994193e-5,1309400,11,1308088,0.9989583428793114,1037,61,1309452,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1233045
2020-04-02,BAS,1,1.6014149390661614e-5,561939,0,561767,0.9995800734159782,165,9,562003,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-261242
2020-04-02,BZ,13,1.1504202805893923e-4,530296,0,528891,0.9974539879036136,726,61,530241,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1605920
2020-04-02,CAL,3,1.1316127333179709e-5,1943873,2,1943478,0.9996656598742469,696,22,1944128,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-26199327
2020-04-02,CAM,19,3.884199078150085e-5,5791979,37,5790411,0.9996048474804495,1676,225,5792700,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10224974
2020-04-02,EMR,79,1.2267231528492555e-4,4452027,97,4437378,0.9969659946051143,2050,546,4450882,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1597463
2020-04-02,FVG,7,9.396311700386238e-5,1213186,19,1211572,0.9986235227596802,1134,114,1213242,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-35107181
2020-04-02,LAZ,16,2.8790685582885317e-5,5869251,32,5866709,0.9994471847649914,5765,169,5869954,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9857403
2020-04-02,LIG,28,7.882190964812478e-5,1548059,79,1544499,0.9978718084395006,735,122,1547793,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-46668858
2020-04-02,LOM,367,1.2871970815296884e-4,10043750,814,9999371,0.9962199046697059,6837,1292,10037313,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2439627
2020-04-02,MAR,26,8.932981619076645e-5,1522729,11,1518853,0.9976386714028985,647,136,1522448,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-319919
2020-04-02,MOL,1,1.6385867516983952e-5,305115,2,304987,0.9994953152804769,72,5,305141,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-9845780
2020-04-02,PIE,97,1.283113762981754e-4,4349113,132,4339428,0.9978458405498901,2040,558,4348796,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1631529
2020-04-02,PUG,15,3.25645449166994e-5,4022332,8,4020847,0.9995194865242444,1345,131,4022780,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-802157
2020-04-02,SAR,6,2.993176169186534e-5,1636838,0,1636303,0.9995394173813129,469,49,1637057,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3227663
2020-04-02,SIC,5,1.4622835019165929e-5,4991545,6,4990494,0.9996598688511981,997,73,4992192,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-897239
2020-04-02,TN,14,2.462561656618921e-4,540201,15,538272,0.9966375849861504,821,133,540088,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2544567
2020-04-02,TOS,15,1.0903133979643903e-4,3723413,34,3718695,0.998655906759406,4149,406,3723700,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-16517953
2020-04-02,UMB,1,3.747295985283347e-5,880525,11,879545,0.9987622567806186,657,33,880635,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1485333
2020-04-02,VDA,4,2.95027589066437e-4,125438,17,124807,0.9951759002328325,217,37,125412,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-628357
2020-04-02,VEN,33,9.922700934693927e-5,4897651,99,4888313,0.9980507813616559,7574,486,4897860,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-13183324
2020-04-03,ABR,13,5.040326429868058e-5,1309395,3,1308022,0.9989178571892238,1243,66,1309439,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1279870
2020-04-03,BAS,1,2.6690296475813253e-5,561937,0,561752,0.9995551617254032,195,15,562002,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-264725
2020-04-03,BZ,10,1.5087763635094893e-4,530294,21,528811,0.9973219219547707,1299,80,530231,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1605920
2020-04-03,CAL,4,2.1603560266731957e-5,1943865,3,1943436,0.9996461131080117,929,42,1944124,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-27181802
2020-04-03,CAM,14,3.815155870696254e-5,5791955,0,5790190,0.9995691118075449,1833,221,5792686,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10352786
2020-04-03,EMR,91,1.3458281909889725e-4,4452009,189,4436779,0.9968517955572391,3175,599,4450791,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1639501
2020-04-03,FVG,7,6.593940992470543e-5,1213181,43,1211492,0.9985633451062654,2864,80,1213235,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-35581602
2020-04-03,LAZ,14,2.8450035264414968e-5,5869227,23,5866542,0.9994211184441408,2201,167,5869940,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9857403
2020-04-03,LIG,31,1.1823523254867351e-4,1548053,66,1544316,0.9977735595007501,865,183,1547762,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-46668858
2020-04-03,LOM,351,1.44964183385371e-4,10043709,791,9997916,0.9961097790347319,6765,1455,10036962,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2439627
2020-04-03,MAR,54,8.670554403130859e-5,1522723,2,1518721,0.9975873525513106,735,132,1522394,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-328684
2020-04-03,MOL,0,3.6048908537364696e-5,305114,0,304976,0.9994592663719395,149,11,305141,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-10123126
2020-04-03,PIE,60,1.248638684896025e-4,4349095,152,4338885,0.9977347440727604,2181,543,4348736,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1631529
2020-04-03,PUG,20,2.6101482564209647e-5,4022316,0,4020742,0.9994983543636707,1370,105,4022760,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-822211
2020-04-03,SAR,1,1.8936432229563315e-5,1636831,4,1636272,0.9995210915203878,508,31,1637056,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3273123
2020-04-03,SIC,8,1.3621292804912639e-5,4991525,2,4990426,0.9996478495183672,853,68,4992184,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-919670
2020-04-03,TN,17,1.9627049036145247e-4,540199,17,538166,0.9964726859986928,497,106,540071,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2544567
2020-04-03,TOS,22,6.06926807312555e-5,3723398,84,3718469,0.9986011142746499,3736,226,3723678,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-16964384
2020-04-03,UMB,1,5.791282189876839e-5,880521,15,879494,0.9987054780987334,877,51,880634,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1551841
2020-04-03,VDA,7,4.0668234918862887e-4,125437,40,124756,0.994824767752482,172,51,125405,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-645113
2020-04-03,VEN,40,7.207288140437991e-5,4897631,30,4887960,0.9979868594599229,6170,353,4897820,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-13350202
2020-04-04,ABR,7,4.963984384068818e-5,1309390,3,1307957,0.998873557389769,947,65,1309432,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1342303
2020-04-04,BAS,0,5.338059295162651e-6,561935,6,561749,0.9995498236661079,143,3,562002,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-275175
2020-04-04,BZ,7,6.223784664594586e-5,530292,34,528778,0.9972728507196958,1069,33,530224,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1646576
2020-04-04,CAL,4,4.114972326811102e-6,1943857,4,1943428,0.9996440548937309,706,8,1944120,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-27181802
2020-04-04,CAM,5,2.6067377091885434e-5,5791931,2,5790039,0.9995439072167102,2297,151,5792681,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10352786
2020-04-04,EMR,75,1.366072335327619e-4,4451991,188,4436171,0.9967319864938585,3393,608,4450716,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1702559
2020-04-04,FVG,9,8.819461501814171e-5,1213176,86,1211385,0.9984825580724449,1141,107,1213226,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-35581602
2020-04-04,LAZ,13,2.6746499573163346e-5,5869203,47,5866385,0.9993965853408399,848,157,5869927,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9616979
2020-04-04,LIG,23,1.537726968177451e-4,1548047,67,1544078,0.9976346141048329,1153,238,1547739,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-47896986
2020-04-04,LOM,345,1.5921699512893637e-4,10043668,222,9996318,0.995984802448873,6826,1598,10036617,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2439627
2020-04-04,MAR,17,7.291229439225632e-5,1522717,228,1518610,0.9975255800632826,794,111,1522377,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-346214
2020-04-04,MOL,0,9.83152051019037e-5,305113,3,304946,0.9993609511668377,126,30,305141,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-10261799
2020-04-04,PIE,85,1.869545291171906e-4,4349077,165,4338072,0.9975672915577728,2900,813,4348651,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1631529
2020-04-04,PUG,9,1.4417994054317555e-5,4022300,25,4020684,0.9994861725222366,1053,58,4022751,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-822211
2020-04-04,SAR,0,2.9931779975761365e-5,1636824,4,1636223,0.999491159740412,311,49,1637056,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3364043
2020-04-04,SIC,10,1.4622887743896746e-5,4991505,1,4990353,0.9996352290605255,1210,73,4992174,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-897239
2020-04-04,TN,6,2.05530815735143e-4,540197,11,538055,0.9962782257691204,870,111,540065,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-2608987
2020-04-04,TOS,17,4.619110063993473e-5,3723383,10,3718297,0.9985594821870197,3426,172,3723661,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-17187600
2020-04-04,UMB,2,3.520199129715931e-5,880517,22,879463,0.9986725442636651,1195,31,880632,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1640517
