date,code,deaths,incidenceRate,populationBaseline,recovered,susceptiblePopulation,susceptibleRate,tested,testedPositive,totalPopulation,region,touristArrivals,broadbandAccess,dischargeRateDiabetes,dischargeRateHypertension,dischargeRateCancer,dischargeRateChd,dischargeRateTB,availableBeds,riskOfPovertyOrSocialExclusion,medianAge,populationDensity,railTravelers
2020-05-02,LAZ,15,1.4310923903025091e-5,5868531,63,5863386,0.998934176905508,3274,84,5869642,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-8655281
2020-05-02,LIG,11,1.202260249268625e-4,1547879,95,1539969,0.9953997386053522,2003,186,1547086,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-37457899
2020-05-02,LOM,329,5.313483567678229e-5,10042520,10,9968434,0.9937544137802056,13058,533,10031084,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2236325
2020-05-02,MAR,5,1.5111347636552379e-5,1522549,24,1516653,0.9964639446530468,1593,23,1522035,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-315537
2020-05-02,MOL,0,3.2772809055782597e-6,305085,9,304851,0.9990823613464381,612,1,305131,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-9013742
2020-05-02,PIE,29,1.1388072615872488e-4,4348573,309,4322602,0.9944667770811243,5911,495,4346653,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1485109
2020-05-02,PUG,1,8.452450738371292e-6,4021852,26,4018791,0.999077439862056,1078,34,4022502,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-752022
2020-05-02,SAR,2,1.2217635178970028e-6,1636628,14,1635782,0.9992693854162976,748,2,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3136743
2020-05-02,SIC,3,0,4990945,1,4989215,0.9994330980590119,1492,0,4992045,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-818731
2020-05-02,TN,0,9.076259099412821e-5,540141,58,536094,0.993005723600126,1741,49,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1997002
2020-05-02,TOS,9,2.148744126206486e-5,3722963,79,3714443,0.99767344729735,1767,80,3723105,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-14062582
2020-05-02,UMB,0,1.1355829231040023e-6,880405,9,879279,0.9984942170439641,310,1,880605,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1485333
2020-05-02,VDA,0,2.393527900556894e-5,125408,0,124339,0.9920295520911455,182,3,125338,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-661869
2020-05-02,VEN,23,2.5730616779221097e-5,4897051,451,4880200,0.9965917143329746,8519,126,4896890,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-11514549
2020-05-03,ABR,3,2.4441380785255736e-5,1309245,40,1306589,0.9979637274633284,783,32,1309255,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-1295478
2020-05-03,BAS,0,3.5587948497120934e-6,561877,3,561631,0.9993647551193264,488,2,561988,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-278658
2020-05-03,BZ,2,1.8864756672936053e-6,530234,37,527834,0.9957459973702529,436,1,530089,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1179030
2020-05-03,CAL,0,1.028763719207173e-6,1943625,13,1943055,0.9994722442120467,907,2,1944081,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-27181802
2020-05-03,CAM,2,4.315923530812155e-6,5791235,18,5788383,0.9992887358021222,2906,25,5792503,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-10352786
2020-05-03,EMR,28,3.731132774157905e-5,4451469,416,4426695,0.9949751081747545,4940,166,4449051,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1702559
2020-05-03,FVG,2,1.0716576235250282e-5,1213031,33,1210299,0.9977124231497831,1135,13,1213074,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-26093175
2020-05-03,LAZ,11,9.029528432025796e-6,5868507,109,5863333,0.9989270194327378,3834,53,5869631,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-9616979
2020-05-03,LIG,14,3.0379969387332973e-5,1547873,80,1539922,0.995378366359161,1290,47,1547072,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-39300091
2020-05-03,LOM,42,5.243722436811649e-5,10042479,225,9967908,0.9937061374082573,7155,526,10031042,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-2381540
2020-05-03,MAR,11,1.3797417123514477e-5,1522543,17,1516632,0.9964573488985718,1578,21,1522024,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-341832
2020-05-03,MOL,1,0,305084,0,304851,0.9990856356307147,0,0,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-10123126
2020-05-03,PIE,26,5.7745925748862276e-5,4348555,306,4322351,0.9944149797072535,3729,251,4346627,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1610612
2020-05-03,PUG,2,2.734617775015538e-6,4021836,8,4018780,0.9990752019888129,1073,11,4022500,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-802157
2020-05-03,SAR,0,1.2217635178970028e-6,1636621,45,1635780,0.9992681636527797,747,2,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-3500423
2020-05-03,SIC,2,0,4990925,8,4989215,0.9994334984694643,1603,0,4992043,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-919670
2020-05-03,TN,0,1.2225165317576454e-4,540139,97,536028,0.9928834719469501,1516,66,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1868163
2020-05-03,TOS,9,1.0206559272175631e-5,3722948,66,3714405,0.9976656524569875,2691,38,3723096,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-14509013
2020-05-03,UMB,0,0,880401,13,879279,0.9984942170439641,751,0,880605,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-1596179
2020-05-03,VDA,1,4.787093994590584e-5,125407,0,124333,0.9919895960490518,149,6,125337,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-687003
2020-05-03,VEN,14,1.9195911842570653e-5,4897031,212,4880106,0.9965753676425542,7224,94,4896876,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-11848304
2020-05-04,ABR,2,3.0551772652038986e-6,1309240,33,1306585,0.997962196764109,409,4,1309253,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-874057
2020-05-04,BAS,0,0,561875,21,561631,0.9993647551193264,691,0,561988,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-177644
2020-05-04,BZ,3,9.432431718626789e-6,530232,31,527829,0.9957422003222118,433,5,530086,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1057061
2020-05-04,CAL,0,2.057527438414346e-6,1943617,32,1943051,0.9994701866846083,603,4,1944081,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-19649495
2020-05-04,CAM,2,2.416918011753472e-6,5791211,27,5788369,0.9992866639125311,4045,14,5792501,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-7285294
2020-05-04,EMR,24,3.573815128566314e-5,4451451,196,4426536,0.9949447373549317,3352,159,4449027,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1114020
2020-05-04,FVG,2,3.297413508843663e-6,1213026,39,1210295,0.9977107706714853,431,4,1213072,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-21823383
2020-05-04,LAZ,16,6.474019164800417e-6,5868483,22,5863295,0.9989232683915384,2381,38,5869615,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-7693583
2020-05-04,LIG,12,3.425852908096648e-5,1547867,84,1539869,0.9953518286297881,1600,53,1547060,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-31317260
2020-05-04,LOM,63,5.75218032058486e-5,10042438,133,9967331,0.9936548566196779,7978,577,10030979,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1887806
2020-05-04,MAR,5,2.8908968941912025e-5,1522537,31,1516588,0.9964317134017381,986,44,1522019,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-192828
2020-05-04,MOL,0,0,305083,3,304851,0.9990856356307147,253,0,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-6240283
2020-05-04,PIE,34,4.417252777060102e-5,4348537,234,4322159,0.9943785857106934,3870,192,4346593,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1213188
2020-05-04,PUG,5,2.2374173243223423e-6,4021820,14,4018771,0.9990742064315804,724,9,4022495,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-631699
2020-05-04,SAR,0,0,1636614,34,1635780,0.9992681636527797,315,0,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-2273002
2020-05-04,SIC,2,0,4990905,14,4989215,0.9994338988802376,1211,0,4992041,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-650498
2020-05-04,TN,0,2.037527552929409e-5,540137,92,536017,0.9928630966714209,966,11,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1674905
2020-05-04,TOS,9,1.0206583944989736e-5,3722933,78,3714367,0.9976578575789392,1533,38,3723087,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-11607210
2020-05-04,UMB,2,0,880397,0,879279,0.9984964847950779,221,0,880603,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-864597
2020-05-04,VDA,1,7.978553647794728e-6,125406,0,124332,0.9919895321376141,171,1,125336,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-418904
2020-05-04,VEN,12,1.1231678069883092e-5,4897011,108,4880051,0.996566578120201,5458,55,4896864,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-9512019
2020-05-05,ABR,3,1.9094901661256445e-5,1309235,50,1306560,0.9979453885812488,1381,25,1309250,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-842841
2020-05-05,BAS,0,0,561873,6,561631,0.9993647551193264,575,0,561988,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-177644
2020-05-05,BZ,2,1.8864934614136627e-6,530230,23,527828,0.9957440707510508,591,1,530084,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1057061
2020-05-05,CAL,0,5.143818596035865e-7,1943609,25,1943050,0.9994696723027487,1071,1,1944081,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-18667021
2020-05-05,CAM,3,3.4527418050036443e-6,5791187,198,5788349,0.999283728712552,2525,20,5792498,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-7157482
2020-05-05,EMR,39,2.247702174067451e-5,4451433,364,4426436,0.9949309820570431,5739,100,4448988,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1135039
2020-05-05,FVG,4,7.4192048590845695e-6,1213021,71,1210286,0.9977066413424475,3089,9,1213068,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-22297804
2020-05-05,LAZ,10,1.1414737448260998e-5,5868459,72,5863228,0.9989135555118275,4014,67,5869605,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-7813795
2020-05-05,LIG,11,4.072269204142855e-5,1547861,133,1539806,0.99531818319911,1530,63,1547049,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-34387580
2020-05-05,LOM,95,4.984605544237178e-5,10042397,620,9966831,0.9936144212214996,6455,500,10030884,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1916850
2020-05-05,MAR,4,1.90536886955779e-5,1522531,12,1516559,0.9964152784302389,1858,29,1522015,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-201593
2020-05-05,MOL,0,0,305082,1,304851,0.9990856356307147,200,0,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-6101610
2020-05-05,PIE,30,3.497015918094365e-5,4348519,361,4322007,0.9943504787575839,5238,152,4346563,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1213188
2020-05-05,PUG,4,4.22623692632252e-6,4021804,19,4018754,0.9990709736827255,1961,17,4022491,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-611645
2020-05-05,SAR,0,6.108817589485014e-7,1636607,12,1635779,0.9992675527710208,815,1,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-2318462
2020-05-05,SIC,3,0,4990885,9,4989215,0.999434499496999,4140,0,4992038,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-639283
2020-05-05,TN,0,5.556893326171115e-6,540135,124,536014,0.9928575397780948,809,3,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1674905
2020-05-05,TOS,8,8.057846744589627e-6,3722918,111,3714337,0.9976519434586266,4813,30,3723079,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-11830426
2020-05-05,UMB,0,6.813513013242062e-6,880393,11,879273,0.9984896712820647,954,6,880603,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-886766
2020-05-05,VDA,0,0,125405,0,124332,0.9919895321376141,213,0,125336,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-427282
2020-05-05,VEN,17,5.922178087246753e-6,4896991,130,4880022,0.9965641156442094,7292,29,4896847,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-9345141
2020-05-06,ABR,6,1.6803590469003487e-5,1309230,34,1306538,0.9979331583723126,1314,22,1309244,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-936490
2020-05-06,BAS,0,0,561871,8,561631,0.9993647551193264,627,0,561988,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-167195
2020-05-06,BZ,0,1.8864934614136627e-6,530228,34,527827,0.9957421842575893,964,1,530084,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1057061
2020-05-06,CAL,1,1.5431463725772601e-6,1943601,8,1943047,0.9994686432657093,1319,3,1944080,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-18994512
2020-05-06,CAM,7,2.4169221842554436e-6,5791163,197,5788335,0.9992825193858739,3480,14,5792491,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-7029670
2020-05-06,EMR,32,2.3376270747564147e-5,4451415,362,4426332,0.9949147620250683,5486,104,4448956,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1177078
2020-05-06,FVG,3,7.419223207330192e-6,1213016,28,1210277,0.9977016895219959,919,9,1213065,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-23246647
2020-05-06,LAZ,4,1.3799915871623983e-5,5868435,14,5863147,0.9989004363328955,3587,81,5869601,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-7813795
2020-05-06,LIG,11,4.912613652670458e-5,1547855,186,1539730,0.9952761341350375,2071,76,1547038,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-31317260
2020-05-06,LOM,222,7.616645840523786e-5,10042356,5881,9966067,0.9935602455750179,14516,764,10030662,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1916850
2020-05-06,MAR,7,1.905377632706267e-5,1522525,5,1516530,0.9964008073544949,1781,29,1522008,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-214740
2020-05-06,MOL,0,9.831874938550782e-6,305081,1,304848,0.9990758037557762,368,3,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-6933648
2020-05-06,PIE,31,3.7961298800975124e-5,4348501,599,4321842,0.9943196092885086,6741,165,4346532,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1213188
2020-05-06,PUG,5,6.4636645099572755e-6,4021788,57,4018728,0.99906575187583,1816,26,4022486,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-631699
2020-05-06,SAR,0,6.108817589485014e-7,1636600,20,1635778,0.9992669418892618,1099,1,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-2227542
2020-05-06,SIC,3,0,4990865,12,4989215,0.9994351001144823,1693,0,4992035,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-650498
2020-05-06,TN,0,3.519365773241706e-5,540133,74,535995,0.9928223461203624,1849,19,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1674905
2020-05-06,TOS,10,6.983485935930814e-6,3722903,118,3714311,0.997647639622043,4293,26,3723069,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-11830426
2020-05-06,UMB,0,4.542342008828042e-6,880389,9,879269,0.9984851289400558,1330,4,880603,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-886766
2020-05-06,VDA,0,2.3935660943384184e-5,125404,0,124329,0.9919655964766707,156,3,125336,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-418904
2020-05-06,VEN,23,1.572447774312493e-5,4896971,381,4879945,0.9965530719503091,8854,77,4896824,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-9512019
2020-05-07,ABR,7,1.9095091263079182e-5,1309225,39,1306513,0.9979193988559749,1218,25,1309237,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-842841
2020-05-07,BAS,1,0,561869,0,561631,0.9993665333895624,169,0,561987,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-177644
2020-05-07,BZ,0,1.6978441152722963e-5,530226,37,527818,0.9957252058164366,863,9,530084,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1036733
2020-05-07,CAL,0,1.5431463725772601e-6,1943593,14,1943044,0.9994671001193367,1026,3,1944080,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-19322004
2020-05-07,CAM,3,1.5537364945771143e-6,5791139,207,5788326,0.9992814831899522,4477,9,5792488,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-7285294
2020-05-07,EMR,29,2.427551632112642e-5,4451397,459,4426224,0.9948969717866802,5387,108,4448927,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1135039
2020-05-07,FVG,2,1.0716673412675187e-5,1213011,46,1210264,0.9976926177783016,2583,13,1213063,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-22297804
2020-05-07,LAZ,5,6.644409598207441e-6,5868411,119,5863108,0.9988946428340213,4446,39,5869596,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-7813795
2020-05-07,LIG,11,6.076170616285301e-5,1547849,141,1539636,0.9952224492526633,1753,94,1547027,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-31317260
2020-05-07,LOM,134,7.178086736809867e-5,10042315,324,9965347,0.9935017378945555,15488,720,10030528,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1887806
2020-05-07,MAR,5,2.0367896778127245e-5,1522519,15,1516499,0.9963837127784899,1980,31,1522003,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-197211
2020-05-07,MOL,0,3.277291646183594e-6,305080,10,304847,0.99907252646413,341,1,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-6517629
2020-05-07,PIE,35,4.509378471905077e-5,4348483,550,4321646,0.9942825222242188,6527,196,4346497,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1213188
2020-05-07,PUG,3,1.2181530661534183e-5,4021772,149,4018679,0.9990543154563984,1852,49,4022483,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-621672
2020-05-07,SAR,0,3.0544087947425072e-6,1636593,45,1635773,0.999263887480467,1098,5,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-2273002
2020-05-07,SIC,1,0,4990845,80,4989215,0.9994353003204706,2696,0,4992034,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-661714
2020-05-07,TN,0,5.556893326171115e-6,540131,74,535992,0.9928167892270361,1781,3,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1642695
2020-05-07,TOS,16,6.983515947798755e-6,3722888,382,3714285,0.9976449435449884,4509,26,3723053,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-11830426
2020-05-07,UMB,0,1.1355855022070105e-6,880385,31,879268,0.9984839933545536,1460,1,880603,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-886766
2020-05-07,VDA,0,3.191421459117891e-5,125403,1,124325,0.9919336822620796,299,4,125336,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-435661
2020-05-07,VEN,21,1.5111900560426875e-5,4896951,308,4879871,0.9965422337798764,10406,74,4896803,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-9345141
2020-05-08,ABR,3,4.582832404291364e-6,1309220,60,1306507,0.9979171026722495,1082,6,1309234,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-889666
2020-05-08,BAS,0,0,561867,2,561631,0.9993665333895624,505,0,561987,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-181128
2020-05-08,BZ,3,1.1319024828280961e-5,530224,52,527812,0.9957195221107717,817,6,530081,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-1077390
2020-05-08,CAL,1,5.143823887815258e-7,1943585,14,1943043,0.9994670998452223,1126,1,1944079,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-19649495
2020-05-08,CAM,7,3.625389535157733e-6,5791115,141,5788305,0.9992790653952943,4374,21,5792481,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-7157482
2020-05-08,EMR,31,2.4950010069913975e-5,4451379,361,4426113,0.9948789542394337,4827,111,4448896,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-1198097
2020-05-08,FVG,0,7.41923543954436e-6,1213006,25,1210255,0.9976851985428622,890,9,1213063,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-22297804
2020-05-08,LAZ,6,8.859221853655876e-6,5868387,66,5863056,0.9988868047001579,4159,52,5869590,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-7813795
2020-05-08,LIG,11,5.04196465970617e-5,1547843,139,1539558,0.9951791060984502,2085,78,1547016,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-31317260
2020-05-08,LOM,94,6.320763388702821e-5,10042274,572,9964713,0.993447840841184,10993,634,10030434,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1887806
2020-05-08,MAR,6,1.1826567332261495e-5,1522513,21,1516481,0.9963758141441803,1487,18,1521997,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-201593
2020-05-08,MOL,0,7.210041621603907e-5,305079,7,304825,0.9990004260479141,265,22,305130,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-6794975
2020-05-08,PIE,23,5.360667060242394e-5,4348465,572,4321413,0.9942341769443461,6599,233,4346474,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-1213188
2020-05-08,PUG,2,2.734630691854107e-6,4021756,76,4018668,0.9990520775610873,1928,11,4022481,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-631699
2020-05-08,SAR,0,3.665290553691009e-6,1636586,36,1635767,0.9992602221899134,1155,6,1636978,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-2363922
2020-05-08,SIC,2,0,4990825,11,4989215,0.9994357007326876,3016,0,4992032,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-672929
